"EFF_DATE","STAR_COMPUTER_CODE","ARTCC","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC"
"2026/01/22","JCKIE.JCKIE2","ZLA","TRANSITION","NATEE TRANSITION",1,"NATEE.JCKIE2",20,"JNBOY","K2","WP   ","LRSON",""
"2026/01/22","JCKIE.JCKIE2","ZLA","TRANSITION","NATEE TRANSITION",1,"NATEE.JCKIE2",30,"LRSON","K2","WP   ","PEIRC",""
"2026/01/22","JCKIE.JCKIE2","ZLA","TRANSITION","NATEE TRANSITION",1,"NATEE.JCKIE2",40,"PEIRC","K2","WP   ","FEYLA",""
"2026/01/22","JCKIE.JCKIE2","ZLA","TRANSITION","NATEE TRANSITION",1,"NATEE.JCKIE2",50,"FEYLA","K2","WP   ","NATEE",""
"2026/01/22","JCKIE.JCKIE2","ZLA","TRANSITION","NATEE TRANSITION",1,"NATEE.JCKIE2",60,"NATEE","K2","WP   ","",""
"2026/01/22","JESSE.JESSE3","ZAB","BODY","JESSE-BUNTR",1,"",10,"BUNTR","K2","RP   ","HOMRR","PHX"
"2026/01/22","JESSE.JESSE3","ZAB","BODY","JESSE-BUNTR",1,"",20,"HOMRR","K2","RP   ","DBACK","PHX"
"2026/01/22","JESSE.JESSE3","ZAB","BODY","JESSE-BUNTR",1,"",30,"DBACK","K2","RP   ","EAGUL","PHX"
"2026/01/22","JESSE.JESSE3","ZAB","BODY","JESSE-BUNTR",1,"",40,"EAGUL","K2","RP   ","GUMMO","PHX"
"2026/01/22","JESSE.JESSE3","ZAB","BODY","JESSE-BUNTR",1,"",50,"GUMMO","K2","RP   ","JESSE","PHX"
"2026/01/22","JESSE.JESSE3","ZAB","BODY","JESSE-BUNTR",1,"",60,"JESSE","K2","RP   ","","PHX"
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","GALLUP TRANSITION",1,"GUP.JESSE3",10,"JESSE","K2","RP   ","NEPTN",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","GALLUP TRANSITION",1,"GUP.JESSE3",20,"NEPTN","K2","RP   ","GUP",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","GALLUP TRANSITION",1,"GUP.JESSE3",30,"GUP","","VORTAC","",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","WINSLOW TRANSITION",1,"INW.JESSE3",10,"JESSE","K2","RP   ","INW",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","WINSLOW TRANSITION",1,"INW.JESSE3",20,"INW","","VORTAC","",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","ZUNI TRANSITION",1,"ZUN.JESSE3",10,"JESSE","K2","RP   ","NEPTN",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","ZUNI TRANSITION",1,"ZUN.JESSE3",20,"NEPTN","K2","RP   ","ZUN",""
"2026/01/22","JESSE.JESSE3","ZAB","TRANSITION","ZUNI TRANSITION",1,"ZUN.JESSE3",30,"ZUN","","VORTAC","",""
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-CLEFF",1,"",10,"CLEFF","K7","WP   ","DOWDI","F45"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-CLEFF",1,"",20,"DOWDI","K7","WP   ","LLNCH","F45"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-CLEFF",1,"",30,"LLNCH","K7","RP   ","JESTR","F45"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-CLEFF",1,"",40,"JESTR","K7","WP   ","","F45"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-JESNA",1,"",10,"JESNA","K7","WP   ","LINKE","BCT, LNA, PBI"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-JESNA",1,"",20,"LINKE","K7","WP   ","RASAE","BCT, LNA, PBI"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-JESNA",1,"",30,"RASAE","K7","RP   ","POLOO","BCT, LNA, PBI"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-JESNA",1,"",40,"POLOO","K7","WP   ","JESTR","BCT, LNA, PBI"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-JESNA",1,"",50,"JESTR","K7","WP   ","","BCT, LNA, PBI"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-MARKT",1,"",10,"MARKT","K7","WP   ","AIRBT","FXE, PMP"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-MARKT",1,"",20,"AIRBT","K7","WP   ","DOWDI","FXE, PMP"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-MARKT",1,"",30,"DOWDI","K7","WP   ","LLNCH","FXE, PMP"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-MARKT",1,"",40,"LLNCH","K7","RP   ","JESTR","FXE, PMP"
"2026/01/22","JESTR.JESTR1","ZMA","BODY","JESTR-MARKT",1,"",50,"JESTR","K7","WP   ","","FXE, PMP"
"2026/01/22","JESTR.JESTR1","ZMA","TRANSITION","DEBRL TRANSITION",1,"DEBRL.JESTR1",10,"JESTR","K7","WP   ","DEBRL",""
"2026/01/22","JESTR.JESTR1","ZMA","TRANSITION","DEBRL TRANSITION",1,"DEBRL.JESTR1",20,"DEBRL","K7","WP   ","",""
"2026/01/22","JESTR.JESTR1","ZMA","TRANSITION","HIBAC TRANSITION",1,"HIBAC.JESTR1",10,"JESTR","K7","WP   ","HIBAC",""
"2026/01/22","JESTR.JESTR1","ZMA","TRANSITION","HIBAC TRANSITION",1,"HIBAC.JESTR1",20,"HIBAC","K","WP   ","",""
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-AADMS",1,"",10,"AADMS","K6","WP   ","SSAAM","BOS/15R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-AADMS",1,"",20,"SSAAM","K6","WP   ","WACHU","BOS/15R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-AADMS",1,"",30,"WACHU","K6","WP   ","BADCA","BOS/15R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-AADMS",1,"",40,"BADCA","K6","WP   ","JFUND","BOS/15R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-AADMS",1,"",50,"JFUND","K6","WP   ","","BOS/15R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",10,"JOBEE","K6","WP   ","GGABE","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",20,"GGABE","K6","WP   ","GRIFI","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",30,"GRIFI","K6","WP   ","SPYSD","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",40,"SPYSD","K6","WP   ","HRRIS","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",50,"HRRIS","K6","WP   ","WINTA","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",60,"WINTA","K6","WP   ","AUTUM","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",70,"AUTUM","K6","WP   ","JFUND","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-JOBEE",1,"",80,"JFUND","K6","WP   ","","BOS/04L, BOS/04R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-LWLND",1,"",10,"LWLND","K6","WP   ","ISLAY","BOS/22L, BOS/22R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-LWLND",1,"",20,"ISLAY","K6","WP   ","HRRIS","BOS/22L, BOS/22R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-LWLND",1,"",30,"HRRIS","K6","WP   ","WINTA","BOS/22L, BOS/22R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-LWLND",1,"",40,"WINTA","K6","WP   ","AUTUM","BOS/22L, BOS/22R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-LWLND",1,"",50,"AUTUM","K6","WP   ","JFUND","BOS/22L, BOS/22R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-LWLND",1,"",60,"JFUND","K6","WP   ","","BOS/22L, BOS/22R"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",10,"SCITU","K6","WP   ","BECHH","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",20,"BECHH","K6","WP   ","BRODI","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",30,"BRODI","K6","WP   ","SPYSD","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",40,"SPYSD","K6","WP   ","HRRIS","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",50,"HRRIS","K6","WP   ","WINTA","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",60,"WINTA","K6","WP   ","AUTUM","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",70,"AUTUM","K6","WP   ","JFUND","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SCITU",1,"",80,"JFUND","K6","WP   ","","BOS/32, BOS/33L"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",10,"SEHAG","K6","WP   ","REVER","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",20,"REVER","K6","RP   ","SPYSD","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",30,"SPYSD","K6","WP   ","HRRIS","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",40,"HRRIS","K6","WP   ","WINTA","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",50,"WINTA","K6","WP   ","AUTUM","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",60,"AUTUM","K6","WP   ","JFUND","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","BODY","JFUND-SEHAG",1,"",70,"JFUND","K6","WP   ","","BOS/27"
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","ONDEC TRANSITION",1,"ONDEC.JFUND2",10,"JFUND","K6","WP   ","ONDEC",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","ONDEC TRANSITION",1,"ONDEC.JFUND2",20,"ONDEC","K6","WP   ","",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",10,"JFUND","K6","WP   ","BASEZ",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",20,"BASEZ","K6","WP   ","DUBLE",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",30,"DUBLE","K6","WP   ","SEETS",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",40,"SEETS","K6","WP   ","MNSTA",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",50,"MNSTA","K6","WP   ","STOLI",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",60,"STOLI","K6","WP   ","PONCT",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","PONCT TRANSITION",1,"PONCT.JFUND2",70,"PONCT","K6","WP   ","",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","WHATE TRANSITION",1,"WHATE.JFUND2",10,"JFUND","K6","WP   ","ONDEC",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","WHATE TRANSITION",1,"WHATE.JFUND2",20,"ONDEC","K6","WP   ","WHATE",""
"2026/01/22","JFUND.JFUND2","ZBW","TRANSITION","WHATE TRANSITION",1,"WHATE.JFUND2",30,"WHATE","K6","WP   ","",""
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-DERDF",1,"",10,"DERDF","K3","RP   ","ESSAR","SUS/08L, SUS/08R"
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-DERDF",1,"",20,"ESSAR","K5","WP   ","JHAUN","SUS/08L, SUS/08R"
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-DERDF",1,"",30,"JHAUN","K5","RP   ","","SUS/08L, SUS/08R"
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-EMKAA",1,"",10,"EMKAA","K3","RP   ","PATEY","SUS/26L, SUS/26R"
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-EMKAA",1,"",20,"PATEY","K3","WP   ","ESSAR","SUS/26L, SUS/26R"
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-EMKAA",1,"",30,"ESSAR","K5","WP   ","JHAUN","SUS/26L, SUS/26R"
"2026/01/22","JHAUN.JHAUN1","ZKC","BODY","JHAUN-EMKAA",1,"",40,"JHAUN","K5","RP   ","","SUS/26L, SUS/26R"
"2026/01/22","JHAWK.JHAWK8","ZKC","BODY","JHAWK-HOOZE",1,"",10,"HOOZE","K3","RP   ","JHAWK","GPH, IXD, LXT, MCI/01L, MCI/01R, MCI/09, MCI/27, MKC/01, MKC/04, OJC"
"2026/01/22","JHAWK.JHAWK8","ZKC","BODY","JHAWK-HOOZE",1,"",20,"JHAWK","K3","RP   ","","GPH, IXD, LXT, MCI/01L, MCI/01R, MCI/09, MCI/27, MKC/01, MKC/04, OJC"
"2026/01/22","JHAWK.JHAWK8","ZKC","BODY","JHAWK-NOAHS",1,"",10,"NOAHS","K3","RP   ","JHAWK","FLV, MCI/19L, MCI/19R, MKC/19, MKC/22, STJ"
"2026/01/22","JHAWK.JHAWK8","ZKC","BODY","JHAWK-NOAHS",1,"",20,"JHAWK","K3","RP   ","","FLV, MCI/19L, MCI/19R, MKC/19, MKC/22, STJ"
"2026/01/22","JHAWK.JHAWK8","ZKC","TRANSITION","EMPORIA TRANSITION",1,"EMP.JHAWK8",10,"JHAWK","K3","RP   ","EMP",""
"2026/01/22","JHAWK.JHAWK8","ZKC","TRANSITION","EMPORIA TRANSITION",1,"EMP.JHAWK8",20,"EMP","","VORTAC","",""
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-EBRLY",1,"",10,"EBRLY","K6","WP   ","RANSM","MQS"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-EBRLY",1,"",20,"RANSM","K6","WP   ","MDOGG","MQS"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-EBRLY",1,"",30,"MDOGG","K6","WP   ","JIIMS","MQS"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-EBRLY",1,"",40,"JIIMS","K6","WP   ","","MQS"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-ERNYY",1,"",10,"ERNYY","K6","WP   ","WEVVE","PHL/09L, PHL/09R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-ERNYY",1,"",20,"WEVVE","K6","WP   ","WUDRR","PHL/09L, PHL/09R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-ERNYY",1,"",30,"WUDRR","K6","WP   ","JIIMS","PHL/09L, PHL/09R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-ERNYY",1,"",40,"JIIMS","K6","WP   ","","PHL/09L, PHL/09R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-HENYY",1,"",10,"HENYY","K6","WP   ","PSOUT","PNE, TTN"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-HENYY",1,"",20,"PSOUT","K6","WP   ","WOJIK","PNE, TTN"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-HENYY",1,"",30,"WOJIK","K6","WP   ","ZMRMN","PNE, TTN"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-HENYY",1,"",40,"ZMRMN","K6","WP   ","JIIMS","PNE, TTN"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-HENYY",1,"",50,"JIIMS","K6","WP   ","","PNE, TTN"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-MKORD",1,"",10,"MKORD","K6","WP   ","PSOUT","PHL/26, PHL/27L, PHL/27R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-MKORD",1,"",20,"PSOUT","K6","WP   ","CHPMN","PHL/26, PHL/27L, PHL/27R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-MKORD",1,"",30,"CHPMN","K6","WP   ","ZMRMN","PHL/26, PHL/27L, PHL/27R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-MKORD",1,"",40,"ZMRMN","K6","WP   ","JIIMS","PHL/26, PHL/27L, PHL/27R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-MKORD",1,"",50,"JIIMS","K6","WP   ","","PHL/26, PHL/27L, PHL/27R"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-SNEDE",1,"",10,"SNEDE","K6","WP   ","JIIMS","PHL/17, PHL/35"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-SNEDE",1,"",20,"JIIMS","K6","WP   ","","PHL/17, PHL/35"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-TRNBL",1,"",10,"TRNBL","K6","WP   ","MDOGG","ILG"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-TRNBL",1,"",20,"MDOGG","K6","WP   ","JIIMS","ILG"
"2026/01/22","JIIMS.JIIMS4","ZNY","BODY","JIIMS-TRNBL",1,"",30,"JIIMS","K6","WP   ","","ILG"
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","BRIGS TRANSITION",1,"BRIGS.JIIMS4",10,"JIIMS","K6","WP   ","IROKT",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","BRIGS TRANSITION",1,"BRIGS.JIIMS4",20,"IROKT","K6","WP   ","BRIGS",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","BRIGS TRANSITION",1,"BRIGS.JIIMS4",30,"BRIGS","K6","RP   ","",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","DASHA TRANSITION",1,"DASHA.JIIMS4",10,"JIIMS","K6","WP   ","HEKMN",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","DASHA TRANSITION",1,"DASHA.JIIMS4",20,"HEKMN","K6","WP   ","WNSTN",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","DASHA TRANSITION",1,"DASHA.JIIMS4",30,"WNSTN","K6","WP   ","DASHA",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","DASHA TRANSITION",1,"DASHA.JIIMS4",40,"DASHA","K","WP   ","",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","ZJAAY TRANSITION",1,"ZJAAY.JIIMS4",10,"JIIMS","K6","WP   ","HEKMN",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","ZJAAY TRANSITION",1,"ZJAAY.JIIMS4",20,"HEKMN","K6","WP   ","WNSTN",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","ZJAAY TRANSITION",1,"ZJAAY.JIIMS4",30,"WNSTN","K6","WP   ","RADDS",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","ZJAAY TRANSITION",1,"ZJAAY.JIIMS4",40,"RADDS","K6","RP   ","PKCHP",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","ZJAAY TRANSITION",1,"ZJAAY.JIIMS4",50,"PKCHP","K6","WP   ","ZJAAY",""
"2026/01/22","JIIMS.JIIMS4","ZNY","TRANSITION","ZJAAY TRANSITION",1,"ZJAAY.JIIMS4",60,"ZJAAY","K6","WP   ","",""
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",10,"BRBON","K5","RP   ","RNNER","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",20,"RNNER","K5","WP   ","KYSEN","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",30,"KYSEN","K5","WP   ","PRKER","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",40,"PRKER","K5","WP   ","LIYAH","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",50,"LIYAH","K5","WP   ","LOKBL","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",60,"LOKBL","K5","WP   ","MBELL","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",70,"MBELL","K5","WP   ","JIINN","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-BRBON",1,"",80,"JIINN","K5","WP   ","","SDF/35L"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",10,"MAYLN","K5","WP   ","FARNK","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",20,"FARNK","K5","WP   ","SHLEY","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",30,"SHLEY","K5","WP   ","KYSEN","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",40,"KYSEN","K5","WP   ","PRKER","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",50,"PRKER","K5","WP   ","LIYAH","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",60,"LIYAH","K5","WP   ","LOKBL","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",70,"LOKBL","K5","WP   ","MBELL","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",80,"MBELL","K5","WP   ","JIINN","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MAYLN",1,"",90,"JIINN","K5","WP   ","","SDF/29"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",10,"MEEKO","K5","RP   ","RNNER","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",20,"RNNER","K5","WP   ","KYSEN","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",30,"KYSEN","K5","WP   ","PRKER","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",40,"PRKER","K5","WP   ","LIYAH","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",50,"LIYAH","K5","WP   ","LOKBL","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",60,"LOKBL","K5","WP   ","MBELL","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",70,"MBELL","K5","WP   ","JIINN","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MEEKO",1,"",80,"JIINN","K5","WP   ","","SDF/35R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MOWGN",1,"",10,"MOWGN","K5","WP   ","PRKER","LOU"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MOWGN",1,"",20,"PRKER","K5","WP   ","LIYAH","LOU"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MOWGN",1,"",30,"LIYAH","K5","WP   ","LOKBL","LOU"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MOWGN",1,"",40,"LOKBL","K5","WP   ","MBELL","LOU"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MOWGN",1,"",50,"MBELL","K5","WP   ","JIINN","LOU"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-MOWGN",1,"",60,"JIINN","K5","WP   ","","LOU"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",10,"PDUDL","K5","WP   ","TROLI","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",20,"TROLI","K5","WP   ","BEEKK","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",30,"BEEKK","K5","WP   ","AUDRY","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",40,"AUDRY","K5","WP   ","GLENM","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",50,"GLENM","K5","WP   ","BLEEM","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",60,"BLEEM","K5","WP   ","AABBZ","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",70,"AABBZ","K5","WP   ","MBELL","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",80,"MBELL","K5","WP   ","JIINN","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-PDUDL",1,"",90,"JIINN","K5","WP   ","","SDF/17L, SDF/17R"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-SIPPN",1,"",10,"SIPPN","K5","WP   ","DOWNS","JVY"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-SIPPN",1,"",20,"DOWNS","K5","RP   ","BLEEM","JVY"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-SIPPN",1,"",30,"BLEEM","K5","WP   ","AABBZ","JVY"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-SIPPN",1,"",40,"AABBZ","K5","WP   ","MBELL","JVY"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-SIPPN",1,"",50,"MBELL","K5","WP   ","JIINN","JVY"
"2026/01/22","JIINN.MBELL5","ZID","BODY","JIINN-SIPPN",1,"",60,"JIINN","K5","WP   ","","JVY"
"2026/01/22","JIINN.MBELL5","ZID","TRANSITION","BUMPY TRANSITION",1,"BUMPY.MBELL5",10,"JIINN","K5","WP   ","XXTRA",""
"2026/01/22","JIINN.MBELL5","ZID","TRANSITION","BUMPY TRANSITION",1,"BUMPY.MBELL5",20,"XXTRA","K5","WP   ","PENBE",""
