"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","ROUTE_PT_SEQ","ROUTE_PT_ID","NEXT_ROUTE_PT_ID","SEGMENT_TEXT","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","NAV_ID","NAVAID_BEARING","NAVAID_DIST"
"2026/01/22","IR","002","ZTL",10,"A","B","(1) CROSS AT 60 MSL TO",36,4,0,"N",36.06666666,84,39,0,"W",-84.65,"VXV",288,38
"2026/01/22","IR","002","ZTL",20,"B","C","(1) 05 AGL B 60 MSL TO",36,30,0,"N",36.5,84,20,0,"W",-84.33333333,"VXV",332,42
"2026/01/22","IR","002","ZTL",30,"C","D","(1) 01 AGL B 60 MSL TO",36,28,0,"N",36.46666666,83,45,0,"W",-83.75,"VXV",15,34
"2026/01/22","IR","002","ZTL",40,"D","E","(1) 01 AGL B 60 MSL TO",36,10,0,"N",36.16666666,83,17,0,"W",-83.28333333,"VXV",65,34
"2026/01/22","IR","002","ZTL",50,"E","F","(1) 03 AGL B 60 MSL TO",36,0,0,"N",36,83,16,0,"W",-83.26666666,"VXV",82,31
"2026/01/22","IR","002","ZTL",60,"F","G","(1) 03 AGL B 90 MSL TO",35,49,0,"N",35.81666666,83,14,0,"W",-83.23333333,"VXV",102,33
"2026/01/22","IR","002","ZTL",70,"G","H","(1) 03 AGL B 90 MSL TO",35,40,0,"N",35.66666666,83,11,30,"W",-83.19166666,"VXV",115,37
"2026/01/22","IR","002","ZTL",80,"H","","(1) 03 AGL B 90 MSL TO (2) EXIT AT 90 MSL",35,33,0,"N",35.55,83,10,0,"W",-83.16666666,"VXV",124,41
"2026/01/22","IR","012","ZDC",10,"A","B","(1) AS ASSIGNED TO",34,21,0,"N",34.35,78,17,0,"W",-78.28333333,"ILM",277,20
"2026/01/22","IR","012","ZDC",20,"B","C","(1) 05 AGL B 30 MSL TO",34,48,0,"N",34.8,78,13,0,"W",-78.21666666,"ILM",335,32
"2026/01/22","IR","012","ZDC",30,"C","D","(1) 05 AGL B 30 MSL TO",34,58,0,"N",34.96666666,77,48,0,"W",-77.8,"ILM",13,37
"2026/01/22","IR","012","ZDC",40,"D","E","(1) 05 AGL B 30 MSL TO",35,12,0,"N",35.2,77,22,0,"W",-77.36666666,"NKT",315,30
"2026/01/22","IR","012","ZDC",50,"E","F","(1) 05 AGL B 30 MSL TO",35,18,0,"N",35.3,76,47,0,"W",-76.78333333,"NKT",20,24
"2026/01/22","IR","012","ZDC",60,"F","G","(1) 20 MSL TO",35,21,0,"N",35.35,76,39,0,"W",-76.65,"NKT",31,29
"2026/01/22","IR","012","ZDC",70,"G","H","(1) 20 MSL TO",35,39,0,"N",35.65,76,21,0,"W",-76.35,"NKT",39,52
"2026/01/22","IR","012","ZDC",80,"H","E1","(1) 20 MSL TO (2) ALTERNATE EXIT FROM E (3) TO R-5306A",35,41,0,"N",35.68333333,76,16,30,"W",-76.275,"NKT",41,55
"2026/01/22","IR","012","ZDC",90,"E1","FA","(1) 05 AGL B 30 MSL TO",35,18,0,"N",35.3,76,47,0,"W",-76.78333333,"NKT",20,24
"2026/01/22","IR","012","ZDC",100,"FA","","(1) 15 AGL B 30 MSL TO",35,16,30,"N",35.275,76,42,0,"W",-76.7,"NKT",30,24
"2026/01/22","IR","016","ZJX",10,"A","B","(1) CROSS AT 20 MSL TO",31,37,31.2,"N",31.62533333,83,20,0,"W",-83.33333333,"VAD",353,40
"2026/01/22","IR","016","ZJX",20,"B","C","(1) 03 AGL B 20 MSL TO",31,17,0,"N",31.28333333,83,3,30,"W",-83.05833333,"VAD",23,21
"2026/01/22","IR","016","ZJX",30,"C","D","(1) 03 AGL B 20 MSL TO",30,59,0,"N",30.98333333,82,53,0,"W",-82.88333333,"TAY",332,33
"2026/01/22","IR","016","ZJX",40,"D","E","(1) 03 AGL B 60 MSL TO",30,40,30,"N",30.675,82,49,30,"W",-82.825,"TAY",309,17
"2026/01/22","IR","016","ZJX",50,"E","F","(1) 03 AGL B 20 MSL TO",30,19,0,"N",30.31666666,82,56,0,"W",-82.93333333,"TAY",243,23
"2026/01/22","IR","016","ZJX",60,"F","G","(1) 03 AGL B 60 MSL TO",30,0,0,"N",30,82,56,0,"W",-82.93333333,"GNV",302,39
"2026/01/22","IR","016","ZJX",70,"G","H","(1) 03 AGL B 60 MSL TO",29,56,0,"N",29.93333333,82,43,0,"W",-82.71666666,"GNV",306,27
"2026/01/22","IR","016","ZJX",80,"H","I","(1) 40 MSL B 60 MSL TO",29,56,0,"N",29.93333333,82,26,0,"W",-82.43333333,"GNV",334,17
"2026/01/22","IR","016","ZJX",90,"I","J","(1) 40 MSL B 50 MSL TO",29,47,0,"N",29.78333333,82,7,0,"W",-82.11666666,"GNV",60,10
"2026/01/22","IR","016","ZJX",100,"J","","(1) 40 MSL B 60 MSL TO",29,40,30,"N",29.675,81,49,0,"W",-81.81666666,"GNV",96,24
"2026/01/22","IR","017","ZJX ZTL",10,"A","B","(1) CROSS AT 30 MSL TO",32,9,0,"N",32.15,85,35,0,"W",-85.58333333,"EUF",295,26
"2026/01/22","IR","017","ZJX ZTL",20,"B","C","(1) 05 AGL B 30 MSL TO",31,53,0,"N",31.88333333,85,7,0,"W",-85.11666666,"EUF",168,4
"2026/01/22","IR","017","ZJX ZTL",30,"C","D","(1) 05 AGL B 30 MSL TO",30,54,0,"N",30.9,84,57,0,"W",-84.95,"MAI",53,11
"2026/01/22","IR","017","ZJX ZTL",40,"D","E","(1) 05 AGL B 30 MSL TO",30,38,0,"N",30.63333333,84,54,0,"W",-84.9,"MAI",128,15
"2026/01/22","IR","017","ZJX ZTL",50,"E","F","(1) 05 AGL B 20 MSL TO",30,35,0,"N",30.58333333,84,58,0,"W",-84.96666666,"MAI",146,15
"2026/01/22","IR","017","ZJX ZTL",60,"F","G","(1) 05 AGL B 20 MSL TO",30,36,0,"N",30.6,85,23,0,"W",-85.38333333,"MAI",230,17
"2026/01/22","IR","017","ZJX ZTL",70,"G","H","(1) 05 AGL B 20 MSL TO",30,33,0,"N",30.55,85,48,0,"W",-85.8,"MAI",248,38
"2026/01/22","IR","017","ZJX ZTL",80,"H","D1","(1) 05 AGL B 20 MSL TO (2) ALTERNATE EXIT:",30,38,0,"N",30.63333333,86,14,0,"W",-86.23333333,"DWG",58,18
"2026/01/22","IR","017","ZJX ZTL",90,"AA","AB","(1) 30 MSL TO",30,26,48,"N",30.44666666,84,48,30,"W",-84.80833333,"MAI",141,26
"2026/01/22","IR","017","ZJX ZTL",100,"AB","","(1) 30 MSL TO",30,15,48,"N",30.26333333,84,38,18,"W",-84.63833333,"MAI",141,40
"2026/01/22","IR","017","ZJX ZTL",110,"D1","AA","(1) 30 MSL TO",30,38,0,"N",30.63333333,84,54,0,"W",-84.9,"MAI",128,15
"2026/01/22","IR","018","ZJX",10,"A","B","(1) AS ASSIGNED TO",31,57,0,"N",31.95,80,41,0,"W",-80.68333333,"SAV",120,29
"2026/01/22","IR","018","ZJX",20,"B","C","(1) 50 MSL B 70 MSL TO",33,14,0,"N",33.23333333,79,59,0,"W",-79.98333333,"CHS",13,20
"2026/01/22","IR","018","ZJX",30,"C","D","(1) 50 MSL B 70 MSL TO",33,23,0,"N",33.38333333,80,8,0,"W",-80.13333333,"CHS",356,30
"2026/01/22","IR","018","ZJX",40,"D","E","(1) 50 MSL B 70 MSL TO",32,56,0,"N",32.93333333,81,30,0,"W",-81.5,"IRQ",148,57
"2026/01/22","IR","018","ZJX",50,"E","F","(1) 50 MSL B 70 MSL TO",31,46,0,"N",31.76666666,82,22,0,"W",-82.36666666,"AMG",28,16
"2026/01/22","IR","018","ZJX",60,"F","G","(1) 50 MSL B 70 MSL TO",31,19,0,"N",31.31666666,82,14,0,"W",-82.23333333,"SSI",296,44
"2026/01/22","IR","018","ZJX",70,"G","H","(1) 50 MSL B 70 MSL TO",31,20,0,"N",31.33333333,81,27,0,"W",-81.45,"SSI",3,17
"2026/01/22","IR","018","ZJX",80,"H","I","(1) 50 MSL B 70 MSL TO",31,11,0,"N",31.18333333,81,7,0,"W",-81.11666666,"SSI",69,19
"2026/01/22","IR","018","ZJX",90,"I","","(1) 50 MSL B 70 MSL TO",30,10,0,"N",30.16666666,81,5,0,"W",-81.08333333,"CRG",118,24
"2026/01/22","IR","019","ZJX",10,"A","B","(1) AS ASSIGNED TO",30,13,0,"N",30.21666666,82,26,0,"W",-82.43333333,"TAY",163,18
"2026/01/22","IR","019","ZJX",20,"B","C","(1) 40 MSL B 70 MSL TO",30,27,0,"N",30.45,83,33,0,"W",-83.55,"GEF",116,14
"2026/01/22","IR","019","ZJX",30,"C","D","(1) 40 MSL B 70 MSL TO",31,7,0,"N",31.11666666,83,29,0,"W",-83.48333333,"GEF",24,37
"2026/01/22","IR","019","ZJX",40,"D","E","(1) 40 MSL B 70 MSL TO",31,51,0,"N",31.85,83,55,0,"W",-83.91666666,"PZD",61,23
"2026/01/22","IR","019","ZJX",50,"E","F","(1) 40 MSL B 70 MSL TO",31,46,0,"N",31.76666666,84,26,0,"W",-84.43333333,"PZD",315,10
"2026/01/22","IR","019","ZJX",60,"F","G","(1) 40 MSL B 70 MSL TO",31,37,0,"N",31.61666666,85,4,0,"W",-85.06666666,"RRS",41,27
"2026/01/22","IR","019","ZJX",70,"G","H","(1) 40 MSL B 70 MSL TO",31,17,4.52,"N",31.28458888,85,25,52.35,"W",-85.43120833,"RRS",357,0
"2026/01/22","IR","019","ZJX",80,"H","I","(1) 40 MSL B 70 MSL TO",30,54,0,"N",30.9,84,36,0,"W",-84.6,"SZW",328,24
"2026/01/22","IR","019","ZJX",90,"I","J","(1) 40 MSL B 70 MSL TO",30,4,0,"N",30.06666666,84,10,0,"W",-84.16666666,"SZW",158,31
"2026/01/22","IR","019","ZJX",100,"J","K","(1) 40 MSL B 70 MSL TO",29,35,0,"N",29.58333333,82,56,0,"W",-82.93333333,"CTY",101,6
"2026/01/22","IR","019","ZJX",110,"K","","(1) 40 MSL B 70 MSL TO",29,55,0,"N",29.91666666,82,12,0,"W",-82.2,"GNV",20,14
"2026/01/22","IR","020","ZJX ZMA",10,"A","B","(1) AS ASSIGNED TO",27,45,0,"N",27.75,82,45,0,"W",-82.75,"PIE",205,10
"2026/01/22","IR","020","ZJX ZMA",20,"B","C","(1) 60 MSL B 80 MSL TO",27,27,0,"N",27.45,82,46,0,"W",-82.76666666,"PIE",194,28
"2026/01/22","IR","020","ZJX ZMA",30,"C","D","(1) 60 MSL B 80 MSL TO",26,47,0,"N",26.78333333,82,10,0,"W",-82.16666666,"RSW",308,26
"2026/01/22","IR","020","ZJX ZMA",40,"D","E","(1) 60 MSL B 80 MSL TO",26,45,0,"N",26.75,80,44,0,"W",-80.73333333,"PBI",280,35
"2026/01/22","IR","020","ZJX ZMA",50,"E","F","(1) 60 MSL B 80 MSL TO",27,39,0,"N",27.65,80,22,0,"W",-80.36666666,"",,
"2026/01/22","IR","020","ZJX ZMA",60,"F","G","(1) 60 MSL B 80 MSL TO",28,21,0,"N",28.35,80,45,0,"W",-80.75,"ORL",110,33
"2026/01/22","IR","020","ZJX ZMA",70,"G","H","(1) 60 MSL B 80 MSL TO",28,50,54,"N",28.84833333,80,56,6,"W",-80.935,"OMN",161,29
"2026/01/22","IR","020","ZJX ZMA",80,"H","I","(1) 60 MSL B 80 MSL TO",29,12,0,"N",29.2,81,1,0,"W",-81.01666666,"OMN",141,8
"2026/01/22","IR","020","ZJX ZMA",90,"I","H1","(1) 60 MSL B 80 MSL TO (2) ALTERNATE EXIT:",29,59,0,"N",29.98333333,81,37,0,"W",-81.61666666,"OMN",327,48
"2026/01/22","IR","020","ZJX ZMA",100,"AA","AB","(1) 60 MSL B 80 MSL TO",29,17,0,"N",29.28333333,81,24,0,"W",-81.4,"OMN",266,15
"2026/01/22","IR","020","ZJX ZMA",110,"AB","","(1) 60 MSL B 80 MSL TO",29,10,0,"N",29.16666666,81,35,0,"W",-81.58333333,"OMN",252,26
"2026/01/22","IR","020","ZJX ZMA",120,"H1","AA","(1) 60 MSL B 80 MSL TO",29,12,0,"N",29.2,81,1,0,"W",-81.01666666,"OMN",141,8
"2026/01/22","IR","021","ZJX ZTL",10,"A","B","(1) AS ASSIGNED TO (2) 90 MSL-100MSL",30,43,26.4,"N",30.724,87,1,5.4,"W",-87.01816666,"NSE",267,0
"2026/01/22","IR","021","ZJX ZTL",20,"B","C","(1) AS ASSIGNED TO (2) 50 MSL-110MSL",31,1,0,"N",31.01666666,86,20,0,"W",-86.33333333,"CEW",54,21
"2026/01/22","IR","021","ZJX ZTL",30,"C","D","(1) AS ASSIGNED TO (2) 50 MSL-110MSL",30,58,0,"N",30.96666666,85,32,0,"W",-85.53333333,"RRS",193,20
"2026/01/22","IR","021","ZJX ZTL",40,"D","E","(1) AS ASSIGNED TO (2) 50 MSL-110MSL",30,26,0,"N",30.43333333,85,2,0,"W",-85.03333333,"MAI",167,22
"2026/01/22","IR","021","ZJX ZTL",50,"E","F","(1) AS ASSIGNED TO (2) 50 MSL-110MSL",29,58,0,"N",29.96666666,84,23,0,"W",-84.38333333,"SZW",179,35
"2026/01/22","IR","021","ZJX ZTL",60,"F","G","(1) AS ASSIGNED TO (2) 70 MSL-100MSL",30,40,0,"N",30.66666666,84,54,0,"W",-84.9,"MAI",122,14
"2026/01/22","IR","021","ZJX ZTL",70,"G","H","(1) AS ASSIGNED TO (2) 70 MSL-100MSL",31,52,0,"N",31.86666666,85,10,0,"W",-85.16666666,"EUF",198,5
"2026/01/22","IR","021","ZJX ZTL",80,"H","I","(1) AS ASSIGNED TO (2) 70 MSL-100MSL",32,41,0,"N",32.68333333,85,55,0,"W",-85.91666666,"MXF",53,29
"2026/01/22","IR","021","ZJX ZTL",90,"I","J","(1) AS ASSIGNED TO (2) 70 MSL-100MSL",32,40,0,"N",32.66666666,86,20,0,"W",-86.33333333,"MXF",8,17
"2026/01/22","IR","021","ZJX ZTL",100,"J","K","(1) AS ASSIGNED TO (2) 70 MSL-100MSL",32,18,0,"N",32.3,86,24,0,"W",-86.4,"MGM",316,6
"2026/01/22","IR","021","ZJX ZTL",110,"K","L","(1) AS ASSIGNED TO (2) 70 MSL-100MSL",31,43,0,"N",31.71666666,86,16,0,"W",-86.26666666,"MGM",172,30
"2026/01/22","IR","021","ZJX ZTL",120,"L","","(1) AS ASSIGNED TO",31,24,0,"N",31.4,86,29,0,"W",-86.48333333,"CEW",13,36
"2026/01/22","IR","022","ZDC ZTL",10,"A","B","(1) AS ASSIGNED TO (2) 90 MSL-100 MSL",35,12,55.8,"N",35.2155,79,35,16.8,"W",-79.588,"SDZ",320,0
"2026/01/22","IR","022","ZDC ZTL",20,"B","C","(1) AS ASSIGNED TO",35,14,0,"N",35.23333333,80,7,0,"W",-80.11666666,"SDZ",276,26
"2026/01/22","IR","022","ZDC ZTL",30,"C","D","(1) 90 MSL B 100 MSL TO",35,46,0,"N",35.76666666,81,5,0,"W",-81.08333333,"HMV",132,65
"2026/01/22","IR","022","ZDC ZTL",40,"D","E","(1) AS ASSIGNED TO (2) 90 MSL-100 MSL",36,8,0,"N",36.13333333,81,13,0,"W",-81.21666666,"HMV",116,48
"2026/01/22","IR","022","ZDC ZTL",50,"E","F","(1) AS ASSIGNED TO (2) 90 MSL-100 MSL",36,20,0,"N",36.33333333,82,8,0,"W",-82.13333333,"HMV",186,6
"2026/01/22","IR","022","ZDC ZTL",60,"F","G","(1) AS ASSIGNED TO",36,6,0,"N",36.1,82,48,0,"W",-82.8,"SOT",37,22
"2026/01/22","IR","022","ZDC ZTL",70,"G","H","(1) 100 MSL TO",35,15,0,"N",35.25,82,43,0,"W",-82.71666666,"SPA",291,41
"2026/01/22","IR","022","ZDC ZTL",80,"H","I","(1) 100 MSL TO",34,48,0,"N",34.8,82,54,0,"W",-82.9,"ELW",346,24
"2026/01/22","IR","022","ZDC ZTL",90,"I","J","(1) 100 MSL TO",34,41,0,"N",34.68333333,83,20,0,"W",-83.33333333,"ODF",247,2
"2026/01/22","IR","022","ZDC ZTL",100,"J","","(1) 100 MSL TO",34,21,0,"N",34.35,82,49,0,"W",-82.81666666,"ELW",201,4
"2026/01/22","IR","023","ZJX",10,"A","B","(1) AS ASSIGNED TO",32,26,0,"N",32.43333333,81,57,0,"W",-81.95,"SAV",300,42
"2026/01/22","IR","023","ZJX",20,"B","C","(1) 01 AGL B 30 MSL TO",32,5,0,"N",32.08333333,82,3,0,"W",-82.05,"SAV",271,44
"2026/01/22","IR","023","ZJX",30,"C","D","(1) 01 AGL B 30 MSL TO",31,51,0,"N",31.85,82,6,0,"W",-82.1,"AMG",48,28
"2026/01/22","IR","023","ZJX",40,"D","E","(1) 01 AGL B 30 MSL TO",31,12,0,"N",31.2,82,0,0,"W",-82,"AYS",98,29
"2026/01/22","IR","023","ZJX",50,"E","F","(1) 01 AGL B 40 MSL TO",30,19,0,"N",30.31666666,82,34,0,"W",-82.56666666,"TAY",187,11
"2026/01/22","IR","023","ZJX",60,"F","G","(1) 40 MSL TO",30,13,0,"N",30.21666666,82,38,0,"W",-82.63333333,"TAY",197,18
"2026/01/22","IR","023","ZJX",70,"G","H","(1) 40 MSL TO",29,41,0,"N",29.68333333,82,16,0,"W",-82.26666666,"GNV",152,1
"2026/01/22","IR","023","ZJX",80,"H","","(1) 40 MSL TO",29,7,0,"N",29.11666666,81,43,0,"W",-81.71666666,"OCF",98,27
"2026/01/22","IR","030","ZHU ZJX ZTL",10,"A","A1","(1) 40 MSL B 60 MSL TO",30,18,18,"N",30.305,86,16,36,"W",-86.27666666,"CEW",143,38
"2026/01/22","IR","030","ZHU ZJX ZTL",20,"B","C","(1) 05 AGL B 60 MSL TO",30,43,30,"N",30.725,86,20,0,"W",-86.33333333,"CEW",106,19
"2026/01/22","IR","030","ZHU ZJX ZTL",30,"C","D","(1) 05 AGL B 40 MSL TO",30,53,0,"N",30.88333333,86,24,12,"W",-86.40333333,"CEW",73,15
"2026/01/22","IR","030","ZHU ZJX ZTL",40,"D","E","(1) 05 AGL B 40 MSL TO",31,6,0,"N",31.1,86,33,0,"W",-86.55,"CEW",19,18
"2026/01/22","IR","030","ZHU ZJX ZTL",50,"E","F","(1) 05 AGL B 40 MSL TO",31,10,0,"N",31.16666666,86,35,42,"W",-86.595,"CEW",9,21
"2026/01/22","IR","030","ZHU ZJX ZTL",60,"F","G","(1) 05 AGL B 40 MSL TO",31,25,0,"N",31.41666666,86,44,0,"W",-86.73333333,"MVC",91,32
"2026/01/22","IR","030","ZHU ZJX ZTL",70,"G","H","(1) 05 AGL B 40 MSL TO",31,56,0,"N",31.93333333,87,5,0,"W",-87.08333333,"MVC",22,31
"2026/01/22","IR","030","ZHU ZJX ZTL",80,"H","I","(1) 05 AGL B 40 MSL TO",31,37,0,"N",31.61666666,87,40,0,"W",-87.66666666,"MVC",296,19
"2026/01/22","IR","030","ZHU ZJX ZTL",90,"I","J","(1) 05 AGL B 40 MSL TO",31,19,13.2,"N",31.32033333,87,51,30,"W",-87.85833333,"MVC",248,27
"2026/01/22","IR","030","ZHU ZJX ZTL",100,"J","K","(1) 05 AGL B 40 MSL TO",31,16,48,"N",31.28,87,51,42,"W",-87.86166666,"MVC",244,28
"2026/01/22","IR","030","ZHU ZJX ZTL",110,"K","L","(1) 05 AGL B 40 MSL TO",31,11,18,"N",31.18833333,87,34,48,"W",-87.58,"MVC",212,20
"2026/01/22","IR","030","ZHU ZJX ZTL",120,"L","M","(1) 05 AGL B 40 MSL TO",31,13,0,"N",31.21666666,87,4,0,"W",-87.06666666,"MVC",131,21
"2026/01/22","IR","030","ZHU ZJX ZTL",130,"M","N","(1) 05 AGL B 40 MSL TO",31,7,0,"N",31.11666666,86,36,0,"W",-86.6,"CEW",10,18
"2026/01/22","IR","030","ZHU ZJX ZTL",140,"N","O","(1) 05 AGL B 40 MSL TO",31,6,0,"N",31.1,86,33,0,"W",-86.55,"CEW",19,18
"2026/01/22","IR","030","ZHU ZJX ZTL",150,"O","P","(1) 05 AGL B 40 MSL TO",30,53,0,"N",30.88333333,86,24,12,"W",-86.40333333,"CEW",73,15
"2026/01/22","IR","030","ZHU ZJX ZTL",160,"P","","(1) 05 AGL B 40 MSL TO",30,43,30,"N",30.725,86,20,0,"W",-86.33333333,"CEW",106,19
"2026/01/22","IR","030","ZHU ZJX ZTL",170,"A1","A2","(1) 40 MSL B 60 MSL TO",30,27,42,"N",30.46166666,86,17,48,"W",-86.29666666,"CEW",135,29
"2026/01/22","IR","030","ZHU ZJX ZTL",180,"A2","B","(1) 40 MSL B 60 MSL TO",30,36,54,"N",30.615,86,19,6,"W",-86.31833333,"CEW",121,23
"2026/01/22","IR","031","ZHU ZJX ZTL",10,"A","A1","(1) 40 MSL B 60 MSL TO",30,18,18,"N",30.305,86,16,36,"W",-86.27666666,"CEW",143,38
"2026/01/22","IR","031","ZHU ZJX ZTL",20,"B","C","(1) 05 AGL B 60 MSL TO",30,43,31.2,"N",30.72533333,86,20,0,"W",-86.33333333,"CEW",106,19
"2026/01/22","IR","031","ZHU ZJX ZTL",30,"C","D","(1) 05 AGL B 40 MSL TO",30,53,1.2,"N",30.88366666,86,24,12,"W",-86.40333333,"CEW",73,15
"2026/01/22","IR","031","ZHU ZJX ZTL",40,"D","E","(1) 05 AGL B 40 MSL TO",31,6,1.2,"N",31.10033333,86,33,0,"W",-86.55,"CEW",19,18
"2026/01/22","IR","031","ZHU ZJX ZTL",50,"E","F","(1) 05 AGL B 40 MSL TO",31,7,1.2,"N",31.117,86,36,0,"W",-86.6,"CEW",10,18
"2026/01/22","IR","031","ZHU ZJX ZTL",60,"F","G","(1) 05 AGL B 40 MSL TO",31,13,1.2,"N",31.217,87,4,0,"W",-87.06666666,"MVC",131,21
"2026/01/22","IR","031","ZHU ZJX ZTL",70,"G","H","(1) 05 AGL B 40 MSL TO",31,11,19.2,"N",31.18866666,87,34,48,"W",-87.58,"MVC",212,20
"2026/01/22","IR","031","ZHU ZJX ZTL",80,"H","I","(1) 05 AGL B 40 MSL TO",31,16,49.2,"N",31.28033333,87,51,42,"W",-87.86166666,"MVC",244,28
"2026/01/22","IR","031","ZHU ZJX ZTL",90,"I","J","(1) 05 AGL B 40 MSL TO",31,19,13.2,"N",31.32033333,87,51,30,"W",-87.85833333,"MVC",248,27
"2026/01/22","IR","031","ZHU ZJX ZTL",100,"J","K","(1) 05 AGL B 40 MSL TO",31,37,1.2,"N",31.617,87,40,0,"W",-87.66666666,"MVC",296,19
"2026/01/22","IR","031","ZHU ZJX ZTL",110,"K","L","(1) 05 AGL B 40 MSL TO",31,56,1.2,"N",31.93366666,87,5,0,"W",-87.08333333,"MVC",22,32
"2026/01/22","IR","031","ZHU ZJX ZTL",120,"L","M","(1) 05 AGL B 40 MSL TO",31,25,1.2,"N",31.417,86,44,0,"W",-86.73333333,"MVC",91,32
"2026/01/22","IR","031","ZHU ZJX ZTL",130,"M","N","(1) 05 AGL B 40 MSL TO",31,10,1.2,"N",31.167,86,35,42,"W",-86.595,"CEW",9,21
"2026/01/22","IR","031","ZHU ZJX ZTL",140,"N","O","(1) 05 AGL B 40 MSL TO",31,6,1.2,"N",31.10033333,86,33,0,"W",-86.55,"CEW",19,18
"2026/01/22","IR","031","ZHU ZJX ZTL",150,"O","P","(1) 05 AGL B 40 MSL TO",30,53,1.2,"N",30.88366666,86,24,12,"W",-86.40333333,"CEW",73,15
"2026/01/22","IR","031","ZHU ZJX ZTL",160,"P","","(1) 05 AGL B 40 MSL TO",30,43,31.2,"N",30.72533333,86,20,0,"W",-86.33333333,"CEW",106,19
"2026/01/22","IR","031","ZHU ZJX ZTL",170,"A1","A2","(1) 40 MSL B 60 MSL TO",30,27,42,"N",30.46166666,86,17,48,"W",-86.29666666,"CEW",135,29
"2026/01/22","IR","031","ZHU ZJX ZTL",180,"A2","B","(1) 40 MSL B 60 MSL TO",30,36,54,"N",30.615,86,19,6,"W",-86.31833333,"CEW",121,23
"2026/01/22","IR","032","ZJX",10,"A","B","(1) 05 AGL B 50 MSL TO",29,30,0,"N",29.5,84,0,0,"W",-84,"CTY",265,50
"2026/01/22","IR","032","ZJX",20,"B","C","(1) 30 MSL B 50 MSL TO",29,51,0,"N",29.85,83,36,0,"W",-83.6,"CTY",300,32
"2026/01/22","IR","032","ZJX",30,"C","D","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,83,25,0,"W",-83.41666666,"CTY",318,28
"2026/01/22","IR","032","ZJX",40,"D","E","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,83,5,0,"W",-83.08333333,"CTY",357,20
"2026/01/22","IR","032","ZJX",50,"E","F","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,82,0,0,"W",-82,"GNV",49,20
"2026/01/22","IR","032","ZJX",60,"F","G","(1) 30 MSL B 60 MSL TO",30,2,0,"N",30.03333333,81,19,0,"W",-81.31666666,"CRG",154,21
"2026/01/22","IR","032","ZJX",70,"G","","(1) 05 AGL B 60 MSL TO",30,5,0,"N",30.08333333,81,0,0,"W",-81,"CRG",123,31
"2026/01/22","IR","033","ZJX",10,"A","B","(1) 05 AGL B 60 MSL TO",30,5,0,"N",30.08333333,81,0,0,"W",-81,"CRG",123,31
"2026/01/22","IR","033","ZJX",20,"B","C","(1) 30 MSL B 60 MSL TO",30,2,0,"N",30.03333333,81,19,0,"W",-81.31666666,"CRG",154,21
"2026/01/22","IR","033","ZJX",30,"C","D","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,82,0,0,"W",-82,"GNV",49,20
"2026/01/22","IR","033","ZJX",40,"D","E","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,83,5,0,"W",-83.08333333,"CTY",357,20
"2026/01/22","IR","033","ZJX",50,"E","F1","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,83,25,0,"W",-83.41666666,"CTY",318,28
"2026/01/22","IR","033","ZJX",60,"G","E*","(1) 05 AGL B 50 MSL TO (2) ALTERNATE EXIT TRACK (3) FROM PT E:",29,30,0,"N",29.5,84,0,0,"W",-84,"CTY",265,50
"2026/01/22","IR","033","ZJX",70,"E*","F2","(1) 30 MSL B 50 MSL TO",29,56,0,"N",29.93333333,83,25,0,"W",-83.41666666,"CTY",318,28
"2026/01/22","IR","033","ZJX",80,"F1","G","(1) 30 MSL B 50 MSL TO",29,51,0,"N",29.85,83,36,0,"W",-83.6,"CTY",300,32
"2026/01/22","IR","033","ZJX",90,"F2","","(1) 30 MSL B 50 MSL TO",30,2,0,"N",30.03333333,83,55,0,"W",-83.91666666,"SZW",141,39
"2026/01/22","IR","034","ZMA",10,"A","B","(1) AS ASSIGNED TO",25,7,0,"N",25.11666666,81,7,0,"W",-81.11666666,"HST",244,46
"2026/01/22","IR","034","ZMA",20,"B","C","(1) 10 AGL B 30 MSL TO",25,24,0,"N",25.4,81,13,0,"W",-81.21666666,"HST",266,46
"2026/01/22","IR","034","ZMA",30,"C","D","(1) 10 AGL B 30 MSL TO",25,46,0,"N",25.76666666,81,21,30,"W",-81.35833333,"HST",291,56
"2026/01/22","IR","034","ZMA",40,"D","E","(1) 10 AGL B 30 MSL TO",25,54,30,"N",25.90833333,81,21,30,"W",-81.35833333,"RSW",151,43
"2026/01/22","IR","034","ZMA",50,"E","F","(1) 01 AGL B 30 MSL TO",26,15,0,"N",26.25,81,21,30,"W",-81.35833333,"RSW",129,28
"2026/01/22","IR","034","ZMA",60,"F","G","(1) 01 AGL B 30 MSL TO",26,21,0,"N",26.35,81,20,0,"W",-81.33333333,"RSW",116,26
