"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_END_ID","ILS_LOC_ID","SYSTEM_TYPE_CODE","COMPONENT_STATUS","COMPONENT_STATUS_DATE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","LAT_LONG_SOURCE_CODE","SITE_ELEVATION","G_S_TYPE_CODE","G_S_ANGLE","G_S_FREQ"
"2026/02/19","03430.","A","FL","PAM","PANAMA CITY","US","32R","PAM","LG","OPERATIONAL IFR","1957/05/01",30,3,51.02,"N",30.06417222,85,33,48.83,"W",-85.56356388,"A",8.7,"GS",2.5,334.4
"2026/02/19","03430.3","A","FL","ECP","PANAMA CITY","US","16","PUK","LD","OPERATIONAL IFR","2010/02/23",30,22,7.5532,"N",30.36876477,85,47,55.4523,"W",-85.79873675,"T",63.9,"GS",3,331.55
"2026/02/19","03435.","A","FL","PNS","PENSACOLA","US","17","PNS","LD","OPERATIONAL IFR","1901/01/01",30,28,49.6988,"N",30.48047188,87,11,19.3334,"W",-87.18870372,"T",115.2,"GS",3,331.7
"2026/02/19","03435.5","A","FL","NPA","PENSACOLA","US","07L","NPA","LD","OPERATIONAL IFR","2017/12/15",30,21,10.3881,"N",30.35288558,87,19,35.1086,"W",-87.32641905,"N",19.7,"GS",3.3,332
"2026/02/19","03455.","A","FL","PGD","PUNTA GORDA","US","04","PGD","LD","OPERATIONAL IFR","2015/10/15",26,54,43.0016,"N",26.91194488,81,59,22.6479,"W",-81.98962441,"T",20.8,"GS",3,333.05
"2026/02/19","03468.","A","FL","SGJ","ST AUGUSTINE","US","31","GUH","LD","OPERATIONAL RESTRICTED","2018/02/06",29,57,28.0957,"N",29.95780436,81,20,5.6129,"W",-81.33489247,"T",4.1,"GS",3,331.7
"2026/02/19","03475.","A","FL","PIE","ST PETERSBURG-CLEARWATER","US","18","PIE","LD","OPERATIONAL IFR","1901/01/01",27,55,15.1024,"N",27.92086177,82,41,20.4464,"W",-82.68901288,"T",3.9,"GS",3,331.4
"2026/02/19","03475.","A","FL","PIE","ST PETERSBURG-CLEARWATER","US","36","CWT","LD","OPERATIONAL IFR","2007/02/06",27,54,8.5334,"N",27.90237038,82,41,16.4299,"W",-82.68789719,"T",8.1,"GS",3,330.5
"2026/02/19","03484.","A","FL","SRQ","SARASOTA/BRADENTON","US","14","FFV","LS","OPERATIONAL IFR","1984/08/02",27,24,1.9723,"N",27.40054786,82,33,35.3979,"W",-82.55983275,"T",20.9,"GS",3,332.3
"2026/02/19","03484.","A","FL","SRQ","SARASOTA/BRADENTON","US","32","SRQ","LS","OPERATIONAL IFR","1975/06/05",27,23,27.9179,"N",27.3910883,82,32,56.4108,"W",-82.549003,"T",22.5,"GS",3,333.2
"2026/02/19","03509.1","A","FL","TLH","TALLAHASSEE","US","27","PLQ","LD","OPERATIONAL IFR","1981/03/15",30,23,25.387,"N",30.39038527,84,20,4.1724,"W",-84.33449233,"T",42.1,"GS",3,331.1
"2026/02/19","03509.1","A","FL","TLH","TALLAHASSEE","US","36","TLH","LD","OPERATIONAL IFR","1901/01/01",30,23,45.4341,"N",30.39595391,84,21,36.5219,"W",-84.36014497,"T",53.4,"GS",3,335
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","01L","AMP","LD","OPERATIONAL IFR","1970/08/10",27,57,58.2332,"N",27.96617588,82,32,36.5909,"W",-82.54349747,"T",7.4,"GS",3,329.3
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","19L","TPA","LD","OPERATIONAL IFR","1901/01/01",27,59,3.1556,"N",27.98420988,82,31,37.4438,"W",-82.52706772,"T",23.7,"GS",3,335
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","19R","JRT","LD","OPERATIONAL IFR","1982/05/27",27,59,26.4587,"N",27.99068297,82,32,33.5972,"W",-82.54266588,"T",17.2,"GS",3,329.9
"2026/02/19","03513.1","A","FL","VDF","TAMPA","US","23","VDF","LD","OPERATIONAL IFR","2008/06/26",28,1,10.35,"N",28.01954166,82,20,27.4,"W",-82.34094444,"T",17.8,"GS",3.1,332.15
"2026/02/19","03514.","A","FL","MCF","TAMPA","US","05","MCF","LG","OPERATIONAL IFR","1973/12/14",27,50,26.21,"N",27.84061388,82,31,53.87,"W",-82.53163055,"K",5.1,"GS",3,332.6
"2026/02/19","03514.","A","FL","MCF","TAMPA","US","23","GBZ","LG","OPERATIONAL IFR","1980/03/31",27,51,35.74,"N",27.85992777,82,30,47.16,"W",-82.5131,"K",10.6,"GS",3,333.5
"2026/02/19","03532.","A","FL","TIX","TITUSVILLE","US","36","TIX","LS","OPERATIONAL IFR","1975/10/23",28,30,26.9956,"N",28.50749877,80,47,51.42,"W",-80.79761666,"Z",31.6,"GS",3,330.5
"2026/02/19","03534.","A","FL","VPS","VALPARAISO/DESTIN-FT WALTON BEACH","US","20","CAH","LD","OPERATIONAL IFR","1901/01/01",30,29,48.6509,"N",30.49684747,86,30,47.584,"W",-86.51321777,"F",62.7,"GS",2.5,331.4
"2026/02/19","03534.","A","FL","VPS","VALPARAISO/DESTIN-FT WALTON BEACH","US","30","VPS","LD","OPERATIONAL IFR","1962/04/17",30,28,30.96,"N",30.47526666,86,31,17.78,"W",-86.52160555,"A",55,"GS",2.5,331.4
"2026/02/19","03535.03","A","FL","EGI","CRESTVIEW","US","18","EGI","LG","OPERATIONAL IFR","2003/09/15",30,39,28.24,"N",30.65784444,86,31,16.18,"W",-86.52116111,"A",181.5,"GS",3,333.5
"2026/02/19","03554.2","A","FL","F45","WEST PALM BEACH","US","09R","GHO","LD","OPERATIONAL IFR","1997/11/06",26,50,30.7944,"N",26.84188733,80,13,27.3852,"W",-80.22427366,"T",19.6,"GS",3,330.05
"2026/02/19","03555.","A","FL","PBI","WEST PALM BEACH","US","10L","PBI","LD","OPERATIONAL IFR","1901/01/01",26,40,55.9795,"N",26.68221652,80,6,6.0748,"W",-80.10168744,"T",14.5,"GS",3,331.1
"2026/02/19","03555.","A","FL","PBI","WEST PALM BEACH","US","28R","PWB","LG","OPERATIONAL IFR","1997/11/06",26,40,53.0853,"N",26.68141258,80,5,1.7298,"W",-80.08381383,"T",13.5,"GS",3,331.1
"2026/02/19","03616.","A","GA","ABY","ALBANY","US","05","ABY","LD","OPERATIONAL IFR","1972/04/04",31,31,58.3108,"N",31.53286411,84,11,54.3963,"W",-84.19844341,"T",193.5,"GS",3,329.9
"2026/02/19","03623.","A","GA","ACJ","AMERICUS","US","23","ACJ","LG","OPERATIONAL IFR","2003/11/03",32,6,52.1027,"N",32.11447297,84,11,6.066,"W",-84.18501833,"K",460.6,"GS",3,329.6
"2026/02/19","03637.","A","GA","AHN","ATHENS","US","27","AHN","LG","OPERATIONAL IFR","1996/04/25",33,56,54.6,"N",33.9485,83,19,16.56,"W",-83.32126666,"T",800.1,"GS",3,330.65
"2026/02/19","03639.","A","GA","FTY","ATLANTA","US","08","FTY","LS","OPERATIONAL IFR","1984/05/10",33,46,47.754,"N",33.77993166,84,31,35.5041,"W",-84.52652891,"T",800.4,"GS",3,331.4
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","08L","HFW","LD","OPERATIONAL IFR","1984/12/06",33,39,2.288,"N",33.65063555,84,26,6.3042,"W",-84.4350845,"T",1001.7,"GS",3,332
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","08R","ATL","LD","OPERATIONAL IFR","1979/06/15",33,38,52.4042,"N",33.64789005,84,26,3.334,"W",-84.43425944,"T",1005,"GS",3,333.8
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","09L","HZK","LD","OPERATIONAL IFR","1978/09/07",33,38,2.42,"N",33.63400555,84,26,39.67,"W",-84.44435277,"K",1014.6,"GS",3,329.6
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","09R","FUN","LD","OPERATIONAL IFR","1973/07/18",33,37,58.482,"N",33.63291166,84,26,39.0507,"W",-84.44418075,"T",1019.1,"GS",3,329.3
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","10","OMO","LD","OPERATIONAL IFR","2006/03/01",33,37,8.9408,"N",33.61915022,84,26,38.7669,"W",-84.44410191,"T",986.8,"GD",3,332.75
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","26L","BRU","LD","OPERATIONAL IFR","1983/10/27",33,38,52.4111,"N",33.64789197,84,24,32.8404,"W",-84.40912233,"T",993.7,"GS",3,330.5
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","26R","GXZ","LD","OPERATIONAL IFR","1984/12/06",33,39,2.3139,"N",33.65064275,84,24,47.6304,"W",-84.41323066,"T",983.8,"GS",3,334.4
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","27L","FSQ","LD","OPERATIONAL IFR","2018/02/06",33,37,58.5048,"N",33.632918,84,25,18.9643,"W",-84.42193452,"T",986.7,"GS",3,329.9
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","27R","AFA","LS","OPERATIONAL IFR","1982/07/08",33,38,7.45,"N",33.63540277,84,24,44.13,"W",-84.41225833,"T",977.7,"GS",3,332.3
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","28","PKU","LD","OPERATIONAL IFR","2006/03/01",33,37,17.0569,"N",33.62140469,84,25,18.9449,"W",-84.42192913,"T",989.2,"GD",3,333.35
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","31","FFC","LD","OPERATIONAL IFR","2009/02/03",33,21,15.2165,"N",33.3542268,84,34,7.7773,"W",-84.56882702,"T",791.6,"GS",3,330.95
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","27","RYY","LD","OPERATIONAL IFR","2018/02/07",34,0,45.2235,"N",34.01256208,84,35,22.907,"W",-84.58969638,"T",993.7,"GS",3,331.1
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","21L","PDK","LD","OPERATIONAL RESTRICTED","2001/02/16",33,52,43.5682,"N",33.87876894,84,17,56.3609,"W",-84.29898913,"T",983.7,"GS",3,331.7
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","17","MZX","LS","OPERATIONAL IFR","1975/05/29",33,22,47.07,"N",33.37974166,81,58,7.23,"W",-81.968675,"T",139,"GS",3,333.35
"2026/02/19","03650.","A","GA","AGS","AUGUSTA","US","35","AGS","LS","OPERATIONAL IFR","1901/01/01",33,21,49.7932,"N",33.36383144,81,57,53.5839,"W",-81.96488441,"T",132.2,"GS",3,329.6
"2026/02/19","03653.","A","GA","BGE","BAINBRIDGE","US","27","BGE","LG","OPERATIONAL IFR","2010/06/15",30,58,19.163,"N",30.97198972,84,37,41.286,"W",-84.628135,"F",126.7,"GS",3,332.15
"2026/02/19","03683.","A","GA","BQK","BRUNSWICK","US","07","BQK","LS","OPERATIONAL IFR","1977/09/08",31,15,23.9618,"N",31.25665605,81,28,31.5542,"W",-81.47543172,"T",17.8,"GS",3,329.9
"2026/02/19","03705.2","A","GA","CTJ","CARROLLTON","US","35","CTJ","LG","OPERATIONAL IFR","2004/10/12",33,37,35.1137,"N",33.62642047,85,9,5.5014,"W",-85.15152816,"T",1114.2,"GS",3,333.5
"2026/02/19","03728.","A","GA","CSG","COLUMBUS","US","06","CSG","LS","OPERATIONAL RESTRICTED","2001/02/16",32,30,50.4273,"N",32.51400758,84,56,37.5102,"W",-84.94375283,"T",382,"GS",2.61,335
"2026/02/19","03750.01","A","GA","PUJ","ATLANTA","US","31","PUJ","LD","OPERATIONAL RESTRICTED","2018/02/07",33,54,30.25,"N",33.90840277,84,56,12.44,"W",-84.93678888,"O",1271,"GS",3,331.25
"2026/02/19","03752.","A","GA","DNN","DALTON","US","14","DNN","LS","OPERATIONAL IFR","2005/10/25",34,43,37.1212,"N",34.72697811,84,52,23.9049,"W",-84.87330691,"T",703.7,"GS",3,330.8
"2026/02/19","03760.","A","GA","DQH","DOUGLAS","US","04","DQH","LG","OPERATIONAL IFR","2003/09/15",31,28,21.6634,"N",31.47268427,82,51,54.7622,"W",-82.86521172,"T",245,"GS",3,330.5
"2026/02/19","03766.","A","GA","DBN","DUBLIN","US","02","DBN","LD","OPERATIONAL IFR","1997/09/11",32,33,34.34,"N",32.55953888,82,59,8.2457,"W",-82.9856238,"T",292.3,"GS",3,331.4
"2026/02/19","03772.2","A","GA","EZM","EASTMAN","US","02","HUV","LG","OPERATIONAL IFR","2005/06/06",32,12,37.5834,"N",32.21043983,83,7,53.7612,"W",-83.13160033,"T",288.8,"GS",3,332.45
"2026/02/19","03799.8","A","GA","LSF","FORT BENNING (COLUMBUS)","US","33","LSF","LS","OPERATIONAL IFR","1901/01/01",32,19,25.87,"N",32.32385277,84,58,55.65,"W",-84.982125,"R",221.3,"GS",3,330.2
"2026/02/19","03805.","A","GA","GVL","GAINESVILLE","US","05","GVL","LD","OPERATIONAL RESTRICTED","2018/02/07",34,16,9.026,"N",34.26917388,83,50,10.5833,"W",-83.83627313,"T",1272.8,"GS",3,329.45
"2026/02/19","03862.","A","GA","LGC","LAGRANGE","US","31","GNK","LS","OPERATIONAL RESTRICTED","1988/06/30",33,0,12.7273,"N",33.00353536,85,4,0.2184,"W",-85.06672733,"T",676.8,"GS",3,330.8
"2026/02/19","03869.2","A","GA","LZU","LAWRENCEVILLE","US","25","TXP","LS","OPERATIONAL RESTRICTED","2001/02/20",33,58,51.6415,"N",33.98101152,83,57,23.1014,"W",-83.95641705,"F",1028.6,"GS",3,333.65
"2026/02/19","03902.","A","GA","MCN","MACON","US","05","MCN","LS","OPERATIONAL IFR","1982/01/04",32,41,12.92,"N",32.68692222,83,39,26.77,"W",-83.65743611,"F",335,"GS",3,332.6
"2026/02/19","03910.","A","GA","MGE","MARIETTA","US","11","DJR","LG","OPERATIONAL IFR","2003/09/22",33,55,8.4853,"N",33.91902369,84,31,37.4009,"W",-84.5270558,"A",1046.5,"GS",3,333.2
"2026/02/19","03910.","A","GA","MGE","MARIETTA","US","29","VRW","LG","OPERATIONAL RESTRICTED","2018/02/07",33,54,46.1,"N",33.91280555,84,30,12.81,"W",-84.50355833,"A",994.8,"GS",3,332.15
"2026/02/19","03941.5","A","GA","CCO","ATLANTA","US","33","CCO","LG","OPERATIONAL IFR","2015/07/14",33,18,25.6502,"N",33.30712505,84,45,58.0596,"W",-84.76612766,"F",931.8,"GS",3,330.05
"2026/02/19","03956.","A","GA","PXE","PERRY","US","36","PXE","LG","OPERATIONAL RESTRICTED","2021/10/21",32,30,21.444,"N",32.50595666,83,45,58.7542,"W",-83.76632061,"T",408.4,"GS",3,331.25
"2026/02/19","03974.","A","GA","RMG","ROME","US","01","HBQ","LD","OPERATIONAL IFR","1996/06/20",34,20,42.5384,"N",34.34514955,85,9,28.9404,"W",-85.158039,"T",628.3,"GS",3,331.55
"2026/02/19","03991.","A","GA","SVN","SAVANNAH","US","28","SVN","LD","OPERATIONAL IFR","2024/08/30",32,0,30.188,"N",32.00838555,81,7,50.834,"W",-81.13078722,"R",27.6,"GS",3,332.6
"2026/02/19","03992.","A","GA","SAV","SAVANNAH","US","01","TPV","LS","OPERATIONAL IFR","2010/02/04",32,7,10.0137,"N",32.11944825,81,12,4.6974,"W",-81.20130483,"T",26.3,"GS",3,331.1
"2026/02/19","03992.","A","GA","SAV","SAVANNAH","US","10","SAV","LD","OPERATIONAL RESTRICTED","1901/01/01",32,7,47.03,"N",32.12973055,81,12,57.26,"W",-81.21590555,"F",14.4,"GS",3,332.15
"2026/02/19","04017.","A","GA","TBR","STATESBORO","US","32","BZQ","LS","OPERATIONAL IFR","2002/07/08",32,28,36.3163,"N",32.47675452,81,43,54.0701,"W",-81.73168613,"T",157.4,"GS",3,332.9
"2026/02/19","04026.","A","GA","SBO","SWAINSBORO","US","14","SBO","LD","OPERATIONAL RESTRICTED","2017/08/21",32,36,48.72,"N",32.61353333,82,22,29.54,"W",-82.37487222,"F",323,"GD",3,331.85
"2026/02/19","04047.","A","GA","OPN","THOMASTON","US","30","OPN","LD","OPERATIONAL IFR","2001/05/17",32,57,14.0169,"N",32.95389358,84,15,33.6426,"W",-84.25934516,"T",791.4,"GS",3,333.05
"2026/02/19","04055.1","A","GA","HQU","THOMSON","US","10","AAQ","LS","OPERATIONAL IFR","1980/01/01",33,31,50.8996,"N",33.53080544,82,31,20.6247,"W",-82.52239575,"T",454,"GS",3,330.05
"2026/02/19","04057.","A","GA","TMA","TIFTON","US","34","TMA","LD","OPERATIONAL IFR","1989/08/24",31,25,22.1382,"N",31.42281616,83,29,9.2271,"W",-83.48589641,"T",341.3,"GS",3,333.2
"2026/02/19","04071.","A","GA","VLD","VALDOSTA","US","36","VLD","LS","OPERATIONAL IFR","1975/12/25",30,46,16.562,"N",30.77126722,83,16,22.9151,"W",-83.27303197,"T",195.4,"GS",3,330.8
"2026/02/19","04072.","A","GA","VAD","VALDOSTA","US","01R","MDG","LG","OPERATIONAL IFR","2002/06/03",30,57,33.59,"N",30.95933055,83,11,21.96,"W",-83.18943333,"A",202.4,"GS",3,333.8
"2026/02/19","04072.","A","GA","VAD","VALDOSTA","US","19L","VAD","LS","OPERATIONAL IFR","2013/09/19",30,58,45.01,"N",30.97916944,83,11,21.26,"W",-83.18923888,"A",225.1,"GS",3,332
"2026/02/19","04074.","A","GA","VDI","VIDALIA","US","25","VDI","LS","OPERATIONAL IFR","2005/12/30",32,11,35.8658,"N",32.19329605,82,21,50.9182,"W",-82.36414394,"T",265.8,"GS",3,335
"2026/02/19","04088.","A","GA","WRB","WARNER ROBINS","US","15","RJM","LS","OPERATIONAL IFR","1981/07/21",32,38,59.54,"N",32.64987222,83,36,7.91,"W",-83.60219722,"K",284.9,"GS",2.7,333.5
"2026/02/19","04088.","A","GA","WRB","WARNER ROBINS","US","33","WRB","LS","OPERATIONAL IFR","1971/05/26",32,37,51.04,"N",32.63084444,83,34,54.91,"W",-83.58191944,"A",262.9,"GS",2.52,334.4
"2026/02/19","04095.","A","GA","AYS","WAYCROSS","US","19","AYS","LS","OPERATIONAL IFR","1994/08/18",31,15,11.1238,"N",31.25308994,82,23,49.7278,"W",-82.39714661,"F",138.2,"GS",3,334.1
"2026/02/19","04109.","A","GA","WDR","WINDER","US","31","IDR","LD","OPERATIONAL IFR","2010/06/15",33,58,55.8713,"N",33.98218647,83,39,44.8615,"W",-83.66246152,"T",911.8,"GD",3,332.9
"2026/02/19","04149.","A","ID","BOI","BOISE","US","10R","BOI","LD","OPERATIONAL IFR","1975/07/10",43,34,4.8884,"N",43.56802455,116,14,23.4023,"W",-116.23983397,"T",2824,"GS",3,331.7
"2026/02/19","04149.","A","ID","BOI","BOISE","US","28R","AAD","LD","OPERATIONAL RESTRICTED","2018/02/06",43,33,32.6172,"N",43.55906033,116,12,26.1438,"W",-116.20726216,"T",2861,"GS",3,334.25
"2026/02/19","04177.","A","ID","COE","COEUR D'ALENE","US","06","COE","LS","OPERATIONAL IFR","1981/10/23",47,46,18.6219,"N",47.77183941,116,50,0.1107,"W",-116.83336408,"T",2276.5,"GS",3,330.2
"2026/02/19","04209.","A","ID","IDA","IDAHO FALLS","US","21","IDA","LD","OPERATIONAL IFR","1973/03/29",43,31,13.9272,"N",43.52053533,112,4,2.2543,"W",-112.06729286,"T",4733.5,"GS",3,331.7
"2026/02/19","04234.","A","ID","LWS","LEWISTON","US","26","LWS","LS","OPERATIONAL IFR","1973/06/28",46,22,14.6293,"N",46.37073036,117,0,20.7647,"W",-117.00576797,"T",1435,"GS",3,333.2
"2026/02/19","04268.","A","ID","MUO","MOUNTAIN HOME","US","12","MUO","LS","OPERATIONAL IFR","1901/01/01",43,3,12.61,"N",43.05350277,115,53,18.97,"W",-115.88860277,"A",2983.6,"GS",2.5,335
"2026/02/19","04268.","A","ID","MUO","MOUNTAIN HOME","US","30","BRN","LS","OPERATIONAL IFR","1979/06/06",43,1,54.17,"N",43.03171388,115,51,32.08,"W",-115.85891111,"K",2993.8,"GS",2.5,333.5
"2026/02/19","04288.","A","ID","PIH","POCATELLO","US","21","PIH","LD","OPERATIONAL IFR","2020/04/24",42,54,59.8623,"N",42.91662841,112,34,42.558,"W",-112.57848833,"T",4450.1,"GS",3,335
"2026/02/19","04344.1","A","ID","TWF","TWIN FALLS","US","26","TWF","LS","OPERATIONAL IFR","1973/06/28",42,28,47.355,"N",42.47982083,114,28,29.4163,"W",-114.47483786,"T",4151.6,"GS",3,334.1
"2026/02/19","04372.","A","IL","ALN","ALTON/ST LOUIS","US","29","ALN","LD","OPERATIONAL IFR","1971/02/25",38,53,18.0969,"N",38.88836025,90,1,53.3394,"W",-90.03148316,"T",524,"GS",3,329.9
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","14L","BTC","LD","OPERATIONAL IFR","1998/06/18",38,33,12.0595,"N",38.55334986,89,49,55.1504,"W",-89.83198622,"T",436,"GS",3,331.55
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","14R","OXK","LG","OPERATIONAL IFR","1997/09/11",38,33,1.7342,"N",38.55048172,89,51,29.3339,"W",-89.8581483,"T",450.9,"GS",3,333.8
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","32L","BLV","LS","OPERATIONAL IFR","1901/01/01",38,32,21.7499,"N",38.53937497,89,50,40.2144,"W",-89.844504,"T",436.1,"GS",3,333.8
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","32R","JDU","LS","OPERATIONAL IFR","1997/09/11",38,32,15.3595,"N",38.53759986,89,48,46.7763,"W",-89.81299341,"T",436.1,"GS",3,331.55
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","02","TXN","LD","OPERATIONAL IFR","2007/03/15",40,28,0.6626,"N",40.46685072,88,54,58.977,"W",-88.9163825,"T",856.8,"GD",3,332.75
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","20","LHJ","LD","OPERATIONAL IFR","1997/09/11",40,28,54.5783,"N",40.4818273,88,54,24.4977,"W",-88.90680491,"T",857.6,"GS",3,332.75
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","29","BMI","LD","OPERATIONAL IFR","1974/02/14",40,28,38.7624,"N",40.477434,88,54,50.8939,"W",-88.91413719,"T",866.9,"GS",3,330.65
"2026/02/19","04458.8","A","IL","CPS","CAHOKIA/ST LOUIS","US","30L","CPS","LS","OPERATIONAL IFR","1979/05/17",38,33,50.2258,"N",38.56395161,90,8,54.6827,"W",-90.14852297,"T",405,"GS",3,331.4
"2026/02/19","04477.","A","IL","MDH","CARBONDALE/MURPHYSBORO","US","18L","MDH","LS","OPERATIONAL IFR","1974/12/09",37,47,8.8503,"N",37.78579175,89,14,48.1648,"W",-89.24671244,"T",399.8,"GS",3,330.8
"2026/02/19","04494.","A","IL","CMI","CHAMPAIGN/URBANA","US","32R","CMI","LD","OPERATIONAL IFR","1964/06/10",40,1,58.0366,"N",40.03278794,88,16,8.9829,"W",-88.26916191,"T",742.7,"GS",3,331.4
"2026/02/19","04503.","A","IL","UGN","CHICAGO/WAUKEGAN","US","23","UGN","LS","OPERATIONAL IFR","1986/04/10",42,25,31.7816,"N",42.42549488,87,51,47.3477,"W",-87.86315213,"T",711.2,"GS",3,330.2
"2026/02/19","04506.","A","IL","ARR","CHICAGO/AURORA","US","09","ARR","LS","OPERATIONAL IFR","1984/12/20",41,46,16.6564,"N",41.77129344,88,28,54.0091,"W",-88.48166919,"T",696.8,"GS",3,329.3
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","04R","HKH","LD","OPERATIONAL IFR","1974/12/19",41,46,59.054,"N",41.78307055,87,45,23.623,"W",-87.75656194,"F",612,"GS",3,332.9
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","13L","MDW","LD","OPERATIONAL RESTRICTED","2018/02/05",41,47,17.9345,"N",41.78831513,87,45,30.4506,"W",-87.7584585,"T",607.1,"GS",3,333.8
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","31R","MXT","LD","OPERATIONAL IFR","1983/03/17",41,46,53.4904,"N",41.78152511,87,44,56.1043,"W",-87.74891786,"T",611,"GS",3,333.8
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","04R","FJU","LS","OPERATIONAL IFR","1979/10/03",41,57,16.8552,"N",41.954682,87,53,44.3489,"W",-87.89565247,"T",654.1,"GS",3,334.4
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","09C","OYG","LD","OPERATIONAL IFR","2020/09/04",41,59,21.8824,"N",41.98941177,87,55,38.9074,"W",-87.92747427,"T",667.2,"GS",3,331.1
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","09L","SAJ","LD","OPERATIONAL IFR","2008/10/06",42,0,14.2182,"N",42.0039495,87,55,20.6714,"W",-87.92240872,"T",651.3,"GD",3,333.35
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","09R","JAV","LD","OPERATIONAL IFR","1976/04/22",41,59,6.9604,"N",41.98526677,87,55,38.3789,"W",-87.92732747,"T",661.9,"GS",3,329.6
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10C","SXH","LD","OPERATIONAL IFR","2013/10/17",41,57,52.8465,"N",41.96467958,87,55,39.0226,"W",-87.92750627,"T",663,"GS",3,329.15
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10L","MED","LD","OPERATIONAL IFR","1972/12/09",41,58,4.3877,"N",41.96788547,87,55,38.7659,"W",-87.92743497,"T",665.3,"GS",3,331.7
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10R","BYW","LD","OPERATIONAL IFR","2015/10/15",41,57,21.909,"N",41.95608583,87,55,25.5702,"W",-87.9237695,"T",671.7,"GS",3,330.8
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10X","IZJ","LD","OPERATIONAL IFR","2017/06/22",41,57,22.1087,"N",41.9561413,87,55,25.5572,"W",-87.92376588,"T",671.8,"GS",3,330.05
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","22L","LQQ","LS","OPERATIONAL IFR","1974/06/27",41,58,0.7989,"N",41.96688858,87,52,52.6077,"W",-87.88127991,"T",645.9,"GS",3,334.4
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","22R","RXZ","LS","OPERATIONAL IFR","1975/01/16",41,59,46.5114,"N",41.99625316,87,53,59.027,"W",-87.89972972,"T",645.1,"GS",3,332.3
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","27C","UYJ","LD","OPERATIONAL IFR","2020/09/04",41,59,21.9024,"N",41.98941733,87,53,38.9227,"W",-87.89414519,"T",646.1,"GS",3,331.1
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","27L","IAC","LD","OPERATIONAL IFR","1988/10/15",41,59,6.9811,"N",41.98527252,87,53,38.6699,"W",-87.89407497,"T",647.9,"GS",3,329.6
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","27R","ABU","LD","OPERATIONAL IFR","2008/11/20",42,0,14.2137,"N",42.00394825,87,54,11.7412,"W",-87.90326144,"T",648.4,"GD",3,333.35
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","28C","VZE","LD","OPERATIONAL IFR","2013/10/17",41,57,53.0321,"N",41.96473113,87,53,44.3196,"W",-87.89564433,"T",642.4,"GS",3,329.15
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","28L","VQX","LD","OPERATIONAL IFR","2015/10/15",41,57,22.0258,"N",41.95611827,87,54,14.1801,"W",-87.90393891,"T",654,"GS",3,330.05
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","28R","TSL","LD","OPERATIONAL IFR","1972/11/04",41,58,4.4701,"N",41.96790836,87,53,15.0487,"W",-87.88751352,"T",648.2,"GS",3,331.7
