"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","WIDTH_SEQ_NO","WIDTH_TEXT"
"2026/01/22","IR","167","ZHU",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","169","ZFW ZHU",5,"4 NM LEFT AND 3 NM RIGHT SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","IR","169","ZFW ZHU",10,"13 NM EITHER SIDE OF CENTERLINE FROM E TO H;"
"2026/01/22","IR","169","ZFW ZHU",15,"13 NM EITHER SIDE OF CENTERLINE TAPERING TO 10 NM EITHER SIDE OF"
"2026/01/22","IR","169","ZFW ZHU",20,"CENTERLINE FROM H TO I; 10 NM EITHER SIDE OF CENTERLINE TAPERING"
"2026/01/22","IR","169","ZFW ZHU",25,"TO 5 NM EITHER SIDE OF CENTERLINE FROM I TO J."
"2026/01/22","IR","170","ZHU",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","170","ZHU",10,"5 NM TAPERING TO 3 NM EITHER SIDE OF CENTERLINE FROM B TO D; 3"
"2026/01/22","IR","170","ZHU",15,"NM TAPERING TO 4 NM EITHER SIDE OF CENTERLINE FROM D TO G; 4 NM"
"2026/01/22","IR","170","ZHU",20,"EXPANDING TO 5 NM EITHER SIDE OF CENTERLINE FROM G TO I."
"2026/01/22","IR","171","ZFW ZKC",5,"3 NM EITHER SIDE OF CENTERLINE FROM A TO C ;"
"2026/01/22","IR","171","ZFW ZKC",10,"4 NM EITHER SIDE OF CENTERLINE FROM C TO J ;"
"2026/01/22","IR","171","ZFW ZKC",15,"2 NM EITHER SIDE OF CENTERLINE FROM J TO K ."
"2026/01/22","IR","172","ZAB ZFW ZKC",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO E; 3 NM"
"2026/01/22","IR","172","ZAB ZFW ZKC",10,"EITHER SIDE OF CENTERLINE FROM E TO F; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","172","ZAB ZFW ZKC",15,"FROM F TO I; 2 NM EITHER SIDE OF CENTERLINE FROM J TO K."
"2026/01/22","IR","173","ZAB ZKC",5,"4 NM EITHER SIDE OF CENTERLINE A TO E; 3 NM"
"2026/01/22","IR","173","ZAB ZKC",10,"EITHER SIDE OF CENTERLINE E TO F; 4 NM EITHER SIDE OF CENTERLINE F TO"
"2026/01/22","IR","173","ZAB ZKC",15,"J; 2 NM EITHER SIDE OF CENTERLINE J TO K."
"2026/01/22","IR","174","ZME",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","174","ZME",10,"3 NM EITHER SIDE OF CENTERLINE FROM D TO F; 3 NM RIGHT AND 4 NM"
"2026/01/22","IR","174","ZME",15,"LEFT OF CENTERLINE FROM F TO G; 2 NM RIGHT AND 4 NM LEFT OF"
"2026/01/22","IR","174","ZME",20,"CENTERLINE FROM G TO K; 3 NM EITHER SIDE OF CENTERLINE FROM K TO L;"
"2026/01/22","IR","174","ZME",25,"4 NM RIGHT AND 3 NM LEFT OF CENTERLINE FROM L TO N; 4 NM EITHER"
"2026/01/22","IR","174","ZME",30,"SIDE OF CENTERLINE FROM N TO P; 4 NM RIGHT AND 3 NM LEFT OF"
"2026/01/22","IR","174","ZME",35,"CENTERLINE FROM P TO R; 4 NM EITHER SIDE OF CENTERLINE FROM R TO X;"
"2026/01/22","IR","174","ZME",40,"RE-ENTRY; 4 NM EITHER SIDE OF CENTERLINE FROM U1 TO Y; 3 NM"
"2026/01/22","IR","174","ZME",45,"EITHER SIDE OF CENTERLINE FROM Y TO G1."
"2026/01/22","IR","175","ZKC",5,"4 NM LEFT AND 2 NM RIGHT FROM A TO B; 4"
"2026/01/22","IR","175","ZKC",10,"NM LEFT AND 3 NM RIGHT FROM B TO C; 4 NM EITHER SIDE FROM C TO"
"2026/01/22","IR","175","ZKC",15,"D; 3 NM EITHER SIDE FROM D TO F; 4 NM LEFT AND 3 NM RIGHT FROM F"
"2026/01/22","IR","175","ZKC",20,"TO G1; 2 NM LEFT AND 3 NM RIGHT FROM G1 TO I."
"2026/01/22","IR","177","ZAB ZDV ZKC",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO  E;"
"2026/01/22","IR","177","ZAB ZDV ZKC",10,"3 NM EITHER SIDE OF CENTERLINE FROM E TO F; 4 NM EITHER SIDE OF"
"2026/01/22","IR","177","ZAB ZDV ZKC",15,"CENTERLINE FROM F TO N; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE N"
"2026/01/22","IR","177","ZAB ZDV ZKC",20,"TO O; 3 NM EITHER SIDE OF CENTERLINE FROM O TO P; 6 NM LEFT AND 3"
"2026/01/22","IR","177","ZAB ZDV ZKC",25,"NM RIGHT OF CENTERLINE FROM P TO Q; 6 NM LEFT AND 5 NM RIGHT OF"
"2026/01/22","IR","177","ZAB ZDV ZKC",30,"CENTERLINE FROM Q TO R; 4 NM EITHER SIDE OF CENTERLINE FROM R TO T."
"2026/01/22","IR","177","ZAB ZDV ZKC",35,"RE-ENTRY; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM R1 TO U; 4"
"2026/01/22","IR","177","ZAB ZDV ZKC",40,"NM EITHER SIDE OF CENTERLINE FROM U TO W; 4 NM LEFT AND 2 NM"
"2026/01/22","IR","177","ZAB ZDV ZKC",45,"RIGHT OF CENTERLINE FROM W TO X; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","177","ZAB ZDV ZKC",50,"FROM X TO M1. ALTERNATE ENTRY Z: 4 NM EITHER SIDE OF"
"2026/01/22","IR","177","ZAB ZDV ZKC",55,"CENTERLINE FROM Z TO J1."
"2026/01/22","IR","178","ZAB ZFW",1,"6 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","IR","178","ZAB ZFW",2,"5 NM LEFT AND 9 NM RIGHT OF CENTERLINE FROM F TO I; 8 NM LEFT AND"
"2026/01/22","IR","178","ZAB ZFW",3,"6 NM RIGHT OF CENTERLINE FROM I TO P; 10 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","178","ZAB ZFW",4,"CENTERLINE FROM P TO S; 4 NM LEFT AND 10 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","178","ZAB ZFW",5,"FROM S TO V; 4 NM EITHER SIDE OF CENTERLINE FROM V TO Z; 4 NM LEFT"
"2026/01/22","IR","178","ZAB ZFW",6,"AND 2 NM RIGHT OF CENTERLINE FROM Z TO AB; 3 NM LEFT AND 4 NM"
"2026/01/22","IR","178","ZAB ZFW",7,"RIGHT OF CENTERLINE FROM AB TO AC; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","178","ZAB ZFW",8,"FROM AC TO AL; RE-ENTRY V1: 4 NM EITHER SIDE OF CENTERLINE FROM"
"2026/01/22","IR","178","ZAB ZFW",15,"V1 TO VA; 4 NM LEFT AND 2 NM RIGHT OF CENTERLINE FROM VA TO VB; 4"
"2026/01/22","IR","178","ZAB ZFW",20,"NM EITHER SIDE OF CENTERLINE FROM VB TO R1; ALTERNATE ROUTE O1:"
"2026/01/22","IR","178","ZAB ZFW",25,"4 NM LEFT AND 6 NM RIGHT OF CENTERLINE FROM O1 TO OA; 4 NM"
"2026/01/22","IR","178","ZAB ZFW",30,"EITHER SIDE OF CENTERLINE FROM OA TO AF."
"2026/01/22","IR","180","ZAB ZFW",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO G;"
"2026/01/22","IR","180","ZAB ZFW",10,"3 NM EITHER SIDE OF CENTERLINE FROM G TO H; 3 NM LEFT AND 4 NM"
"2026/01/22","IR","180","ZAB ZFW",15,"RIGHT OF CENTERLINE FROM H TO J; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","180","ZAB ZFW",20,"FROM J TO L; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM L TO O; 3"
"2026/01/22","IR","180","ZAB ZFW",25,"NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM O TO P; 4 NM EITHER"
"2026/01/22","IR","180","ZAB ZFW",30,"SIDE OF CENTERLINE FROM P TO T; 4 NM LEFT AND 5 NM RIGHT OF"
"2026/01/22","IR","180","ZAB ZFW",35,"CENTERLINE FROM T TO V; 4 NM EITHER SIDE OF CENTERLINE FROM V TO"
"2026/01/22","IR","180","ZAB ZFW",40,"AB; 3 NM EITHER SIDE OF CENTERLINE FROM AB TO AC; 2.5 NM LEFT"
"2026/01/22","IR","180","ZAB ZFW",45,"AND 3 NM RIGHT OF CENTERLINE FROM AC TO AE; 4 NM EITHER SIDE OF"
"2026/01/22","IR","180","ZAB ZFW",50,"CENTERLINE FROM AE TO AG. RE-ENTRY; 4 NM EITHER SIDE OF"
"2026/01/22","IR","180","ZAB ZFW",55,"CENTERLINE FROM W1 TO R1. ALTERNATE EXIT RG: 4 NM LEFT AND 5 NM"
"2026/01/22","IR","180","ZAB ZFW",60,"RIGHT OF CENTERLINE FROM RA TO RC; 5 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","180","ZAB ZFW",65,"FROM RC TO RE; 5 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM RE TO"
"2026/01/22","IR","180","ZAB ZFW",70,"RG. R-5104/R-5105 BOUNDARIES FROM RG TO RH; 4 NM EITHER SIDE"
"2026/01/22","IR","180","ZAB ZFW",75,"OF CENTERLINE FROM RH TO RG1."
"2026/01/22","IR","181","ZFW ZKC",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","181","ZFW ZKC",10,"4 NM EITHER SIDE OF CENTERLINE FROM B TO I;"
"2026/01/22","IR","181","ZFW ZKC",15,"3 NM EITHER SIDE OF CENTERLINE FROM I TO K."
"2026/01/22","IR","182","ZAB ZFW ZKC",5,"3 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","182","ZAB ZFW ZKC",10,"4 NM EITHER SIDE OF CENTERLINE FROM C TO F; 3 NM EITHER SIDE OF"
"2026/01/22","IR","182","ZAB ZFW ZKC",15,"CENTERLINE FROM F TO G; 4 NM EITHER SIDE OF CENTERLINE FROM G TO"
"2026/01/22","IR","182","ZAB ZFW ZKC",20,"K."
"2026/01/22","IR","183","ZAB ZKC",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","183","ZAB ZKC",10,"4 NM EITHER SIDE OF CENTERLINE FROM B TO F; 3 NM EITHER SIDE OF"
"2026/01/22","IR","183","ZAB ZKC",15,"CENTERLINE FROM F TO G; 4 NM EITHER SIDE OF CENTERLINE FROM G TO"
"2026/01/22","IR","183","ZAB ZKC",20,"K."
"2026/01/22","IR","185","ZKC",5,"3 NM LEFT AND 2 NM RIGHT OF CENTERLINE FROM A TO C,"
"2026/01/22","IR","185","ZKC",15,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM C TO E,"
"2026/01/22","IR","185","ZKC",25,"3 NM EITHER SIDE OF CENTERLINE FROM E TO G,"
"2026/01/22","IR","185","ZKC",30,"4 NM EITHER SIDE OF CENTERLINE FROM G TO H,"
"2026/01/22","IR","185","ZKC",35,"3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM H TO I,"
"2026/01/22","IR","185","ZKC",40,"2 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM I TO K."
"2026/01/22","IR","192","ZAB ZFW",5,"10 NM LEFT AND 7 NM RIGHT OF CENTERLINE     ."
"2026/01/22","IR","192","ZAB ZFW",10,"FROM A TO B; 8 NM LEFT AND 7 NM RIGHT OF CENTERLINE FROM B TO E; 2"
"2026/01/22","IR","192","ZAB ZFW",15,"NM LEFT AND 8 NM RIGHT OF CENTERLINE FROM E TO G; 4 NM LEFT AND"
"2026/01/22","IR","192","ZAB ZFW",20,"7 NM RIGHT OF CENTERLINE FROM G TO H; 3 NM LEFT AND 7 NM RIGHT OF"
"2026/01/22","IR","192","ZAB ZFW",25," CENTERLINE FROM H TO I; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","192","ZAB ZFW",30,"FROM I TO J; 3 NM EITHER SIDE OF CENTERLINE FROM J TO K; 3 NM LEFT     ."
"2026/01/22","IR","192","ZAB ZFW",35,"AND 4 NM RIGHT OF CENTERLINE FROM K TO L; 8 NM LEFT AND 10 NM"
"2026/01/22","IR","192","ZAB ZFW",40,"RIGHT OF CENTERLINE FROM L TO N; 5 NM LEFT AND 10 NM RIGHT OF"
"2026/01/22","IR","192","ZAB ZFW",45,"CENTERLINE FROM N TO Q; 4 NM LEFT AND 13 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","192","ZAB ZFW",50,"FROM Q TO R; 5 NM LEFT AND 8 NM RIGHT OF CENTERLINE FROM R TO S; 7"
"2026/01/22","IR","192","ZAB ZFW",55,"NM LEFT AND 6 NM RIGHT OF CENTERLINE FROM S TO T; 7 NM LEFT AND"
"2026/01/22","IR","192","ZAB ZFW",60,"13 NM RIGHT OF CENTERLINE FROM T TO U; 10 NM EITHER SIDE OF "
"2026/01/22","IR","192","ZAB ZFW",65,"CENTERLINE FROM U TO V; 10 NM LEFT AND 9 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","192","ZAB ZFW",70,"FROM V TO W. ALTERNATE ENTRY ELK: 2 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","192","ZAB ZFW",75,"FROM A2 TO A."
"2026/01/22","IR","193","",1,"10 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","193","",2,"5 NM EITHER SIDE OF CENTERLINE FROM B TO D;"
"2026/01/22","IR","193","",3,"5 NM RIGHT WIDENING TO 7 NM RIGHT AND 5 NM LEFT OF CENTERLINE FROM D TO E;"
"2026/01/22","IR","193","",4,"7 NM RIGHT NARROWING TO 5 NM RIGHT AND 5 NM LEFT OF CENTERLINE FROM E TO F;"
"2026/01/22","IR","193","",5,"10 NM EITHER SIDE OF CENTERLINE FROM F TO G."
"2026/01/22","IR","194","ZAB ZFW",1,"3 NM LEFT AND 2 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","194","ZAB ZFW",2,"FROM A TO B; 9 NM LEFT AND 6 NM RIGHT OF CENTERLINE FROM B TO D"
"2026/01/22","IR","194","ZAB ZFW",3,"(EXCLUDES AIRSPACE WITHIN R-5103B); 6 NM LEFT AND 7 NM RIGHT OF"
"2026/01/22","IR","194","ZAB ZFW",4,"CENTERLINE FROM D TO E; 8 NM LEFT AND 5 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","194","ZAB ZFW",5,"FROM E TO F; 13 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM F TO G;"
"2026/01/22","IR","194","ZAB ZFW",6,"10 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM G TO J; 10 NM LEFT"
"2026/01/22","IR","194","ZAB ZFW",7,"AND 8 NM RIGHT OF CENTERLINE FROM J TO L; 4 NM LEFT AND 3 NM"
"2026/01/22","IR","194","ZAB ZFW",8,"RIGHT OF CENTERLINE FROM L TO M; 3 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","194","ZAB ZFW",9,"FROM M TO N; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM N TO O;"
"2026/01/22","IR","194","ZAB ZFW",10,"7 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM O TO P; 7 NM LEFT"
"2026/01/22","IR","194","ZAB ZFW",11,"AND 4 NM RIGHT OF CENTERLINE FROM P TO Q; 8 NM LEFT AND 2 NM"
"2026/01/22","IR","194","ZAB ZFW",12,"RIGHT OF CENTERLINE FROM Q TO S; 7 NM LEFT AND 8 NM RIGHT OF"
"2026/01/22","IR","194","ZAB ZFW",13,"CENTERLINE FROM S TO V; 7 NM LEFT AND 10 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","194","ZAB ZFW",14,"FROM V TO W; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM W TO Y;"
"2026/01/22","IR","194","ZAB ZFW",15,"10 NM LEFT AND 9 NM RIGHT OF CENTERLINE FROM Y TO Z; ALTERNATE"
"2026/01/22","IR","194","ZAB ZFW",16,"EXIT ELK: 2 NM EITHER SIDE OF CENTERLINE FROM W TO W2."
"2026/01/22","IR","195","ZAB",10,"STARTING AT N32-35 W105-10 TO N32-13"
"2026/01/22","IR","195","ZAB",20,"W105-15 TO N32-10.5 W105-00 TO N32-35 W105-10 TO N32-44"
"2026/01/22","IR","195","ZAB",35,"W105-23 TO N32-34 W105-30 TO N32-36 W105-38.5 TO N32-44"
"2026/01/22","IR","195","ZAB",40,"W105-59 TO N32-28 W106-00 TO N32-23 W105-42.5 TO N32-06"
"2026/01/22","IR","195","ZAB",50,"W105-41 TO N32-02 W104-41 TO N32-12 W104-41 TO N32-52.2"
"2026/01/22","IR","195","ZAB",60,"W105-04.5 TO N32-49 W105-12 TO N32-57.6 W105-17.3 TO"
"2026/01/22","IR","195","ZAB",70,"N32-54.8 W105-22.7 TO N32-44 W105-23 TO POINT OF BEGINNING."
"2026/01/22","IR","200","ZLA ZLC ZOA",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO R."
"2026/01/22","IR","200","ZLA ZLC ZOA",10,"7 NM LEFT AND 4 NM RIGHT OF CENTERLINE R TO S."
"2026/01/22","IR","200","ZLA ZLC ZOA",15,"7 NM EITHER SIDE OF CENTERLINE FROM S TO T."
"2026/01/22","IR","200","ZLA ZLC ZOA",20,"4 NM EITHER SIDE OF CENTERLINE FROM T TO AF."
"2026/01/22","IR","200","ZLA ZLC ZOA",25,"7 NM LEFT AND 4 NM RIGHT OF CENTERLINE AF TO AG."
"2026/01/22","IR","200","ZLA ZLC ZOA",30,"7 NM LEFT AND 10 NM RIGHT OF CENTERLINE AG TO AI."
"2026/01/22","IR","200","ZLA ZLC ZOA",35,"4 NM EITHER SIDE OF CENTERLINE FROM AI TO AM."
"2026/01/22","IR","203","ZLA ZOA",5,"6 NM EITHER SIDE OF  CENTERLINE."
"2026/01/22","IR","206","ZOA",5,"4 NM EITHER SIDE OF CENTERLINE A TO B;"
"2026/01/22","IR","206","ZOA",10,"3 NM EITHER SIDE OF CENTERLINE B TO G."
"2026/01/22","IR","207","ZOA",5,"2.5 NM EITHER SIDE OF CENTERLINE FROM A TO H;"
"2026/01/22","IR","207","ZOA",10,"5 NM EITHER SIDE OF CENTERLINE FROM H TO P;"
"2026/01/22","IR","207","ZOA",15,"2 NM EITHER SIDE OF CENTERLINE FROM P TO T."
"2026/01/22","IR","211","ZLA",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","IR","211","ZLA",10,"4 NM EITHER SIDE OF CENTERLINE FROM F TO I."
"2026/01/22","IR","212","ZLA",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","IR","212","ZLA",10,"3 NM EITHER SIDE OF CENTERLINE FROM C TO G."
"2026/01/22","IR","213","ZAB ZLA",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","IR","213","ZAB ZLA",10,"2 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM F TO G; 3 NM EITHER"
"2026/01/22","IR","213","ZAB ZLA",15,"SIDE OF CENTERLINE FROM G TO I; 1 NM LEFT AND 3 NM RIGHT OF"
"2026/01/22","IR","213","ZAB ZLA",20,"CENTERLINE FROM I TO J; 2 NM LEFT AND 3 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","213","ZAB ZLA",25,"FROM J TO K."
"2026/01/22","IR","214","ZAB ZLA",5,"4 NM EITHER SIDE OF CENTERLINE A TO C;"
"2026/01/22","IR","214","ZAB ZLA",10,"1 NM LEFT AND 4 NM RIGHT OF CENTERLINE C TO F;"
"2026/01/22","IR","214","ZAB ZLA",15,"1 NM EITHER SIDE OF CENTERLINE F TO G;"
"2026/01/22","IR","214","ZAB ZLA",20,"1 NM LEFT AND 3 NM RIGHT OF CENTERLINE G TO H;"
"2026/01/22","IR","214","ZAB ZLA",25,"2 NM LEFT AND 4 NM RIGHT OF CENTERLINE H TO I."
"2026/01/22","IR","216","ZLA",5,"3 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","217","ZLA",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","218","ZAB ZLA",5,"5 NM EITHER SIDE OF CENTERLINE EXCEPT,"
"2026/01/22","IR","218","ZAB ZLA",10,"2 NM EITHER SIDE OF CENTERLINE BETWEEN PTS. E AND F."
"2026/01/22","IR","234","ZLC",5,"7 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","234","ZLC",10,"10 NM EITHER SIDE OF CENTERLINE FROM B TO D;"
"2026/01/22","IR","234","ZLC",15,"8 NM EITHER SIDE OF CENTERLINE FROM D TO E;"
"2026/01/22","IR","234","ZLC",20,"4 NM EITHER SIDE OF CENTERLINE FROM E TO F."
"2026/01/22","IR","235","ZLC",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","235","ZLC",10,"8 NM EITHER SIDE OF CENTERLINE FROM B TO C; 10 NM EITHER SIDE OF"
"2026/01/22","IR","235","ZLC",15,"CENTERLINE FROM C TO E; 7 NM EITHER SIDE OF CENTERLINE FROM E TO F."
"2026/01/22","IR","237","ZLC",5,"4 NM EITHER SIDE OF CENTERLINE ."
"2026/01/22","IR","238","ZLC",5,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","250","ZAB ZLA",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","252","ZLA",5,"5 NM EITHER SIDE OF CENTERLINE, EXCLUDING RESTRICTED AREA R-2501E."
"2026/01/22","IR","254","ZAB",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","255","ZLA",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","266","ZDV ZLA ZLC",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO H;"
"2026/01/22","IR","266","ZDV ZLA ZLC",10,"2.5 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM H TO J; 4 NM EITHER"
"2026/01/22","IR","266","ZDV ZLA ZLC",15,"SIDE OF CENTERLINE FROM J TO L; 2 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","266","ZDV ZLA ZLC",20,"CENTERLINE FROM L TO M; 3 NM EITHER SIDE OF CENTERLINE FROM M TO"
"2026/01/22","IR","266","ZDV ZLA ZLC",22,"N; 4 NM EITHER SIDE OF CENTERLINE FROM N TO S; 5 NM EITHER SIDE OF"
"2026/01/22","IR","266","ZDV ZLA ZLC",25,"CENTERLINE FROM S TO Y. ALTERNATE ENTRY: B1 4 NM EITHER SIDE OF"
"2026/01/22","IR","266","ZDV ZLA ZLC",30,"CENTERLINE."
"2026/01/22","IR","275","ZLC ZOA",5,"4 NM EITHER SIDE OF CENTERLINE FROM B TO M;"
"2026/01/22","IR","275","ZLC ZOA",10,"9 NM EITHER SIDE OF CENTERLINE FROM M TO N ;"
"2026/01/22","IR","275","ZLC ZOA",15,"4 NM EITHER SIDE OF CENTERLINE FROM N TO T;"
"2026/01/22","IR","275","ZLC ZOA",20,"4 NM EITHER SIDE OF CENTERLINE FROM N TO L (RE-ENTRY);"
"2026/01/22","IR","275","ZLC ZOA",25,"4 NM EITHER SIDE OF CENTERLINE FROM I TO K (ALTERNATE ENTRY)."
"2026/01/22","IR","286","ZLA ZLC ZOA",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","IR","286","ZLA ZLC ZOA",10,"8 NM EITHER SIDE OF CENTERLINE (EXCLUDING R-4807) FROM D TO E; 5"
"2026/01/22","IR","286","ZLA ZLC ZOA",11,"NM EITHER SIDE OF CENTERLINE FROM E TO M."
"2026/01/22","IR","293","ZLC",5,"4 NM EITHER SIDE OF CENTERLINE FROM AA TO D."
"2026/01/22","IR","293","ZLC",10,"4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM D TO E;"
"2026/01/22","IR","293","ZLC",15,"3 NM EITHER SIDE OF CENTERLINE FROM E TO G;"
"2026/01/22","IR","293","ZLC",20,"4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM G TO H;"
"2026/01/22","IR","293","ZLC",25,"4 NM EITHER SIDE OF CENTERLINE FROM H TO T."
"2026/01/22","IR","293","ZLC",30,"CENTERLINE BETWEEN TURN POINTS IS DEPICTED AS A 7.5 NM"
"2026/01/22","IR","293","ZLC",35,"ARC UNLESS OTHERWISE SPECIFIED."
"2026/01/22","IR","300","ZLC ZSE",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","IR","300","ZLC ZSE",10,"4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM E TO F; 4 NM EITHER"
"2026/01/22","IR","300","ZLC ZSE",15,"SIDE OF CENTERLINE FROM F TO G; 3 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","300","ZLC ZSE",17,"CENTERLINE FROM G TO H; 4 NM EITHER SIDE OF CENTERLINE FROM H TO"
"2026/01/22","IR","300","ZLC ZSE",19,"L; 9 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM L TO M; 9 NM LEFT"
"2026/01/22","IR","300","ZLC ZSE",20,"AND 3 NM RIGHT OF CENTERLINE FROM M TO N; 4 NM LEFT AND 3 NM"
"2026/01/22","IR","300","ZLC ZSE",25,"RIGHT OF CENTERLINE FROM N TO O; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","300","ZLC ZSE",30,"FROM O TO R."
"2026/01/22","IR","301","ZLC ZSE",5,"8 NM EITHER SIDE OF CENTERLINE A TO H;"
"2026/01/22","IR","301","ZLC ZSE",10,"5 NM EITHER SIDE OF CENTERLINE FROM H TO I;"
"2026/01/22","IR","301","ZLC ZSE",15,"4 NM EITHER SIDE OF CENTERLINE FROM I TO L;"
"2026/01/22","IR","302","ZLC",5,"8 NM LEFT AND 4 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","302","ZLC",10,"FROM A TO B; 8 NM EITHER SIDE OF CENTERLINE FROM B TO F; 4 NM"
"2026/01/22","IR","302","ZLC",15,"EITHER SIDE OF CENTERLINE FROM F TO I; 5 NM RIGHT AND 8 NM LEFT OF"
"2026/01/22","IR","302","ZLC",20,"CENTERLINE FROM I TO J; 8 NM EITHER SIDE OF CENTERLINE FROM J TO M;"
"2026/01/22","IR","302","ZLC",25,"5 NM EITHER SIDE OF CENTERLINE FROM M TO O; 4 NM EITHER SIDE OF"
"2026/01/22","IR","302","ZLC",30,"CENTERLINE FROM X TO Y. ALTERNATE EXIT Y: 8 NM EITHER SIDE OF"
"2026/01/22","IR","302","ZLC",35,"CENTERLINE FROM K1 TO X; 4 NM EITHER SIDE OF CENTERLINE FROM X TO"
"2026/01/22","IR","302","ZLC",40,"Y."
"2026/01/22","IR","303","ZLC",5,"ON CENTERLINE FROM POINT A TO D; 5 NM"
"2026/01/22","IR","303","ZLC",10,"EITHER SIDE OF CENTERLINE FROM D TO F; 8 NM EITHER SIDE OF"
"2026/01/22","IR","303","ZLC",15,"CENTERLINE FROM F TO H; 4 NM EITHER SIDE OF CENTERLINE FROM H TO J;"
"2026/01/22","IR","303","ZLC",20,"5 NM LEFT AND 15 NM RIGHT OF CENTERLINE FROM J TO K."
"2026/01/22","IR","304","ZLC",5,"ON CENTERLINE FROM A TO D; 8 NM EITHER"
"2026/01/22","IR","304","ZLC",10,"SIDE OF CENTERLINE FROM D TO DD; 8 NM RIGHT AND 6 NM LEFT OF"
"2026/01/22","IR","304","ZLC",15,"CENTERLINE FROM DD TO E; 8 NM EITHER SIDE OF CENTERLINE FROM E TO"
