"EFF_DATE","ROUTE_TYPE_CODE","ROUTE_ID","ARTCC","WIDTH_SEQ_NO","WIDTH_TEXT"
"2026/01/22","IR","721","ZDC ZJX ZTL",15,"ON CENTERLINE FROM J TO K."
"2026/01/22","IR","723","ZDC ZID ZTL",5,"10 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","726","ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","IR","726","ZTL",10,"10 NM EITHER SIDE OF CENTERLINE FROM B TO C; 5 NM LEFT AND 15 NM"
"2026/01/22","IR","726","ZTL",15,"RIGHT OF CENTERLINE FROM C TO D; 10 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","726","ZTL",16,"FROM D TO E; ON CENTERLINE TO 10 NM RIGHT OF CENTERLINE FROM E TO"
"2026/01/22","IR","726","ZTL",20,"F; 1 NM LEFT AND 10 NM RIGHT OF CENTERLINE FROM F TO G; 5 NM LEFT"
"2026/01/22","IR","726","ZTL",30,"AND 10 NM RIGHT OF CENTERLINE FROM G TO H; 5 NM EITHER SIDE OF"
"2026/01/22","IR","726","ZTL",35,"CENTERLINE FROM H TO I."
"2026/01/22","IR","743","ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FOR ENTIRE ROUTE."
"2026/01/22","IR","760","ZDC",1,"3 NM EITHER SIDE OF CENTERLINE ENTIRE ROUTE."
"2026/01/22","IR","761","ZDC ZID ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO D."
"2026/01/22","IR","761","ZDC ZID ZTL",10,"3 NM EITHER SIDE OF CENTERLINE FROM D TO F."
"2026/01/22","IR","761","ZDC ZID ZTL",15,"3 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM F TO G."
"2026/01/22","IR","761","ZDC ZID ZTL",20,"5 NM EITHER SIDE OF CENTERLINE FROM G TO L."
"2026/01/22","IR","762","ZDC ZOB",5,"5 NM EITHER SIDE OF CENTERLINE A TO C;"
"2026/01/22","IR","762","ZDC ZOB",10,"5 NM RIGHT AND 2 NM LEFT OF CENTERLINE FROM C TO E;"
"2026/01/22","IR","762","ZDC ZOB",15,"5 NM EITHER SIDE OF CENTERLINE FROM E TO I."
"2026/01/22","IR","800","ZBW",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO M;"
"2026/01/22","IR","800","ZBW",7,"2 NM EITHER SIDE OF CENTERLINE FROM M TO P; 8 NM LEFT AND 4 NM"
"2026/01/22","IR","800","ZBW",10,"RIGHT OF CENTERLINE FROM P TO N46-43.5 W68-34.0; 8 NM LEFT AND 3"
"2026/01/22","IR","800","ZBW",11,"NM RIGHT OF CENTERLINE FROM N46-43.5 W68-34.0 TO Q; 4 NM"
"2026/01/22","IR","800","ZBW",15,"EITHER SIDE OF CENTERLINE FROM Q TO X; 3 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","800","ZBW",16,"CENTERLINE FROM X TO Z; 4 NM EITHER SIDE OF CENTERLINE FROM Z TO"
"2026/01/22","IR","800","ZBW",20,"AG; 4 NM EITHER SIDE OF CENTERLINE FROM T1 TO BR; 4 NM EITHER"
"2026/01/22","IR","800","ZBW",25,"SIDE OF CENTERLINE FROM AX TO J1; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","800","ZBW",30,"FROM R1 TO P1."
"2026/01/22","IR","801","ZBW",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO N;"
"2026/01/22","IR","801","ZBW",10,"4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM N TO O; 5 NM LEFT"
"2026/01/22","IR","801","ZBW",15,"AND 3 NM RIGHT OF CENTERLINE FROM O TO P; 4 NM LEFT AND 3 NM"
"2026/01/22","IR","801","ZBW",20,"RIGHT OF CENTERLINE FROM P TO R; 4 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","IR","801","ZBW",25,"FROM R TO Z. RE-ENTRY A: ENTIRE SEGMENT IS 4 NM EITHER SIDE OF"
"2026/01/22","IR","801","ZBW",30,"CENTERLINE. RE-ENTRY B: 4 NM EITHER SIDE OF CENTERLINE FROM S TO"
"2026/01/22","IR","801","ZBW",35,"BA; 3 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM BA TO BD; 2 NM"
"2026/01/22","IR","801","ZBW",40,"EITHER SIDE OF CENTERLINE FROM BD TO BE; 6 NM LEFT AND 2 NM RIGHT"
"2026/01/22","IR","801","ZBW",45,"OF CENTERLINE FROM BE TO BF; 6 NM LEFT AND 3 NM RIGHT OF"
"2026/01/22","IR","801","ZBW",50,"CENTERLINE FROM BF TO BG; 4 NM LEFT AND 3 NM RIGHT OF CENTERLINE"
"2026/01/22","IR","801","ZBW",55,"FROM BD TO P."
"2026/01/22","IR","850","ZBW",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO O;"
"2026/01/22","IR","850","ZBW",10,"5 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM O TO Q;"
"2026/01/22","IR","850","ZBW",15,"3 NM EITHER SIDE OF CENTERLINE FROM Q TO U;"
"2026/01/22","IR","850","ZBW",20,"5 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM U TO V;"
"2026/01/22","IR","850","ZBW",21,"5 NM EITHER SIDE OF CENTERLINE FROM V TO W1."
"2026/01/22","IR","851","ZBW",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO Q;"
"2026/01/22","IR","851","ZBW",10,"5 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM Q TO S; 3 NM EITHER"
"2026/01/22","IR","851","ZBW",15,"SIDE OF CENTERLINE FROM S TO W; 5 NM LEFT AND 3 NM RIGHT OF"
"2026/01/22","IR","851","ZBW",20,"CENTERLINE FROM W TO X. 5 NM EITHER SIDE OF CENTERLINE FROM X TO"
"2026/01/22","IR","851","ZBW",21,"Y1."
"2026/01/22","IR","852","ZBW",5,"5 NM EITHER SIDE OF CENTERLINE EXCEPT FROM"
"2026/01/22","IR","852","ZBW",10,"H TO J WHERE IT IS 4 NM RIGHT (WEST) OF CENTERLINE; J TO N WHERE IT"
"2026/01/22","IR","852","ZBW",15,"IS 3 NM EITHER SIDE OF CENTERLINE, AND, FROM N TO O WHERE IT IS 5"
"2026/01/22","IR","852","ZBW",20,"NM LEFT (SOUTHWEST) AND RIGHT (NORTHEAST) OF CENTERLINE."
"2026/01/22","IR","900","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","901","ZAN",1,"5 NM EITHER SIDE OF CENTERLINE FROM"
"2026/01/22","IR","901","ZAN",5,"SEGMENTS A TO D; SEGMENTS D TO E: 5 NM NORTH TO 1 NM SOUTH"
"2026/01/22","IR","901","ZAN",10,"OF DIRECT LINE BETWEEN D AND E."
"2026/01/22","IR","902","ZAN",5,"5NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","903","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","905","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","909","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","911","ZAN",5,"SEGMENT A TO B: 5 NM NORTH TO 1 NM SOUTH OF ROUTE"
"2026/01/22","IR","911","ZAN",10,"CENTERLINE; REMAINDER OF ROUTE POINT B TO E: 5NM EITHER"
"2026/01/22","IR","911","ZAN",15,"SIDE OF ROUTE CENTERLINE."
"2026/01/22","IR","912","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","913","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","915","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","916","ZAN",5,"5NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","917","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","918","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","919","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","921","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","922","ZAN",5,"5NM EITHER SIDE OF THE ROUTE ON SEGMENTS A-H, 5NM SOUTH OF"
"2026/01/22","IR","922","ZAN",10,"ROUTE AND 1NM NORTH OF ROUTE ON SEGMENTS H-J."
"2026/01/22","IR","922","ZAN",15,"5NM EITHER SIDE OF ALTERNATE EXIT I1-JA IF R-2202 IS UTILIZED."
"2026/01/22","IR","923","ZAN",5,"5NM SOUTH OF ROUTE AND 1NM NORTH OF ROUTE ON SEGMENTS A-C."
"2026/01/22","IR","923","ZAN",10,"5NM EITHER SIDE ON ROUTE SEGMENTS C-J."
"2026/01/22","IR","923","ZAN",15,"5NM EITHER SIDE OF ALTERNATE ENTRY AB-B1 IF R-2202 IS UTILIZED."
"2026/01/22","IR","939","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","952","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","953","ZAN",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","IR","983","",5,"4 NM EITHER SIDE OF CENTERLINE FROM A TO O;"
"2026/01/22","IR","983","",10,"9 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM O TO P; 4 NM EITHER"
"2026/01/22","IR","983","",15,"SIDE OF CENTERLINE FROM P TO Q; 2.5 NM LEFT AND 4 NM RIGHT OF"
"2026/01/22","IR","983","",20,"CENTERLINE FROM Q TO S; 4 NM EITHER SIDE OF CENTERLINE FROM S TO U,"
"2026/01/22","IR","983","",25,"SAIPAN RE-ENTRY 4 NM EITHER SIDE OF CENTERLINE FROM I TO G; GUAM"
"2026/01/22","IR","983","",30,"RE-ENTRY 4 NM EITHER SIDE OF CENTERLINE FROM S TO M; ALTERNATE"
"2026/01/22","IR","983","",35,"ENTRY X 4 NM EITHER SIDE OF CENTERLINE FROM X TO M; ALTERNATE ENTRY"
"2026/01/22","IR","983","",40,"POINT Z 4 NM EITHER SIDE OF CENTERLINE FROM Z TO G."
"2026/01/22","VR","025","",1,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B,"
"2026/01/22","VR","025","",2,"10 NM LEFT AND 8 NM RIGHT OF CENTERLINE FROM B TO D, 10 NM LEFT"
"2026/01/22","VR","025","",3,"AND 20 NM RIGHT OF CENTERLINE FROM D TO E, 20 NM LEFT AND 20 NM"
"2026/01/22","VR","025","",4,"RIGHT OF CENTERLINE FROM E TO G."
"2026/01/22","VR","041","ZDC ZTL",1,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","041","ZDC ZTL",2,"2 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM B TO E;"
"2026/01/22","VR","041","ZDC ZTL",3,"5 NM EITHER SIDE OF CENTERLINE FROM E TO J;"
"2026/01/22","VR","041","ZDC ZTL",4,"5 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM J TO K;"
"2026/01/22","VR","041","ZDC ZTL",5,"3 NM LEFT AND 1 NM RIGHT OF CENTERLINE FROM K TO L."
"2026/01/22","VR","042","ZDC ZTL",1,"4 NM LEFT AND 2 NM RIGHT OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","042","ZDC ZTL",2,"4 NM EITHER SIDE OF CENTERLINE FROM B TO C;"
"2026/01/22","VR","042","ZDC ZTL",6,"1 NM EITHER SIDE OF CENTERLINE FROM C TO D;"
"2026/01/22","VR","042","ZDC ZTL",7,"4 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM D TO E;"
"2026/01/22","VR","042","ZDC ZTL",8,"4 NM EITHER SIDE OF CENTERLINE FROM E TO G;"
"2026/01/22","VR","042","ZDC ZTL",9,"3 NM EITHER SIDE OF CENTERLINE FROM G TO J;"
"2026/01/22","VR","042","ZDC ZTL",10,"4 NM EITHER SIDE OF CENTERLINE FROM J TO M;"
"2026/01/22","VR","042","ZDC ZTL",11,"2 NM LEFT AND 4 NM RIGHT OF CENTERLINE FROM M TO O."
"2026/01/22","VR","043","ZDC ZTL",1,"5 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","VR","043","ZDC ZTL",2,"3 NM EITHER SIDE OF CENTERLINE FROM F TO 5 NM NW OF G;"
"2026/01/22","VR","043","ZDC ZTL",3,"1 NM LEFT AND 3 NM RIGHT OF CENTERLINE FROM 5 NM NW OF G TO G;"
"2026/01/22","VR","043","ZDC ZTL",4,"3 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM G TO H."
"2026/01/22","VR","043","ZDC ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM H TO M."
"2026/01/22","VR","045","",1,"20 NM EITHER SIDE OF CENTERLINE FROM A TO"
"2026/01/22","VR","045","",2,"C; 10 NM LEFT AND 20 NM RIGHT OF CENTERLINE FROM C TO D; 10 NM"
"2026/01/22","VR","045","",3,"RIGHT AND 8 NM LEFT OF CENTERLINE FROM D TO F. 5 NM EITHER SIDE OF"
"2026/01/22","VR","045","",4,"CENTERLINE FROM F TO G."
"2026/01/22","VR","054","ZDC",10,"2 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","054","ZDC",20,"4 NM EITHER SIDE OF CENTERLINE FROM B TO C."
"2026/01/22","VR","058","ZME ZTL",5,"8 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","058","ZME ZTL",10,"10 NM EITHER SIDE OF CENTERLINE FROM B TO F."
"2026/01/22","VR","060","ZHU ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","060","ZHU ZTL",10,"2 NM LEFT AND 13.5 NM RIGHT OF CENTERLINE FROM B TO C; 5 NM"
"2026/01/22","VR","060","ZHU ZTL",15,"EITHER SIDE OF CENTERLINE FROM C TO E."
"2026/01/22","VR","071","ZDC",10,"4 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","073","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE A TO G;"
"2026/01/22","VR","073","ZDC",10,"2 NM LEFT AND ONE-HALF NM RIGHT OF CENTERLINE FROM G TO H;"
"2026/01/22","VR","073","ZDC",15,"5 NM EITHER SIDE OF CENTERLINE FROM H TO L."
"2026/01/22","VR","083","ZDC ZJX",1,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","084","ZDC",5,"2 NM LEFT AND 5 NM RIGHT OF CENTERLINE"
"2026/01/22","VR","084","ZDC",10,"FROM A TO B; 5 NM EITHER SIDE OF CENTERLINE FROM B TO I."
"2026/01/22","VR","085","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","VR","085","ZDC",10,"3 NM EITHER SIDE OF CENTERLINE FROM E TO H;"
"2026/01/22","VR","085","ZDC",15,"3 NM EITHER SIDE OF CENTERLINE FROM E TO E1."
"2026/01/22","VR","086","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE FOR ENTIRE"
"2026/01/22","VR","086","ZDC",10,"ROUTE."
"2026/01/22","VR","087","ZDC ZJX",5,"10 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","VR","087","ZDC ZJX",10,"8NM EITHER SIDE OF CENTERLINE FROM E TO G."
"2026/01/22","VR","088","ZJX ZTL",5,"10 NM EITHER SIDE OF CENTERLINE FROM A TO F; 8NM"
"2026/01/22","VR","088","ZJX ZTL",10,"EITHER SIDE OF CENTERLINE FROM F TO G."
"2026/01/22","VR","092","ZME ZTL",10,"10 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","VR","092","ZME ZTL",15,"8 NM EITHER SIDE OF CENTERLINE FROM E TO F."
"2026/01/22","VR","093","ZID ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","093","ZID ZTL",10,"10 NM EITHER SIDE OF CENTERLINE FROM B TO F; 5 NM EITHER SIDE OF"
"2026/01/22","VR","093","ZID ZTL",15,"CENTERLINE FROM F TO G."
"2026/01/22","VR","096","ZDC",5,"5 NM EITHER SIDE OF CENTERLINE ENTIRE ROUTE."
"2026/01/22","VR","097","ZJX ZTL",5,"8 NM LEFT AND 6 NM RIGHT OF CENTERLINE"
"2026/01/22","VR","097","ZJX ZTL",10,"FROM A TO C; 8 NM EITHER SIDE OF CENTERLINE FROM C TO F; 5 NM"
"2026/01/22","VR","097","ZJX ZTL",15,"EITHER SIDE OF CENTERLINE FROM F TO J; 5 NM LEFT AND 6 NM RIGHT OF"
"2026/01/22","VR","097","ZJX ZTL",20,"CENTERLINE FROM J TO L; 6 NM LEFT AND 10 NM RIGHT OF CENTERLINE"
"2026/01/22","VR","097","ZJX ZTL",25,"FROM L TO N; 9 NM LEFT AND 10 NM RIGHT OF CENTERLINE FROM N TO P;"
"2026/01/22","VR","097","ZJX ZTL",30,"10 NM EITHER SIDE OF CENTERLINE FROM P TO S; 8 NM EITHER SIDE OF"
"2026/01/22","VR","097","ZJX ZTL",35,"CENTERLINE FROM S TO T."
"2026/01/22","VR","100","ZAB",5,"3 NM LEFT AND 5 NM RIGHT OF CENTERLINE"
"2026/01/22","VR","100","ZAB",10,"FROM A TO B; 1.5 NM EITHER SIDE OF CENTERLINE FROM B TO F; 5 NM"
"2026/01/22","VR","100","ZAB",15,"EITHER SIDE OF CENTERLINE FROM F TO N; 5 NM INCREASING TO 28 NM"
"2026/01/22","VR","100","ZAB",20,"EITHER SIDE OF CENTERLINE FROM N TO O; 28 NM EITHER SIDE OF"
"2026/01/22","VR","100","ZAB",25,"CENTERLINE FROM O TO P; 28 NM LEFT AND 2 NM RIGHT OF CENTERLINE"
"2026/01/22","VR","100","ZAB",30,"FROM P TO Q."
"2026/01/22","VR","1001","ZJX",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO H;"
"2026/01/22","VR","1001","ZJX",10,"5 NM EITHER SIDE OF CENTERLINE FROM H TO J;"
"2026/01/22","VR","1001","ZJX",15,"2 NM EITHER SIDE OF CENTERLINE FROM J TO M."
"2026/01/22","VR","1002","ZJX",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","VR","1002","ZJX",10,"5 NM EITHER SIDE OF CENTERLINE FROM F TO K;"
"2026/01/22","VR","1002","ZJX",15,"2 NM EITHER SIDE OF CENTERLINE FROM K TO P."
"2026/01/22","VR","1003","ZJX",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","VR","1003","ZJX",10,"2 NM EITHER SIDE OF CENTERLINE FROM C TO I;"
"2026/01/22","VR","1003","ZJX",15,"5 NM EITHER SIDE OF CENTERLINE FROM I TO J;"
"2026/01/22","VR","1003","ZJX",20,"2 NM EITHER SIDE OF CENTERLINE FROM J TO K;"
"2026/01/22","VR","1003","ZJX",25,"5 NM EITHER SIDE OF CENTERLINE FROM K TO L;"
"2026/01/22","VR","1003","ZJX",30,"2 NM EITHER SIDE OF CENTERLINE FROM L TO R."
"2026/01/22","VR","1004","ZJX ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO N;"
"2026/01/22","VR","1004","ZJX ZTL",10,"2 NM EITHER SIDE OF CENTERLINE FROM N TO O; 2 NM EITHER SIDE OF"
"2026/01/22","VR","1004","ZJX ZTL",15,"CENTERLINE FROM KA TO LA."
"2026/01/22","VR","1005","ZJX",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","1005","ZJX",10,"2 NM EITHER SIDE OF CENTERLINE FROM B TO C; 5 NM EITHER SIDE OF"
"2026/01/22","VR","1005","ZJX",15,"CENTERLINE FROM C TO H; 2 NM EITHER SIDE OF CENTERLINE FROM H TO"
"2026/01/22","VR","1005","ZJX",20,"J."
"2026/01/22","VR","1006","ZJX ZMA",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO F;"
"2026/01/22","VR","1006","ZJX ZMA",10,"1 NM EITHER SIDE OF CENTERLINE FROM F TO G; 2 NM EITHER SIDE OF"
"2026/01/22","VR","1006","ZJX ZMA",15,"CENTERLINE FROM G TO L; 1 NM EITHER SIDE OF CENTERLINE FROM L TO"
"2026/01/22","VR","1006","ZJX ZMA",20,"N; 2 NM EITHER SIDE OF CENTERLINE FROM N TO T."
"2026/01/22","VR","1007","ZJX ZMA",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","VR","1007","ZJX ZMA",10,"5 NM EITHER SIDE OF CENTERLINE FROM E TO F;"
"2026/01/22","VR","1007","ZJX ZMA",15,"2 NM EITHER SIDE OF CENTERLINE FROM F TO G."
"2026/01/22","VR","1008","ZJX",5,"2 NM EITHER SIDE OF CENTERLINE FOR ENTIRE"
"2026/01/22","VR","1008","ZJX",10,"ROUTE."
"2026/01/22","VR","1009","ZJX",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","VR","1009","ZJX",10,"3 NM EITHER SIDE OF CENTERLINE FROM C TO F."
"2026/01/22","VR","101","ZFW ZHU",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","101","ZFW ZHU",10,"5 NM RIGHT AND 8 NM LEFT OF CENTERLINE FROM B TO D."
"2026/01/22","VR","1010","ZJX",5,"2 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1013","ZJX",5,"2 NM EITHER SIDE OF CENTERLINE A TO D."
"2026/01/22","VR","1014","ZME ZTL",5,"3 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1017","ZJX ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO C;"
"2026/01/22","VR","1017","ZJX ZTL",10,"4 NM W AND 5 NM E OF CENTERLINE FROM C TO D;"
"2026/01/22","VR","1017","ZJX ZTL",15,"5 NM EITHER SIDE OF CENTERLINE FROM D TO E;"
"2026/01/22","VR","1017","ZJX ZTL",20,"4 NM N AND 3 NM S OF CENTERLINE FROM E TO G;"
"2026/01/22","VR","1017","ZJX ZTL",25,"5 NM EITHER SIDE OF CENTERLINE FROM G TO H."
"2026/01/22","VR","1020","ZHU ZJX ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1021","ZHU ZME ZTL",5,"1 NM EITHER SIDE OF CENTERLINE FROM A TO B ;"
"2026/01/22","VR","1021","ZHU ZME ZTL",10,"5 NM EITHER SIDE OF CENTERLINE FROM B TO G; 2 NM EITHER SIDE OF"
"2026/01/22","VR","1021","ZHU ZME ZTL",15,"CENTERLINE FROM G TO I; 5 NM EITHER SIDE OF CENTERLINE FROM I TO M;"
"2026/01/22","VR","1021","ZHU ZME ZTL",20,"3 NM LEFT AND 5 NM RIGHT OF CENTERLINE FROM M TO N; 5 NM EITHER"
"2026/01/22","VR","1021","ZHU ZME ZTL",25,"SIDE OF CENTERLINE FROM N TO R."
"2026/01/22","VR","1022","ZHU ZME ZTL",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","1022","ZHU ZME ZTL",10,"5 NM EITHER SIDE OF CENTERLINE FROM B TO G."
"2026/01/22","VR","1023","ZHU",5,"1 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","1023","ZHU",10,"2 NM EITHER SIDE OF CENTERLINE FROM B TO C;"
"2026/01/22","VR","1023","ZHU",15,"5 NM EITHER SIDE OF CENTERLINE FROM C TO N."
"2026/01/22","VR","1024","ZHU ZME",5,"1 NM EITHER SIDE OF CENTERLINE FROM A TO B;"
"2026/01/22","VR","1024","ZHU ZME",10,"2 NM EITHER SIDE OF CENTERLINE FROM B TO C;"
"2026/01/22","VR","1024","ZHU ZME",15,"5 NM EITHER SIDE OF CENTERLINE FROM C TO M."
"2026/01/22","VR","1030","ZME ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","VR","1030","ZME ZTL",10,"10 NM LEFT AND 2 NM RIGHT OF CENTERLINE FROM E TO G;"
"2026/01/22","VR","1030","ZME ZTL",15,"5 NM EITHER SIDE OF CENTERLINE FROM G TO L."
"2026/01/22","VR","1031","ZME ZTL",5,"2 NM LEFT AND 5 NM RIGHT OF CENTERLINE"
"2026/01/22","VR","1031","ZME ZTL",10,"FROM A TO B; 5 NM EITHER SIDE OF CENTERLINE FROM B TO C; 2 NM"
"2026/01/22","VR","1031","ZME ZTL",15,"EITHER SIDE OF CENTERLINE FROM C TO D; 5 NM EITHER SIDE OF"
"2026/01/22","VR","1031","ZME ZTL",20,"CENTERLINE FROM D TO E; 2 NM EITHER SIDE OF CENTERLINE FROM E TO F; "
"2026/01/22","VR","1031","ZME ZTL",25,"5 NM EITHER SIDE OF CENTERLINE FROM F TO M. "
"2026/01/22","VR","1032","ZFW ZME",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1033","ZME ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","VR","1033","ZME ZTL",10,"8 NM RIGHT AND 5 NM LEFT OF CENTERLINE FROM D TO F; AND 5 NM"
"2026/01/22","VR","1033","ZME ZTL",15,"EITHER SIDE OF CENTERLINE FROM F TO K."
"2026/01/22","VR","1039","ZJX",5,"2 NM EITHER SIDE OF CENTERLINE A TO B."
"2026/01/22","VR","104","ZFW",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO E;"
"2026/01/22","VR","104","ZFW",10,"3 NM EITHER SIDE OF CENTERLINE FROM E TO J."
"2026/01/22","VR","1040","ZDC ZJX",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO D;"
"2026/01/22","VR","1040","ZDC ZJX",10,"3 NM LEFT AND 1 NM RIGHT OF CENTERLINE FROM D TO E; 3 NM EITHER"
"2026/01/22","VR","1040","ZDC ZJX",15,"SIDE OF CENTERLINE FROM E TO H; 4 NM LEFT AND 1 NM RIGHT OF"
"2026/01/22","VR","1040","ZDC ZJX",20,"CENTERLINE FROM H TO I; 3 NM EITHER SIDE OF CENTERLINE FROM I TO N."
"2026/01/22","VR","1041","ZJX",5,"3 NM EITHER SIDE OF CENTERLINE FROM A TO H;"
"2026/01/22","VR","1041","ZJX",10,"3 NM RIGHT AND 1 NM LEFT OF CENTERLINE FROM H TO I;"
"2026/01/22","VR","1041","ZJX",15,"1 NM RIGHT AND 4 NM LEFT OF CENTERLINE"
"2026/01/22","VR","1041","ZJX",20,"FROM I TO J; 3 NM EITHER SIDE OF CENTERLINE"
"2026/01/22","VR","1041","ZJX",25,"FROM J TO O."
"2026/01/22","VR","1043","ZDC ZJX",5,"2 NM EITHER SIDE OF CENTERLINE FROM A TO I;"
"2026/01/22","VR","1043","ZDC ZJX",10,"1 NM EITHER SIDE OF CENTERLINE FROM I TO K;"
"2026/01/22","VR","1043","ZDC ZJX",15,"2 NM EITHER SIDE OF CENTERLINE FROM K TO N1."
"2026/01/22","VR","1046","ZDC",10,"1 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1050","ZME ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1051","ZME ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1052","ZME ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1054","ZJX ZTL",5,"5 NM EITHER SIDE OF CENTERLINE FROM A TO K;"
"2026/01/22","VR","1054","ZJX ZTL",10,"5 NM EITHER SIDE OF CENTERLINE FROM E TO EA."
"2026/01/22","VR","1055","ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
"2026/01/22","VR","1056","ZME ZTL",5,"5 NM EITHER SIDE OF CENTERLINE."
