"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","SKED_SEQ_NO","MONTH","DAY","HOUR"
"2026/02/19","14546.71","A","NM","NM32","BELL RANCH","US",1,"UNATNDD","",""
"2026/02/19","14550.","A","NM","NM88","BOSQUE","US",1,"UNATNDD","",""
"2026/02/19","14554.","A","NM","NM84","CAPITAN","US",1,"UNATNDD","",""
"2026/02/19","14559.","A","NM","CNM","CARLSBAD","US",1,"ALL","MON-FRI","0600-2000"
"2026/02/19","14559.","A","NM","CNM","CARLSBAD","US",2,"ALL","SAT-SUN","0700-1700"
"2026/02/19","14559.2","A","NM","62NM","CARLSBAD","US",1,"UNATNDD","",""
"2026/02/19","14563.1","A","NM","F37","CARRIZOZO","US",1,"ALL","ALL","ALL"
"2026/02/19","14567.","A","NM","NM24","CHAMA","US",1,"UNATNDD","",""
"2026/02/19","14567.8","A","NM","NM51","CHLORIDE","US",1,"UNATNDD","",""
"2026/02/19","14568.","H","NM","C12","CIMARRON","US",1,"UNATNDD","",""
"2026/02/19","14569.5","A","NM","57NM","CLAUNCH","US",1,"UNATNDD","",""
"2026/02/19","14571.","A","NM","CAO","CLAYTON","US",2,"ALL","ALL","0800-1700"
"2026/02/19","14576.12","A","NM","NM42","CLOVIS","US",1,"ALL","ALL","DALGT"
"2026/02/19","14577.","A","NM","CVS","CLOVIS","US",1,"ALL","ALL","ALL"
"2026/02/19","14578.","A","NM","CVN","CLOVIS","US",1,"ALL","MON-FRI","0700-1700"
"2026/02/19","14578.","A","NM","CVN","CLOVIS","US",2,"ATNDD","DAILY","0700-1600"
"2026/02/19","14580.","A","NM","0NM0","COLUMBUS","US",1,"UNATNDD","",""
"2026/02/19","14580.03","A","NM","NM78","COLUMBUS","US",1,"IREG","",""
"2026/02/19","14580.031","A","NM","NM09","COLUMBUS","US",1,"UNATNDD","",""
"2026/02/19","14583.","A","NM","E89","CONCHAS DAM","US",1,"UNATNDD","",""
"2026/02/19","14583.01","C","NM","E61","CONCHAS DAM","US",1,"UNATNDD","",""
"2026/02/19","14584.22","A","NM","NM25","CORONA","US",1,"UNATNDD","",""
"2026/02/19","14584.23","A","NM","2NM9","CORONA","US",1,"UNATNDD","",""
"2026/02/19","14585.01","A","NM","0E8","CROWNPOINT","US",1,"UNATNDD","",""
"2026/02/19","14585.505","A","NM","NM2","CUBA","US",1,"UNATTENDED","",""
"2026/02/19","14595.","A","NM","DMN","DEMING","US",1,"ALL","ALL","0700-1800"
"2026/02/19","14595.01","A","NM","NM08","DEMING","US",1,"UNATNDD","",""
"2026/02/19","14595.02","A","NM","NM26","DEMING","US",1,"UNATNDD","",""
"2026/02/19","14596.6","A","NM","24N","DULCE","US",1,"UNATNDD","",""
"2026/02/19","14599.4","A","NM","1N1","EDGEWOOD","US",2,"UNATNDD","",""
"2026/02/19","14603.","A","NM","NM48","ENSENADA","US",1,"UNATNDD","",""
"2026/02/19","14604.7","A","NM","E14","ESPANOLA","US",1,"UNATNDD","",""
"2026/02/19","14605.21","A","NM","E92","ESTANCIA","US",1,"UNATNDD","",""
"2026/02/19","14607.","A","NM","FMN","FARMINGTON","US",1,"ALL","ALL","0600-2200"
"2026/02/19","14607.01","H","NM","NM62","FARMINGTON","US",1,"ALL","ALL","ALL"
"2026/02/19","14607.5","A","NM","NM91","FENCE LAKE","US",1,"UNATNDD","",""
"2026/02/19","14608.01","A","NM","65NM","FORREST","US",1,"UNATNDD","",""
"2026/02/19","14609.","A","NM","FSU","FORT SUMNER","US",1,"ALL","MON-FRI","0700-1600"
"2026/02/19","14609.01","A","NM","NM38","FORT SUMNER","US",1,"UNATNDD","",""
"2026/02/19","14611.13","A","NM","NM99","GAVILAN","US",1,"UNATNDD","",""
"2026/02/19","14612.","A","NM","GUP","GALLUP","US",1,"ALL","ALL","0700-1900"
"2026/02/19","14612.02","A","NM","NM27","GALLUP","US",1,"UNATNDD","",""
"2026/02/19","14613.7","A","NM","NM55","GLENWOOD","US",1,"UNATNDD","",""
"2026/02/19","14613.71","A","NM","E94","GLENWOOD","US",1,"UNATNDD","",""
"2026/02/19","14614.1","A","NM","GNT","GRANTS","US",1,"ALL","ALL","0800-1700"
"2026/02/19","14617.1","A","NM","E05","HATCH","US",1,"UNATNDD","",""
"2026/02/19","14621.","A","NM","HOB","HOBBS","US",1,"ALL","ALL","0600-1700"
"2026/02/19","14623.","A","NM","NM83","HOBBS","US",1,"UNATNDD","",""
"2026/02/19","14624.1","A","NM","68NM","HOPE","US",1,"UNATNDD","",""
"2026/02/19","14632.1","A","NM","E26","JAL","US",1,"UNATNDD","",""
"2026/02/19","14633.5","A","NM","72NM","LA LUZ","US",1,"UNATNDD","",""
"2026/02/19","14634.2","H","NM","NM77","LAS CRUCES","US",1,"UNATNDD","",""
"2026/02/19","14636.","A","NM","LRU","LAS CRUCES","US",1,"ALL","ALL","ALL"
"2026/02/19","14637.","A","NM","LVS","LAS VEGAS","US",1,"ALL","MON-FRI","0800-1630"
"2026/02/19","14637.01","A","NM","NM53","LAS VEGAS","US",1,"ALL","ALL","ALL"
"2026/02/19","14638.51","A","NM","E32","LINDRITH","US",1,"UNATNDD","",""
"2026/02/19","14640.755","A","NM","NM61","LOGAN","US",1,"UNATNDD","",""
"2026/02/19","14643.","A","NM","LSB","LORDSBURG","US",1,"ALL","ALL","0800-1700"
"2026/02/19","14644.6","A","NM","LAM","LOS ALAMOS","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","14644.9","A","NM","E98","LOS LUNAS","US",1,"ALL","ALL","ALL"
"2026/02/19","14644.92","A","NM","NM89","LOS LUNAS","US",1,"UNATNDD","",""
"2026/02/19","14646.1","A","NM","E06","LOVINGTON","US",1,"UNATNDD","",""
"2026/02/19","14646.12","H","NM","NM94","LOVINGTON","US",1,"ALL","ALL","ALL"
"2026/02/19","14647.5","A","NM","NM73","MC ALISTER","US",1,"UNATNDD","",""
"2026/02/19","14649.","A","NM","NM01","MAGDALENA","US",1,"UNATNDD","",""
"2026/02/19","14649.1","A","NM","N29","MAGDALENA","US",1,"UNATNDD","",""
"2026/02/19","14661.","A","NM","NM69","MIMBRES","US",1,"UNATNDD","",""
"2026/02/19","14665.32","A","NM","0E0","MORIARTY","US",1,"ALL","ALL","0800-1700"
"2026/02/19","14665.33","A","NM","NM02","MORIARTY","US",1,"UNATNDD","",""
"2026/02/19","14666.","H","NM","N01","MOSQUERO","US",1,"UNATNDD","",""
"2026/02/19","14667.1","A","NM","M10","MOUNTAINAIR","US",1,"UNATNDD","",""
"2026/02/19","14677.","A","NM","NM52","NARA VISA","US",1,"UNATNDD","",""
"2026/02/19","14679.","A","NM","1V0","NAVAJO DAM","US",1,"UNATNDD","",""
"2026/02/19","14694.1","A","NM","82NM","PICACHO","US",1,"ALL","ALL","ALL"
"2026/02/19","14694.511","A","NM","NM41","PIE TOWN","US",1,"ALL","ALL","ALL"
"2026/02/19","14694.513","A","NM","25NM","PIE TOWN","US",1,"UNATNDD","",""
"2026/02/19","14694.52","A","NM","NM66","PIE TOWN","US",1,"UNATNDD","",""
"2026/02/19","14696.","H","NM","85NM","PLAYAS","US",1,"UNATNDD","",""
"2026/02/19","14696.1","A","NM","NM86","PLAYAS","US",1,"UNATNDD","",""
"2026/02/19","14700.","A","NM","PRZ","PORTALES","US",1,"ALL","MON-FRI","0700-1600"
"2026/02/19","14704.71","A","NM","NM80","QUEMADO","US",1,"UNATNDD","",""
"2026/02/19","14704.73","H","NM","C54","QUEMADO","US",1,"UNATNDD","",""
"2026/02/19","14705.1","A","NM","N24","QUESTA","US",1,"UNATNDD","",""
"2026/02/19","14708.1","A","NM","NM56","RAMAH","US",1,"UNATNDD","",""
"2026/02/19","14709.","A","NM","RTN","RATON","US",1,"ALL","ALL","0700-1700"
"2026/02/19","14709.01","H","NM","03NM","RATON","US",1,"UNATNDD","",""
"2026/02/19","14712.1","A","NM","T16","RESERVE","US",1,"UNATNDD","",""
"2026/02/19","14712.12","A","NM","0NM7","RESERVE","US",1,"UNATNDD","",""
"2026/02/19","14713.","H","NM","50NM","RIO RANCHO","US",1,"UNATNDD","",""
"2026/02/19","14714.","A","NM","NM70","RODEO","US",1,"ALL","ALL","ALL"
"2026/02/19","14714.01","A","NM","NM90","RODEO","US",1,"UNATNDD","",""
"2026/02/19","14715.6","A","NM","NM29","ROSEBUD","US",1,"ALL","ALL","DAWN-DUSK"
"2026/02/19","14716.12","A","NM","NM87","ROSWELL","US",1,"UNATNDD","",""
"2026/02/19","14716.13","H","NM","NM93","ROSWELL","US",1,"UNATNDD","",""
"2026/02/19","14719.","A","NM","ROW","ROSWELL","US",1,"ALL","ALL","0600-2100"
"2026/02/19","14721.","A","NM","NM92","ROWE","US",1,"UNATNDD","",""
"2026/02/19","14723.12","A","NM","NM17","ROY","US",1,"UNATNDD","",""
"2026/02/19","14726.01","A","NM","SRR","RUIDOSO","US",2,"MAY - OCT","ALL","0700-1900"
"2026/02/19","14726.01","A","NM","SRR","RUIDOSO","US",3,"NOV - APR","ALL","0700-1800"
"2026/02/19","14728.","A","NM","SAF","SANTA FE","US",1,"ALL","ALL","0600-2200"
"2026/02/19","14728.011","H","NM","NM06","SANTA FE","US",1,"UNATNDD","",""
"2026/02/19","14733.03","A","NM","NM05","SANTA TERESA","US",1,"UNATNDD","",""
"2026/02/19","14733.4","A","NM","SXU","SANTA ROSA","US",1,"UNATNDD","",""
"2026/02/19","14733.8","A","NM","DNA","SANTA TERESA","US",1,"ALL","ALL","0700-2000"
"2026/02/19","14733.95","H","NM","30NM","SEDAN","US",1,"UNATNDD","",""
"2026/02/19","14734.02","A","NM","5V5","SHIPROCK","US",1,"UNATNDD","",""
"2026/02/19","14736.1","A","NM","1NM0","SILVER CITY","US",1,"SUMMER","ALL","DALGT"
"2026/02/19","14736.11","H","NM","NM85","SILVER CITY","US",1,"UNATNDD","",""
"2026/02/19","14736.12","A","NM","94E","SILVER CITY","US",1,"ALL","MON-FRI","0700-1600"
"2026/02/19","14736.2","A","NM","13NM","SILVER CITY","US",1,"UNATNDD","",""
"2026/02/19","14737.","A","NM","SVC","SILVER CITY","US",1,"ALL","ALL","0600-1700"
"2026/02/19","14739.","A","NM","ONM","SOCORRO","US",1,"UNATNDD","",""
"2026/02/19","14739.1","A","NM","95E","SOCORRO","US",1,"UNATNDD","",""
"2026/02/19","14739.11","H","NM","NM35","SOCORRO","US",1,"ALL","ALL","ALL"
"2026/02/19","14740.21","A","NM","S42","SPRINGER","US",1,"UNATNDD","",""
"2026/02/19","14741.04","H","NM","NM65","TAOS","US",1,"ALL","ALL","ALL"
"2026/02/19","14741.05","A","NM","SKX","TAOS","US",1,"ALL","ALL","0730-1800"
"2026/02/19","14741.6","A","NM","18T","TATUM","US",1,"UNATNDD","",""
"2026/02/19","14747.","A","NM","TCS","TRUTH OR CONSEQUENCES","US",1,"ALL","ALL","0800-1600"
"2026/02/19","14747.01","H","NM","NM22","TRUTH OR CONSEQUENCES","US",1,"UNATNDD","",""
"2026/02/19","14747.02","A","NM","NM37","TRUTH OR CONSEQUENCES","US",1,"UNATNDD","",""
"2026/02/19","14747.03","H","NM","NM58","TRUTH OR CONSEQUENCES","US",1,"UNATNDD","",""
"2026/02/19","14747.04","A","NM","9NM9","TRUTH OR CONSEQUENCES","US",1,"UNATNDD","",""
"2026/02/19","14748.","A","NM","TCC","TUCUMCARI","US",2,"ALL","ALL","0700-1700"
"2026/02/19","14752.","A","NM","N17","VAUGHN","US",1,"UNATNDD","",""
"2026/02/19","14762.","A","NM","NM49","WILLARD","US",1,"UNATNDD","",""
"2026/02/19","14766.01","A","NM","XNI","ZUNI","US",1,"UNATNDD","",""
"2026/02/19","14766.02","H","NM","NM1","ZUNI","US",1,"UNATTND","",""
"2026/02/19","14783.3","A","NY","2NY7","ADDISON","US",1,"UNATNDD","",""
"2026/02/19","14784.","A","NY","8NY3","AFTON","US",1,"UNATNDD","",""
"2026/02/19","14787.","A","NY","9G3","AKRON","US",1,"UNATND","",""
"2026/02/19","14789.","A","NY","ALB","ALBANY","US",1,"ALL","ALL","ALL"
"2026/02/19","14789.1","H","NY","NK32","ALBANY","US",1,"UNATNDD","",""
"2026/02/19","14789.2","H","NY","NK33","ALBANY","US",1,"UNATNDD","",""
"2026/02/19","14789.3","H","NY","NK64","ALBANY","US",1,"ALL","ALL","ALL"
"2026/02/19","14789.5","A","NY","NK43","ALBANY","US",1,"UNATNDD","",""
"2026/02/19","14791.","A","NY","NY06","ALBION","US",1,"UNATNDD","",""
"2026/02/19","14791.1","A","NY","9G6","ALBION","US",1,"UNATNDD","",""
"2026/02/19","14791.11","A","NY","NK31","ALBION","US",1,"UNATNDD","",""
"2026/02/19","14795.2","A","NY","89NY","ALEXANDRIA BAY","US",4,"UNATNDD","",""
"2026/02/19","14797.","H","NY","2NY8","ALLIGERVILLE","US",1,"UNATNDD","",""
"2026/02/19","14798.","A","NY","2NY9","ALPINE","US",1,"MAY-OCT","ALL","0800-2000"
"2026/02/19","14803.01","H","NY","NY46","AMENIA","US",1,"UNATNDD","",""
"2026/02/19","14805.51","H","NY","NK50","AMSTERDAM","US",1,"ALL","ALL","ALL"
"2026/02/19","14816.","A","NY","D23","ARCADE","US",1,"UNATNDD","",""
"2026/02/19","14817.","A","NY","1C3","ARGYLE","US",1,"ALL","ALL","0900-DUSK"
"2026/02/19","14823.11","H","NY","0NK7","ARMONK","US",1,"UNATNDD","",""
"2026/02/19","14825.5","H","NY","3NY2","ASTORIA","US",1,"UNATNDD","",""
"2026/02/19","14827.01","H","NY","57NY","ATHENS","US",1,"UNATNDD","",""
"2026/02/19","14829.","A","NY","49NK","ATTICA","US",1,"MAY-OCT","ALL","DAYLIGHT"
"2026/02/19","14834.","H","NY","0NY6","AUBURN","US",1,"ALL","ALL","ALL"
"2026/02/19","14834.01","H","NY","NY12","AUBURN","US",1,"ALL","ALL","ALL"
"2026/02/19","14834.02","A","NY","06NY","AUBURN","US",1,"UNATNDD","",""
"2026/02/19","14834.2","A","NY","NK74","AURORA","US",1,"UNATNDD","",""
"2026/02/19","14834.5","A","NY","NY59","AVA","US",1,"ALL","SAT-SUN","DALGT"
"2026/02/19","14834.5","A","NY","NY59","AVA","US",2,"ALL","HOL","DALGT"
"2026/02/19","14858.","A","NY","GVQ","BATAVIA","US",1,"APR-OCT","ALL","0730-2000"
"2026/02/19","14858.","A","NY","GVQ","BATAVIA","US",2,"NOV-MAR","ALL","0730-1830"
"2026/02/19","14858.3","H","NY","22NY","BATAVIA","US",1,"ALL","ALL","ALL"
"2026/02/19","14860.1","A","NY","23NY","BATH","US",1,"ALL","ALL","ALL"
"2026/02/19","14865.","A","NY","23N","BAYPORT","US",1,"ALL","ALL","0800-DUSK"
"2026/02/19","14882.01","C","NY","00NK","BEEKMANTOWN","US",1,"UNATNDD","",""
"2026/02/19","14882.1","A","NY","NY60","BEEKMANTOWN","US",1,"UNATNDD","",""
"2026/02/19","14882.2","A","NY","4NY0","BEEKMANTOWN","US",1,"UNATNDD","",""
"2026/02/19","14896.3","A","NY","8NK4","BETHANY CENTER","US",1,"UNATNDD","",""
"2026/02/19","14897.","H","NY","8NY9","BETHPAGE","US",1,"ALL","ALL","0730-2320"
"2026/02/19","14897.02","H","NY","6JY8","BETHPAGE","US",1,"UNATNDD","",""
"2026/02/19","14902.1","A","NY","3NY5","BINGHAMTON","US",1,"UNATNDD","",""
"2026/02/19","14903.","A","NY","1NK8","BINGHAMTON","US",1,"UNATNDD","",""
"2026/02/19","14904.","A","NY","BGM","BINGHAMTON","US",1,"ALL","ALL","ALL"
"2026/02/19","14908.","A","NY","NY79","BLISS","US",1,"UNATNDD","",""
"2026/02/19","14909.20","A","NY","48NY","BLOOMFIELD","US",1,"IRREGULAR","",""
"2026/02/19","14911.01","H","NY","NK23","BLOOMINGBURG","US",1,"UNATNDD","",""
"2026/02/19","14914.1","C","NY","NY61","BLUE MOUNTAIN LAKE","US",1,"UNATNDD","",""
"2026/02/19","14916.9","C","NY","8NK8","BOLTON LANDING","US",1,"UNATT","",""
"2026/02/19","14918.","A","NY","1NK7","BOONVILLE","US",1,"MAR-OCT","SAT-SUN","DALGT"
"2026/02/19","14923.","A","NY","47NY","BORDEN","US",1,"UNATNDD","",""
"2026/02/19","14934.7","A","NY","NY64","BROADALBIN","US",1,"UNATNDD","",""
"2026/02/19","14934.72","A","NY","NY66","BROADALBIN","US",1,"UNATNDD","",""
"2026/02/19","14934.8","A","NY","7G0","BROCKPORT","US",1,"ALL","ALL","1000-1600"
"2026/02/19","14936.6","H","NY","NY99","BROCTON","US",1,"ALL","ALL","ALL"
"2026/02/19","14939.03","C","NY","NK30","BROOKLYN","US",1,"UNATNDD","",""
"2026/02/19","14939.04","H","NY","93NY","BROOKLYN","US",1,"UNATNDD","",""
"2026/02/19","14954.","A","NY","BUF","BUFFALO","US",1,"ALL","ALL","ALL"
"2026/02/19","14954.03","H","NY","6NK5","BUFFALO","US",1,"ALL","ALL","ALL"
"2026/02/19","14954.04","H","NY","8NY6","BUFFALO","US",1,"ALL","ALL","ALL"
"2026/02/19","14954.1","A","NY","D51","BUFFALO","US",1,"UNATNDD","",""
"2026/02/19","14954.10","H","NY","1NY2","BUFFALO","US",1,"ALL","ALL","ALL"
"2026/02/19","14954.22","H","NY","56NK","BUFFALO","US",1,"ALL","ALL","ALL"
"2026/02/19","14956.","A","NY","9G0","BUFFALO","US",1,"ALL","ALL","ON CALL"
"2026/02/19","14960.1","A","NY","NK09","BURDETT","US",1,"IREG","",""
"2026/02/19","14971.","A","NY","3NY8","CALVERTON","US",1,"UNATNDD","",""
"2026/02/19","14971.6","A","NY","1B8","CAMBRIDGE","US",1,"UNATNDD","",""
"2026/02/19","14971.73","A","NY","NY34","CAMERON","US",1,"UNATNDD","",""
"2026/02/19","14972.","A","NY","NY25","CAMILLUS","US",1,"UNATNDD","",""
"2026/02/19","14972.01","H","NY","NK55","CAMILLUS","US",1,"ALL","ALL","ALL"
"2026/02/19","14975.8","A","NY","30NY","CANADICE","US",1,"ALL","ALL","DALGT"
"2026/02/19","14977.","A","NY","NY51","CANAJOHARIE","US",1,"UNATNDD","",""
"2026/02/19","14978.1","A","NY","IUA","CANANDAIGUA","US",1,"ALL","ALL","ALL"
"2026/02/19","14978.2","A","NY","90NY","CANANDAIGUA","US",1,"IREG","",""
"2026/02/19","14982.","A","NY","NY07","CANTON","US",1,"JUN-NOV","ALL","DAWN-DUSK"
"2026/02/19","14984.","A","NY","NY69","CAPE VINCENT","US",1,"UNATNDD","",""
"2026/02/19","14990.5","H","NY","96NY","CARMEL","US",1,"UNATNDD","",""
"2026/02/19","14992.","A","NY","NK01","CARTHAGE","US",1,"ALL","ALL","DALGT"
"2026/02/19","14995.","A","NY","28NY","CASSADAGA","US",1,"UNATNDD","",""
"2026/02/19","14999.","A","NY","0NK0","CATTARAUGUS","US",1,"UNATNDD","",""
"2026/02/19","14999.01","A","NY","NY76","CATTARAUGUS","US",1,"APR-OCT","ALL","DAWN-DUSK"
"2026/02/19","15009.11","A","NY","19NK","CENTRAL SQUARE","US",1,"UNATNDD","",""
"2026/02/19","15018.","A","NY","3NY0","CHARLESTON","US",1,"ALL","ALL","DAWN-DUSK"
"2026/02/19","15023.","A","NY","0NK2","CHARLTON","US",1,"UNATNDD","",""
"2026/02/19","15037.","A","NY","4NY1","CHESTER","US",1,"UNATNDD","",""
"2026/02/19","15037.05","H","NY","2NY2","CHESTER","US",1,"UNATNDD","",""
"2026/02/19","15038.1","A","NY","NK51","CHITTENANGO","US",1,"UNATNDD","",""
"2026/02/19","15046.39","A","NY","NK87","CLARENCE CENTER","US",1,"UNATNDD","",""
"2026/02/19","15046.4","A","NY","NK19","CLARENCE CENTER","US",1,"UNATNDD","",""
"2026/02/19","15049.","A","NY","1H1","CLAY","US",1,"ALL","ALL","DALGT"
"2026/02/19","15049.6","A","NY","28NK","CLAYTON","US",1,"ALL","ALL","DAWN-DUSK"
"2026/02/19","15063.","C","NY","4NY2","COLLEGE POINT","US",1,"ALL","MON-FRI","0800-1600"
"2026/02/19","15087.","A","NY","K23","COOPERSTOWN","US",3,"UNATNDD","",""
"2026/02/19","15087.01","H","NY","3NK2","COOPERSTOWN","US",1,"UNATNDD","",""
"2026/02/19","15090.01","A","NY","3NK8","COPAKE","US",1,"UNATNDD","",""
"2026/02/19","15100.","A","NY","6NY1","CORNING","US",1,"UNATNDD","",""
"2026/02/19","15100.01","A","NY","7N1","CORNING","US",1,"ALL","ALL","DALGT"
"2026/02/19","15100.7","H","NY","8NY4","CORNING","US",1,"UNATT","",""
"2026/02/19","15101.","H","NY","84NK","CORNWALL","US",1,"UNATNDD","",""
"2026/02/19","15107.","A","NY","N03","CORTLAND","US",2,"ALL","MON-FRI","0700-1530"
"2026/02/19","15107.8","A","NY","NY73","COVENTRYVILLE","US",1,"UNATNDD","",""
"2026/02/19","15108.1","A","NY","NY74","COXSACKIE","US",1,"UNATNDD","",""
"2026/02/19","15121.012","H","NY","37NY","CUBA","US",1,"ALL","ALL","DALGT"
"2026/02/19","15123.5","A","NY","NK05","DANBY","US",1,"UNATNDD","",""
"2026/02/19","15125.","A","NY","DSV","DANSVILLE","US",1,"ALL","MON - FRI","0900-1630"
"2026/02/19","15126.5","A","NY","NY02","DAVENPORT","US",1,"UNATNDD","",""
"2026/02/19","15128.01","A","NY","1E8","DEGRASSE","US",1,"UNATNDD","",""
"2026/02/19","15130.2","G","NY","NY77","DELANSON","US",1,"MAY-OCT","ALL","ALL"
"2026/02/19","15148.","A","NY","4B1","DUANESBURG","US",1,"UNATTENDED","",""
"2026/02/19","15148.1","A","NY","8NY5","DUANESBURG","US",1,"ALL","ALL","ALL"
"2026/02/19","15152.2","A","NY","38NY","DUNDEE","US",1,"ALL","ALL","DALGT"
"2026/02/19","15157.","A","NY","DKK","DUNKIRK","US",1,"ALL","ALL","0700-1700"
"2026/02/19","15157.01","H","NY","22NK","DUNKIRK","US",1,"UNATNDD","",""
"2026/02/19","15157.51","H","NY","02NY","DURHAMVILLE","US",1,"UNATNDD","",""
"2026/02/19","15167.01","H","NY","4NY5","EAST HAMPTON","US",1,"ALL","MON-SAT","0700-1700"
"2026/02/19","15167.6","A","NY","42NY","EAST HOMER","US",1,"UNATNDD","",""
"2026/02/19","15174.11","H","NY","87NY","EAST MORICHES","US",1,"UNATNDD","",""
"2026/02/19","15174.13","H","NY","51NK","EAST MORICHES","US",1,"UNATNDD","",""
"2026/02/19","15177.","A","NY","NY16","EAST PALMYRA","US",1,"UNATNDD","",""
"2026/02/19","15178.01","H","NY","1NY1","EASTPORT","US",1,"ALL","ALL","ALL"
"2026/02/19","15178.15","A","NY","NY82","EAST SCHODACK","US",1,"UNATNDD","",""
"2026/02/19","15192.8","A","NY","1F2","EDINBURG","US",1,"UNATNDD","",""
"2026/02/19","15198.","A","NY","NY19","ELBRIDGE","US",1,"JUN-AUG","ALL","DAWN-DUSK"
"2026/02/19","15201.51","A","NY","N89","ELLENVILLE","US",1,"ALL","ALL","0800-DARK"
"2026/02/19","15203.","A","NY","ELM","ELMIRA/CORNING","US",1,"ALL","ALL","ALL"
"2026/02/19","15203.01","H","NY","3NK9","ELMIRA","US",1,"ALL","ALL","ALL"
"2026/02/19","15208.","G","NY","4NY8","ELMIRA","US",1,"SEP-JUN","SAT-SUN","1000-1700,JUN-SEP/ALL/1000-DARK"
"2026/02/19","15209.1","H","NY","4NY9","ELMONT","US",1,"UNATNDD","",""
"2026/02/19","15218.","A","NY","CZG","ENDICOTT","US",2,"ATNDD","",""
"2026/02/19","15225.","A","NY","NK54","ERIN","US",1,"UNATNDD","",""
"2026/02/19","15225.5","A","NY","NY05","ESPERANCE","US",1,"UNATNDD","",""
"2026/02/19","15225.51","A","NY","7NY1","ESPERANCE","US",1,"UNATNDD","",""
"2026/02/19","15227.","C","NY","NY83","ESSEX","US",1,"MAY-OCT","ALL","DALGT"
"2026/02/19","15227.02","A","NY","41NY","ESSEX","US",1,"UNATNDD","",""
"2026/02/19","15230.","A","NY","4NK3","EVANS","US",1,"UNATNDD","",""
"2026/02/19","15232.","A","NY","4NK4","FABIUS","US",1,"APR-OCT","ALL","DALGT"
"2026/02/19","15236.","A","NY","FRG","FARMINGDALE","US",1,"ALL","ALL","ALL"
"2026/02/19","15236.5","A","NY","74NY","FARMINGTON","US",1,"UNATNDD","",""
"2026/02/19","15242.","A","NY","0B8","FISHERS ISLAND","US",1,"MAY-OCT","SUN","1000-1630"
"2026/02/19","15242.","A","NY","0B8","FISHERS ISLAND","US",2,"MAY-OCT","MON-SAT","0800-1630"
"2026/02/19","15242.","A","NY","0B8","FISHERS ISLAND","US",5,"1 NOV-30 APR","UNATNDD",""
"2026/02/19","15251.6","A","NY","83K","FORT ANN","US",1,"UNATTNDD","",""
"2026/02/19","15252.","A","NY","GTB","FORT DRUM","US",1,"ALL","MON-FRI","0700-2200"
"2026/02/19","15253.","A","NY","NY87","FORT JOHNSON","US",1,"UNATNDD","",""
"2026/02/19","15260.","A","NY","NY20","FORT PLAIN","US",1,"UNATNDD","",""
"2026/02/19","15260.03","A","NY","11NK","FORT PLAIN","US",1,"UNATNDD","",""
"2026/02/19","15260.1","A","NY","NY88","FORT PLAIN","US",1,"IREG","",""
"2026/02/19","15260.11","A","NY","44NY","FORT PLAIN","US",1,"ALL","ALL","0800-1700"
"2026/02/19","15268.6","A","NY","1I5","FREEHOLD","US",1,"APR-DEC","ALL","0900-DUSK"
"2026/02/19","15271.","H","NY","58NY","FREEPORT","US",1,"UNATNDD","",""
"2026/02/19","15276.","A","NY","FZY","FULTON","US",2,"ALL","MON-FRI","0730-1600"
"2026/02/19","15279.5","A","NY","N25","GALLUPVILLE","US",2,"APR-OCT","ALL","DAWN-DUSK"
"2026/02/19","15279.58","A","NY","NY37","GALWAY","US",1,"ALL","SAT-SUN","SR-SS"
"2026/02/19","15279.8","A","NY","K30","GANSEVOORT","US",1,"UNATNDD","",""
"2026/02/19","15279.81","A","NY","NK17","GANSEVOORT","US",1,"UNATNDD","",""
"2026/02/19","15281.","A","NY","5NY5","GARDINER","US",1,"ALL","IREG","IREG"
"2026/02/19","15289.","A","NY","9G5","GASPORT","US",1,"ALL","ALL","0900-1800"
"2026/02/19","15292.4","A","NY","D52","GENESEO","US",1,"OCT-MAR","WED-SAT","1000-1500"
"2026/02/19","15292.4","A","NY","D52","GENESEO","US",2,"APR-SEPT","WED-SUN","1000-1500"
"2026/02/19","15293.","A","NY","NK76","GENEVA","US",1,"UNATNDD","",""
"2026/02/19","15301.","A","NY","NY1","GHENT","US",1,"UNATNDD","",""
"2026/02/19","15302.","H","NY","3NK7","GILBOA/GRAND GORGE","US",1,"ALL","ALL","ALL"
"2026/02/19","15309.","A","NY","GFL","GLENS FALLS","US",1,"ALL","ALL","0800-1800"
"2026/02/19","15309.02","H","NY","10NK","GLENS FALLS","US",1,"UNATNDD","",""
"2026/02/19","15317.","A","NY","92G","GORHAM","US",1,"ALL","MON-FRI","IRREG"
"2026/02/19","15317.","A","NY","92G","GORHAM","US",2,"ALL","SAT-SUN","IRREG"
"2026/02/19","15319.11","A","NY","NK16","GOUVERNEUR","US",1,"UNATNDD","",""
"2026/02/19","15320.1","A","NY","D59","GOWANDA","US",1,"UNATNDD","",""
"2026/02/19","15322.","A","NY","01NK","GRANVILLE","US",1,"ALL","ALL","0900-1600"
"2026/02/19","15344.","A","NY","N56","GREAT VALLEY","US",1,"ALL","ALL","DALGT"
"2026/02/19","15346.","A","NY","4N7","GREENE","US",1,"ALL","ALL","DALGT"
"2026/02/19","15347.7","H","NY","NK48","GREENPORT","US",1,"UNATNDD","",""
