"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","SKED_SEQ_NO","MONTH","DAY","HOUR"
"2026/02/19","05860.01","A","IA","4K6","BLOOMFIELD","US",1,"ALL","MON-FRI","0830-1730"
"2026/02/19","05860.01","A","IA","4K6","BLOOMFIELD","US",2,"ALL","SAT","0900-1200"
"2026/02/19","05865.","A","IA","BNW","BOONE","US",3,"ALL","ALL","0800-1700"
"2026/02/19","05865.01","H","IA","02IA","BOONE","US",1,"UNATNDD","",""
"2026/02/19","05868.61","A","IA","09IA","BROOKLYN","US",1,"UNATNDD","",""
"2026/02/19","05869.71","A","IA","IA70","BUFFALO CENTER","US",1,"UNATNDD","",""
"2026/02/19","05871.","A","IA","BRL","BURLINGTON","US",1,"ALL","ALL","0700-1900"
"2026/02/19","05871.01","A","IA","58IA","BURLINGTON","US",1,"UNATNDD","",""
"2026/02/19","05874.","A","IA","CIN","CARROLL","US",1,"ALL","ALL","0800-DUSK"
"2026/02/19","05874.01","H","IA","0IA1","CARROLL","US",1,"UNATNDD","",""
"2026/02/19","05874.7","A","IA","97IA","CARSON","US",1,"UNATNDD","",""
"2026/02/19","05881.21","A","IA","24IA","CEDAR FALLS","US",1,"UNATNDD","",""
"2026/02/19","05883.11","H","IA","IA73","CEDAR RAPIDS","US",1,"UNATNDD","",""
"2026/02/19","05883.13","H","IA","IA72","CEDAR RAPIDS","US",1,"UNATNDD","",""
"2026/02/19","05884.","A","IA","CID","CEDAR RAPIDS","US",1,"ALL","MON-FRI","0500-2330"
"2026/02/19","05884.","A","IA","CID","CEDAR RAPIDS","US",2,"ALL","SAT-SUN","0500-2330"
"2026/02/19","05888.81","A","IA","0IA8","CENTER POINT","US",1,"UNATNDD","",""
"2026/02/19","05889.","A","IA","TVK","CENTERVILLE","US",1,"ALL","MON - FRI","0800-1630"
"2026/02/19","05889.","A","IA","TVK","CENTERVILLE","US",2,"ALL","SAT-SUN","UNATNDD"
"2026/02/19","05889.02","H","IA","IA25","CENTERVILLE","US",1,"UNATNDD","",""
"2026/02/19","05894.","A","IA","CNC","CHARITON","US",4,"ALL","ALL","ON CALL"
"2026/02/19","05894.01","H","IA","IA19","CHARITON","US",1,"UNATNDD","",""
"2026/02/19","05895.2","A","IA","CCY","CHARLES CITY","US",1,"ALL","MON-SAT","0700-1700"
"2026/02/19","05895.2","A","IA","CCY","CHARLES CITY","US",2,"ALL","SUN","0800-1600"
"2026/02/19","05895.21","H","IA","4IA3","CHARLES CITY","US",1,"ALL","ALL","ALL"
"2026/02/19","05898.","A","IA","CKP","CHEROKEE","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","05898.","A","IA","CKP","CHEROKEE","US",2,"ALL","SAT","0800-1200"
"2026/02/19","05898.01","H","IA","IA13","CHEROKEE","US",1,"ALL","ALL","ALL"
"2026/02/19","05903.","A","IA","ICL","CLARINDA","US",1,"ALL","ALL","0800-1700"
"2026/02/19","05905.","A","IA","CAV","CLARION","US",2,"UNATNDD","",""
"2026/02/19","05905.01","H","IA","4IA5","CLARION","US",1,"UNATNDD","",""
"2026/02/19","05915.","A","IA","CWI","CLINTON","US",3,"ALL","MON-FRI","0800-1700"
"2026/02/19","05915.02","H","IA","7IA5","CLINTON","US",1,"UNATNDD","",""
"2026/02/19","05920.","A","IA","16IA","COON RAPIDS","US",1,"UNATNDD","",""
"2026/02/19","05926.3","A","IA","CRZ","CORNING","US",1,"UNATNDD","",""
"2026/02/19","05929.","A","IA","0E9","CORYDON","US",1,"UNATNDD","",""
"2026/02/19","05929.02","H","IA","IA46","CORYDON","US",1,"UNATNDD","",""
"2026/02/19","05929.23","A","IA","6IA6","CORYDON","US",1,"UNATNDD","",""
"2026/02/19","05932.1","A","IA","CBF","COUNCIL BLUFFS","US",1,"ALL","ALL","0700-2000"
"2026/02/19","05932.11","A","IA","IA35","COUNCIL BLUFFS","US",1,"UNATNDD","",""
"2026/02/19","05932.12","H","IA","6IA2","COUNCIL BLUFFS","US",1,"UNATNDD","",""
"2026/02/19","05935.1","A","IA","CJJ","CRESCO","US",1,"UNATNDD","",""
"2026/02/19","05937.","A","IA","CSQ","CRESTON","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","05937.","A","IA","CSQ","CRESTON","US",2,"ALL","SAT-SUN","ON CALL"
"2026/02/19","05937.02","H","IA","4IA0","CRESTON","US",1,"UNATNDD","",""
"2026/02/19","05937.03","U","IA","1IA4","CRESTON","US",1,"UNATNDD","",""
"2026/02/19","05938.011","A","IA","20IA","CUMMING","US",1,"UNATNDD","",""
"2026/02/19","05938.3","A","IA","2IA9","CRYSTAL LAKE","US",1,"ALL","ALL","ALL"
"2026/02/19","05939.1","A","IA","39IA","DALLAS CENTER","US",1,"ALL","ALL","0800-DUSK"
"2026/02/19","05941.2","A","IA","DVN","DAVENPORT","US",1,"ALL","ALL","0630-DUSK"
"2026/02/19","05941.21","H","IA","IA81","DAVENPORT","US",1,"UNATNDD","",""
"2026/02/19","05941.211","H","IA","2IA0","DAVENPORT","US",1,"ALL","ALL","ALL"
"2026/02/19","05943.2","A","IA","DEH","DECORAH","US",2,"ALL","MON-SAT","ALL"
"2026/02/19","05943.2","A","IA","DEH","DECORAH","US",3,"ALL","SUN","ON CALL"
"2026/02/19","05943.22","H","IA","IA04","DECORAH","US",1,"ALL","ALL","ALL"
"2026/02/19","05946.","A","IA","DNS","DENISON","US",1,"ALL","MON - FRI","0800-1700"
"2026/02/19","05950.","A","IA","DSM","DES MOINES","US",1,"ALL","ALL","ALL"
"2026/02/19","05950.21","H","IA","6IA4","DES MOINES","US",1,"UNATNDD","",""
"2026/02/19","05950.23","H","IA","IA64","DES MOINES","US",1,"ALL","ALL","ALL"
"2026/02/19","05950.24","H","IA","IA82","DES MOINES","US",1,"ALL","ALL","ALL"
"2026/02/19","05950.42","H","IA","IA98","DES MOINES","US",1,"UNATNDD","",""
"2026/02/19","05955.45","H","IA","1IA2","DORCHESTER","US",1,"UNATNDD","",""
"2026/02/19","05956.13","H","IA","IA10","DUBUQUE","US",1,"UNATNDD","",""
"2026/02/19","05956.15","H","IA","2IA1","DUBUQUE","US",1,"ALL","ALL","ALL"
"2026/02/19","05957.","A","IA","DBQ","DUBUQUE","US",1,"ALL","ALL","0600-2200"
"2026/02/19","05960.","A","IA","IA8","DYERSVILLE","US",1,"UNATNDD","",""
"2026/02/19","05966.","A","IA","EAG","EAGLE GROVE","US",1,"UNATNDD","",""
"2026/02/19","05968.","A","IA","99IA","EDDYVILLE","US",1,"UNATNDD","",""
"2026/02/19","05973.","A","IA","I27","ELKADER","US",1,"IREG","",""
"2026/02/19","05973.01","H","IA","2IA2","ELKADER","US",1,"ALL","ALL","ALL"
"2026/02/19","05977.","A","IA","EGQ","EMMETSBURG","US",1,"ALL","ALL","IRREGULAR"
"2026/02/19","05977.01","H","IA","IA79","EMMETSBURG","US",1,"UNATNDD","",""
"2026/02/19","05981.","A","IA","EST","ESTHERVILLE","US",1,"ALL","ALL","DAWN-DUSK"
"2026/02/19","05983.","A","IA","FFL","FAIRFIELD","US",1,"ALL","MON-FRI","0730-1630"
"2026/02/19","05983.","A","IA","FFL","FAIRFIELD","US",2,"ALL","SAT - SUN","ON CALL"
"2026/02/19","05983.01","H","IA","7IA6","FAIRFIELD","US",1,"UNATNDD","",""
"2026/02/19","05996.","A","IA","FXY","FOREST CITY","US",1,"ALL","MON-FRI","0800-1730"
"2026/02/19","05999.","A","IA","FOD","FORT DODGE","US",1,"ALL","ALL","0500-1600"
"2026/02/19","05999.01","H","IA","IA74","FORT DODGE","US",1,"ALL","ALL","ALL"
"2026/02/19","06000.","A","IA","FSW","FORT MADISON","US",2,"ALL","MON-SUN","ON CALL"
"2026/02/19","06019.1","A","IA","GFZ","GREENFIELD","US",1,"UNATNDD","",""
"2026/02/19","06019.11","H","IA","75IA","GREENFIELD","US",1,"UNATNDD","",""
"2026/02/19","06022.1","H","IA","IA09","GRINNELL","US",1,"ALL","ALL","ALL"
"2026/02/19","06022.11","A","IA","GGI","GRINNELL","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06022.11","A","IA","GGI","GRINNELL","US",2,"ALL","SAT","0800-1200"
"2026/02/19","06028.1","A","IA","6K7","GRUNDY CENTER","US",1,"UNATNDD","",""
"2026/02/19","06030.01","A","IA","GCT","GUTHRIE CENTER","US",1,"UNATNDD","",""
"2026/02/19","06033.","A","IA","IA23","GUTTENBERG","US",1,"UNATNDD","",""
"2026/02/19","06033.3","H","IA","IA60","GUTTENBERG","US",1,"UNATNDD","",""
"2026/02/19","06038.","H","IA","2IA5","HAMBURG","US",1,"UNATNDD","",""
"2026/02/19","06039.","A","IA","IA31","HAMPTON","US",1,"UNATNDD","",""
"2026/02/19","06039.1","A","IA","HPT","HAMPTON","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06040.","A","IA","HNR","HARLAN","US",1,"APR-SEP","MON-FRI","0800-1700"
"2026/02/19","06040.","A","IA","HNR","HARLAN","US",2,"OCT-MAR","MON-FRI","0800-1600"
"2026/02/19","06040.01","H","IA","IA55","HARLAN","US",1,"ALL","ALL","ALL"
"2026/02/19","06056.","A","IA","11IA","HUDSON","US",1,"UNATNDD","",""
"2026/02/19","06057.1","A","IA","0K7","HUMBOLDT","US",1,"UNATNDD","",""
"2026/02/19","06057.11","H","IA","IA90","HUMBOLDT","US",1,"UNATNDD","",""
"2026/02/19","06065.1","H","IA","IA37","IDA GROVE","US",1,"UNATNDD","",""
"2026/02/19","06065.2","A","IA","IDG","IDA GROVE","US",1,"ALL","ALL","ON CALL"
"2026/02/19","06068.1","A","IA","IIB","INDEPENDENCE","US",1,"ALL","ALL","0700-DUSK"
"2026/02/19","06069.1","A","IA","IA86","INDIANOLA","US",1,"UNATNDD","",""
"2026/02/19","06069.11","A","IA","IA85","INDIANOLA","US",1,"UNATNDD","",""
"2026/02/19","06069.12","A","IA","6Z6","INDIANOLA","US",1,"IREG","",""
"2026/02/19","06069.13","H","IA","IA71","INDIANOLA","US",1,"UNATNDD","",""
"2026/02/19","06069.14","A","IA","IA11","INDIANOLA","US",1,"ALL","ALL","DALGT"
"2026/02/19","06069.2","A","IA","IA41","INDIANOLA","US",1,"UNATNDD","",""
"2026/02/19","06070.","A","IA","IOW","IOWA CITY","US",1,"ALL","ALL","0630-2030"
"2026/02/19","06070.01","A","IA","IA16","IOWA CITY","US",1,"UNATNDD","",""
"2026/02/19","06070.02","H","IA","1IA7","IOWA CITY","US",1,"ALL","ALL","ALL"
"2026/02/19","06074.","A","IA","IFA","IOWA FALLS","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06075.","A","IA","EFW","JEFFERSON","US",1,"","","UNATNDD"
"2026/02/19","06075.01","H","IA","3IA2","JEFFERSON","US",1,"ON CALL","",""
"2026/02/19","06078.","A","IA","93IA","JEWELL","US",1,"UNATNDD","",""
"2026/02/19","06080.","A","IA","EOK","KEOKUK","US",1,"ALL","MON-FRI","0800-1630"
"2026/02/19","06080.6","A","IA","6K9","KEOSAUQUA","US",1,"ALL","MON-FRI","0900-1700"
"2026/02/19","06080.6","A","IA","6K9","KEOSAUQUA","US",2,"ALL","SAT-SUN","0900-1300"
"2026/02/19","06080.61","A","IA","27IA","KEOSAUQUA","US",1,"UNATNDD","",""
"2026/02/19","06083.3","A","IA","OXV","KNOXVILLE","US",1,"ALL","ALL","DAWN-DUSK"
"2026/02/19","06083.31","H","IA","0IA0","KNOXVILLE","US",1,"ALL","ALL","ALL"
"2026/02/19","06085.5","H","IA","2IA6","LAKE CITY","US",1,"UNATNDD","",""
"2026/02/19","06086.","A","IA","0Y6","LAKE MILLS","US",1,"UNATNDD","",""
"2026/02/19","06089.","A","IA","LWD","LAMONI","US",1,"UNATNDD","",""
"2026/02/19","06096.","A","IA","2VA","LARCHWOOD","US",1,"ALL","ALL","ON CALL"
"2026/02/19","06099.5","A","IA","IA84","LAWTON","US",1,"UNATNDD","",""
"2026/02/19","06109.","A","IA","LRJ","LE MARS","US",4,"ALL","MON-FRI","0800-1730"
"2026/02/19","06109.","A","IA","LRJ","LE MARS","US",5,"ALL","SAT- SUN","PRIOR REQUEST"
"2026/02/19","06109.01","A","IA","12IA","LEMARS","US",1,"UNATNDD","",""
"2026/02/19","06110.3","H","IA","6IA0","LEON","US",1,"UNATNDD","",""
"2026/02/19","06112.","A","IA","IA83","LIVERMORE","US",1,"UNATNDD","",""
"2026/02/19","06117.","A","IA","6IA7","LOCKRIDGE","US",1,"UNATNDD","",""
"2026/02/19","06132.11","A","IA","C27","MANCHESTER","US",1,"ON CALL","",""
"2026/02/19","06147.1","A","IA","MEY","MAPLETON","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06149.1","A","IA","OQW","MAQUOKETA","US",1,"UNATNDD","",""
"2026/02/19","06155.6","A","IA","C17","MARION","US",1,"ALL","ALL","ALL"
"2026/02/19","06161.","H","IA","6IA8","MARSHALLTOWN","US",1,"UNATNDD","",""
"2026/02/19","06161.1","A","IA","MIW","MARSHALLTOWN","US",1,"ALL","ALL","0800-1700"
"2026/02/19","06164.","A","IA","MCW","MASON CITY","US",1,"ALL","ALL","0700-1700"
"2026/02/19","06164.01","A","IA","73IA","MASON CITY","US",1,"UNATNDD","",""
"2026/02/19","06164.19","A","IA","SXK","MAURICE","US",1,"ALL","MON-FRI","0600-1800"
"2026/02/19","06164.19","A","IA","SXK","MAURICE","US",2,"ALL","SAT","0800-1200"
"2026/02/19","06167.4","A","IA","0IA4","MEDIAPOLIS","US",1,"UNATNDD","",""
"2026/02/19","06171.5","H","IA","0IA9","MIDDLETON","US",1,"UNATNDD","",""
"2026/02/19","06173.","A","IA","4D8","MILFORD","US",1,"UNATNDD","",""
"2026/02/19","06173.6","A","IA","0IA5","MILLERTON","US",1,"UNATNDD","",""
"2026/02/19","06175.","A","IA","90IA","MISSOURI VALLEY","US",1,"UNATNDD","",""
"2026/02/19","06183.1","A","IA","MXO","MONTICELLO","US",1,"ALL","ALL","0730-1830"
"2026/02/19","06186.01","A","IA","1Y3","MOUNT AYR","US",1,"UNATNDD","",""
"2026/02/19","06194.","A","IA","MPZ","MOUNT PLEASANT","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06194.","A","IA","MPZ","MOUNT PLEASANT","US",2,"ALL","SAT-SUN","ON-CALL"
"2026/02/19","06194.01","H","IA","2IA3","MOUNT PLEASANT","US",1,"ALL","ALL","ALL"
"2026/02/19","06199.","A","IA","MUT","MUSCATINE","US",1,"ALL","MON - FRI","0700-1800"
"2026/02/19","06199.","A","IA","MUT","MUSCATINE","US",2,"ALL","SAT - SUN","0800-1600"
"2026/02/19","06199.01","H","IA","8IA0","MUSCATINE","US",1,"UNATNDD","",""
"2026/02/19","06216.01","H","IA","1IA5","NEVADA","US",1,"UNATNDD","",""
"2026/02/19","06218.9","A","IA","7IA7","NEW HAMPTON","US",1,"ALL","ALL","ALL"
"2026/02/19","06219.","A","IA","1Y5","NEW HAMPTON","US",1,"UNATNDD","",""
"2026/02/19","06219.01","H","IA","IA50","NEW HAMPTON","US",1,"ALL","ALL","ALL"
"2026/02/19","06221.","H","IA","5IA0","NEWTON","US",1,"UNATNDD","",""
"2026/02/19","06221.1","A","IA","TNU","NEWTON","US",1,"ALL","MON-FRI","0730-1800"
"2026/02/19","06221.1","A","IA","TNU","NEWTON","US",2,"ALL","SAT-SUN","0800-1700"
"2026/02/19","06224.1","A","IA","05IA","NORA SPRINGS","US",1,"IREG","",""
"2026/02/19","06224.7","A","IA","5D2","NORTHWOOD","US",1,"UNATNDD","",""
"2026/02/19","06230.","A","IA","IA01","OAKLAND","US",1,"UNATNDD","",""
"2026/02/19","06233.","A","IA","OLZ","OELWEIN","US",2,"UNATNDD","",""
"2026/02/19","06233.1","H","IA","IA57","OELWEIN","US",1,"ALL","ALL","ALL"
"2026/02/19","06244.11","H","IA","2IA8","ONAWA","US",1,"UNATNDD","",""
"2026/02/19","06253.7","A","IA","D02","OSAGE","US",1,"UNATNDD","",""
"2026/02/19","06254.2","H","IA","6IA9","OSCEOLA","US",1,"UNATNDD","",""
"2026/02/19","06254.21","A","IA","I75","OSCEOLA","US",2,"ALL","MON - FRI","0800-1400"
"2026/02/19","06255.01","A","IA","IA63","OSKALOOSA","US",1,"IREG","",""
"2026/02/19","06255.011","H","IA","IA34","OSKALOOSA","US",1,"ALL","ALL","ALL"
"2026/02/19","06255.1","A","IA","OOA","OSKALOOSA","US",1,"MAY-SEP","MON - FRI","0800-1800"
"2026/02/19","06255.1","A","IA","OOA","OSKALOOSA","US",2,"OCT-APR","MON - FRI","0800-1700"
"2026/02/19","06255.1","A","IA","OOA","OSKALOOSA","US",3,"ALL","SAT - SUN","ON CALL"
"2026/02/19","06258.","A","IA","OTM","OTTUMWA","US",1,"ALL","ALL","0700-2000"
"2026/02/19","06258.01","H","IA","3IA6","OTTUMWA","US",1,"ALL","ALL","ALL"
"2026/02/19","06260.","A","IA","IA24","OXFORD","US",1,"ALL","ALL","0800-1700"
"2026/02/19","06265.","A","IA","04IA","PACKWOOD","US",1,"UNATNDD","",""
"2026/02/19","06268.","A","IA","1Y9","PAULLINA","US",1,"UNATNDD","",""
"2026/02/19","06271.1","A","IA","PEA","PELLA","US",1,"ALL","MON-SAT","0700-DUSK"
"2026/02/19","06271.1","A","IA","PEA","PELLA","US",2,"ALL","SUN","0900-1700"
"2026/02/19","06271.11","H","IA","7IA9","PELLA","US",1,"UNATNDD","",""
"2026/02/19","06273.","A","IA","PRO","PERRY","US",1,"ALL","MON-SAT","0800-1700"
"2026/02/19","06273.","A","IA","PRO","PERRY","US",2,"ALL","SUN","0900-1600"
"2026/02/19","06277.","A","IA","POH","POCAHONTAS","US",1,"UNATNDD","",""
"2026/02/19","06277.41","H","IA","IA96","PRIMGHAR","US",1,"ALL","ALL","ALL"
"2026/02/19","06278.","A","IA","2Y1","RADCLIFFE","US",1,"UNATNDD","",""
"2026/02/19","06283.","A","IA","RDK","RED OAK","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06283.01","H","IA","IA91","RED OAK","US",1,"ALL","ALL","ALL"
"2026/02/19","06290.16","A","IA","8IA8","RIVERSIDE","US",1,"UNATNDD","",""
"2026/02/19","06292.1","A","IA","RRQ","ROCK RAPIDS","US",1,"ALL","MON-FRI","0900-1700"
"2026/02/19","06292.1","A","IA","RRQ","ROCK RAPIDS","US",2,"ALL","SAT","0900-1200"
"2026/02/19","06296.","H","IA","8IA1","ROCK VALLEY","US",1,"UNATNDD","",""
"2026/02/19","06298.12","A","IA","2Y4","ROCKWELL CITY","US",1,"UNATNDD","",""
"2026/02/19","06301.4","A","IA","34IA","RUSSELL","US",1,"UNATNDD","",""
"2026/02/19","06304.","A","IA","SKI","SAC CITY","US",3,"ALL","MON-FRI","0800-1600"
"2026/02/19","06304.01","H","IA","6IA1","SAC CITY","US",1,"UNATNDD","",""
"2026/02/19","06305.","A","IA","42IA","SALIX","US",1,"UNATNDD","",""
"2026/02/19","06322.","A","IA","SHL","SHELDON","US",1,"ALL","MON - FRI","0730 - 1700"
"2026/02/19","06322.","A","IA","SHL","SHELDON","US",2,"ALL","SAT - SUN","ON CALL"
"2026/02/19","06327.","A","IA","SDA","SHENANDOAH","US",1,"ALL","MON - SAT","0800-1700"
"2026/02/19","06327.01","H","IA","23IA","SHENANDOAH","US",1,"UNATNDD","",""
"2026/02/19","06334.","A","IA","ISB","SIBLEY","US",1,"ALL","MON - FRI","0600-1800"
"2026/02/19","06334.01","H","IA","IA40","SIBLEY","US",1,"UNATNDD","",""
"2026/02/19","06336.","A","IA","29IA","SIDNEY","US",1,"UNATNDD","",""
"2026/02/19","06338.11","H","IA","83IA","SIGOURNEY","US",1,"UNATNDD","",""
"2026/02/19","06341.","A","IA","SUX","SIOUX CITY","US",1,"ALL","MON-SUN","0400-0000"
"2026/02/19","06341.03","H","IA","5IA2","SIOUX CITY","US",1,"ALL","ALL","ALL"
"2026/02/19","06341.05","H","IA","6IA3","SIOUX CITY","US",1,"UNATNDD","",""
"2026/02/19","06348.","A","IA","SPW","SPENCER","US",1,"ALL","MON-FRI","0700-1900"
"2026/02/19","06348.","A","IA","SPW","SPENCER","US",2,"ALL","SAT-SUN","0800-1700"
"2026/02/19","06348.01","H","IA","1IA3","SPENCER","US",1,"ALL","ALL","ALL"
"2026/02/19","06350.01","H","IA","IA99","SPIRIT LAKE","US",1,"UNATNDD","",""
"2026/02/19","06350.11","A","IA","0F3","SPIRIT LAKE","US",1,"MAY-SEP","ALL","IRREG"
"2026/02/19","06357.","A","IA","SLB","STORM LAKE","US",1,"JUNE - SEPT","MON-SAT","0800-1700"
"2026/02/19","06357.","A","IA","SLB","STORM LAKE","US",2,"OCT - MAY","MON - SAT","0900 - 1700"
"2026/02/19","06360.7","H","IA","IA33","STUART","US",1,"UNATNDD","",""
"2026/02/19","06361.7","A","IA","8C2","SULLY","US",1,"UNATNDD","",""
"2026/02/19","06379.1","A","IA","53IA","TAMA","US",1,"UNATNDD","",""
"2026/02/19","06380.11","A","IA","8C4","TIPTON","US",1,"","","UNATNDD"
"2026/02/19","06381.4","A","IA","8C5","TOLEDO","US",1,"UNATNDD","",""
"2026/02/19","06383.1","A","IA","8C6","TRAER","US",1,"UNATNDD","",""
"2026/02/19","06394.61","A","IA","VTI","VINTON","US",1,"ALL","ALL","0900-1800"
"2026/02/19","06394.62","H","IA","IA78","VINTON","US",1,"ALL","ALL","ALL"
"2026/02/19","06395.","A","IA","06IA","WALFORD","US",1,"UNATNDD","",""
"2026/02/19","06398.","A","IA","AWG","WASHINGTON","US",1,"ALL","MON-THURS","0700-1500"
"2026/02/19","06398.01","H","IA","3IA0","WASHINGTON","US",1,"ALL","ALL","ALL"
"2026/02/19","06402.","A","IA","ALO","WATERLOO","US",1,"ALL","ALL","0500-2100"
"2026/02/19","06402.02","H","IA","2IA4","WATERLOO","US",1,"ALL","ALL","ALL"
"2026/02/19","06403.","A","IA","10IA","WATERLOO","US",1,"UNATNDD","",""
"2026/02/19","06403.2","H","IA","IA29","WATERLOO","US",1,"UNATNDD","",""
"2026/02/19","06406.1","A","IA","Y01","WAUKON","US",1,"UNATNDD","",""
"2026/02/19","06410.2","A","IA","C25","WAVERLY","US",1,"ALL","MON-SAT","0800-1700"
"2026/02/19","06410.2","A","IA","C25","WAVERLY","US",2,"ALL","SUN","1200-1700"
"2026/02/19","06413.","A","IA","EBS","WEBSTER CITY","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06413.","A","IA","EBS","WEBSTER CITY","US",2,"ALL","SAT-SUN","ON CALL"
"2026/02/19","06413.1","H","IA","IA95","WEBSTER CITY","US",1,"ALL","ALL","ALL"
"2026/02/19","06415.7","H","IA","45IA","WEST BURLINGTON","US",1,"UNATNDD","",""
"2026/02/19","06415.71","A","IA","19IA","WEST BURLINGTON","US",1,"UNATNDD","",""
"2026/02/19","06416.1","A","IA","4IA2","WEST LIBERTY","US",1,"UNATNDD","",""
"2026/02/19","06416.6","A","IA","3Y2","WEST UNION","US",2,"UNATNDD","",""
"2026/02/19","06417.6","A","IA","IA58","WHITING","US",1,"UNATNDD","",""
"2026/02/19","06420.","A","IA","3Y3","WINTERSET","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06420.","A","IA","3Y3","WINTERSET","US",2,"ALL","SAT-SUN","ON CALL"
"2026/02/19","06428.","A","IA","3Y4","WOODBINE","US",1,"UNATNDD","",""
"2026/02/19","06429.","H","IA","IA89","WOODWARD","US",1,"ALL","ALL","ALL"
"2026/02/19","06430.","A","IA","IA30","ZWINGLE","US",1,"UNATNDD","",""
"2026/02/19","06460.","A","KS","K78","ABILENE","US",1,"ALL","MON-SAT","0800-1700"
"2026/02/19","06461.2","A","KS","3KS8","ALTAMONT","US",1,"IREG","",""
"2026/02/19","06461.7","A","KS","13KS","ANDOVER","US",1,"UNATNDD","",""
"2026/02/19","06463.","A","KS","ANY","ANTHONY","US",1,"UNATNDD","",""
"2026/02/19","06463.1","B","KS","5KS0","ANTHONY","US",1,"JAN-NOV","ALL","DAWN-DUSK"
"2026/02/19","06463.21","H","KS","5KS7","ANTHONY","US",1,"ALL","ALL","ALL"
"2026/02/19","06464.01","A","KS","2K8","ARGONIA","US",1,"UNATNDD","",""
"2026/02/19","06467.13","A","KS","3KS2","ARKANSAS CITY","US",1,"UNATNDD","",""
"2026/02/19","06469.75","A","KS","7KS3","ARMA","US",1,"UNATNDD","",""
"2026/02/19","06472.","A","KS","K58","ASHLAND","US",1,"UNATNDD","",""
"2026/02/19","06476.","A","KS","K59","ATCHISON","US",2,"ALL","ALL","0900-1900"
"2026/02/19","06479.","A","KS","ADT","ATWOOD","US",1,"UNATNDD","",""
"2026/02/19","06482.1","A","KS","SN18","AUGUSTA","US",1,"UNATNDD","",""
"2026/02/19","06482.11","A","KS","07KS","AUGUSTA","US",1,"UNATNDD","",""
"2026/02/19","06482.3","A","KS","SN20","AUGUSTA","US",1,"UNATNDD","",""
"2026/02/19","06483.1","A","KS","3AU","AUGUSTA","US",1,"ALL","MON-FRI","0800-1700"
"2026/02/19","06484.11","A","KS","K64","BALDWIN CITY","US",1,"ALL","MON-THURS","0730-1730"
"2026/02/19","06484.11","A","KS","K64","BALDWIN CITY","US",2,"ALL","FRIDAY","0730-1700"
"2026/02/19","06484.12","A","KS","SN21","BALDWIN CITY","US",1,"UNATNDD","",""
"2026/02/19","06484.14","A","KS","47KS","BALDWIN CITY","US",1,"UNATNDD","",""
"2026/02/19","06485.","A","KS","SN22","BASEHOR","US",1,"UNATNDD","",""
"2026/02/19","06485.01","A","KS","8KS1","BASEHOR","US",1,"ALL","ALL","DALGT"
"2026/02/19","06486.","A","KS","78KS","BAXTER SPRINGS","US",1,"UNATNDD","",""
"2026/02/19","06486.3","A","KS","07S","BEAUMONT","US",1,"UNATNDD","",""
"2026/02/19","06486.5","A","KS","SN32","BELLE PLAINE","US",1,"UNATNDD","",""
"2026/02/19","06486.51","A","KS","SN10","BELLE PLAINE","US",1,"ALL","ALL","ALL"
"2026/02/19","06487.","A","KS","RPB","BELLEVILLE","US",2,"UNATNDD","",""
"2026/02/19","06487.01","H","KS","6KS0","BELLEVILLE","US",1,"UNATNDD","",""
"2026/02/19","06492.","A","KS","K61","BELOIT","US",1,"ALL","MON-SAT","0800-1800"
"2026/02/19","06492.26","A","KS","08KS","BENNINGTON","US",1,"ALL","ALL","0700-1900"
"2026/02/19","06492.3","A","KS","SN62","BENTLEY","US",1,"UNATNDD","",""
"2026/02/19","06492.4","A","KS","7KS9","BENTLEY","US",1,"IREG","",""
"2026/02/19","06492.5","A","KS","1K1","BENTON","US",1,"UNATND","",""
"2026/02/19","06492.51","A","KS","SN46","BENTON","US",1,"UNATNDD","",""
"2026/02/19","06495.11","A","KS","4KS8","BIRD CITY","US",1,"ALL","ALL","ALL"
"2026/02/19","06495.2","A","KS","5K0","BIRD CITY","US",1,"APR-SEP","ALL","DALGT"
"2026/02/19","06495.2","A","KS","5K0","BIRD CITY","US",2,"OCT-MAR","UNATNDD",""
"2026/02/19","06500.03","A","KS","1KS9","BONNER SPRINGS","US",1,"UNATNDD","",""
"2026/02/19","06508.5","A","KS","8K0","BUCKLIN","US",1,"UNATNDD","",""
"2026/02/19","06508.56","A","KS","SN78","BUCYRUS","US",1,"UNATNDD","",""
"2026/02/19","06508.6","A","KS","SN29","BURDETT","US",1,"ALL","ALL","SR-SS"
"2026/02/19","06508.92","A","KS","UKL","BURLINGTON","US",1,"ALL","MON-FRI","0800-1800"
"2026/02/19","06508.92","A","KS","UKL","BURLINGTON","US",2,"ALL","SAT-SUN","0800-1700"
