"EFF_DATE","HP_NAME","HP_NO","STATE_CODE","COUNTRY_CODE","FIX_ID","ICAO_REGION_CODE","NAV_ID","NAV_TYPE","HOLD_DIRECTION","HOLD_DEG_OR_CRS","AZIMUTH","COURSE_INBOUND_DEG","TURN_DIRECTION","LEG_LENGTH_DIST"
"2026/02/19","AABEE INT*GA*K7",1,"GA","US","AABEE","K7","PDK","LD","NE","26","CRS",206,"L",
"2026/02/19","AADEN WP*GA*K7",1,"GA","US","AADEN","K7","","","S","165","RNAV",345,"R",15
"2026/02/19","AALAN WP*AZ*K2",1,"AZ","US","AALAN","K2","","","NE","45","RNAV",225,"R",10
"2026/02/19","AALLE WP*CO*K2",1,"CO","US","AALLE","K2","","","NE","58","RNAV",238,"L",10
"2026/02/19","AAMMO WP*NC*K7",1,"NC","US","AAMMO","K7","","","NW","298","RNAV",118,"R",4
"2026/02/19","AANNE INT*CA*K2",1,"CA","US","AANNE","K2","SNS","LS","SE","135","CRS",315,"R",
"2026/02/19","AANZA WP*MN*K3",1,"MN","US","AANZA","K3","","","N","4","RNAV",184,"R",4
"2026/02/19","AARCH WP*IL*K5",1,"IL","US","AARCH","K5","","","E","72","RNAV",252,"R",10
"2026/02/19","AARGH WP*OK*K4",1,"OK","US","AARGH","K4","","","N","355","RNAV",175,"R",4
"2026/02/19","AARNN WP*NC*K7",1,"NC","US","AARNN","K7","","","SW","216","RNAV",36,"R",12
"2026/02/19","AASEN INT*WA*K1",1,"WA","US","AASEN","K1","BTG","VORTAC","NW","329","RAD",149,"R",10
"2026/02/19","AASEN INT*WA*K1",2,"WA","US","AASEN","K1","UBG","VOR/DME","S","7","RAD",7,"R",
"2026/02/19","AATAT WP*GA*K7",1,"GA","US","AATAT","K7","","","E","99","RNAV",279,"R",15
"2026/02/19","AAYDE WP*WI*K5",1,"WI","US","AAYDE","K5","","","SE","118","RNAV",298,"R",4
"2026/02/19","AAYDE WP*WI*K5",2,"WI","US","AAYDE","K5","","","W","290","RNAV",110,"R",4
"2026/02/19","AAYRR WP*WA*K1",1,"WA","US","AAYRR","K1","","","SW","239","RNAV",59,"L",10
"2026/02/19","ABBEVILLE NDB*LA",1,"LA","US","","","BNZ","NDB","NW","337","BRG",157,"R",
"2026/02/19","ABERDEEN VOR/DME*SD",1,"SD","US","","","ABR","VOR/DME","SE","124","RAD",304,"R",
"2026/02/19","ABERDEEN VOR/DME*SD",2,"SD","US","","","ABR","VOR/DME","SE","125","RAD",305,"R",
"2026/02/19","ABILENE VORTAC*TX",1,"TX","US","","","ABI","VORTAC","W","285","RAD",105,"R",
"2026/02/19","ACACE WP*MN*K3",1,"MN","US","ACACE","K3","","","SE","118","RNAV",298,"R",4
"2026/02/19","ACAKO WP*MT*K1",1,"MT","US","ACAKO","K1","","","NW","306","RNAV",126,"R",5
"2026/02/19","ACAPU WP*FL*K7",1,"FL","US","ACAPU","K7","","","NW","310","RNAV",130,"R",4
"2026/02/19","ACDIV WP*MO*K3",1,"MO","US","ACDIV","K3","","","S","197","RNAV",17,"R",4
"2026/02/19","ACEBO WP*MN*K3",1,"MN","US","ACEBO","K3","","","S","165","RNAV",345,"R",5
"2026/02/19","ACEDI WP*KY*K5",1,"KY","US","ACEDI","K5","","","SW","225","RNAV",45,"R",7
"2026/02/19","ACELA INT*CT*K6",1,"CT","US","ACELA","K6","MAD","VOR/DME","S","345","RAD",345,"L",
"2026/02/19","ACENO INT*NC*K7",1,"NC","US","ACENO","K7","POB","LS","NE","48","CRS",228,"R",5
"2026/02/19","ACENO WP*NC*K7",2,"NC","US","ACENO","K7","","","NE","49","RNAV",229,"R",5
"2026/02/19","ACERT WP*OK*K4",1,"OK","US","ACERT","K4","","","S","173","RNAV",353,"R",4
"2026/02/19","ACETY WP*CA*K2",1,"CA","US","ACETY","K2","","","SE","136","RNAV",316,"R",4
"2026/02/19","ACIDU WP*WI*K5",1,"WI","US","ACIDU","K5","","","W","261","RNAV",81,"R",4
"2026/02/19","ACINI WP*AZ*K2",1,"AZ","US","ACINI","K2","","","SE","122","RNAV",302,"R",4
"2026/02/19","ACISA INT*IN*K5",1,"IN","US","ACISA","K5","FWA","VORTAC","SW","234","RAD",54,"R",
"2026/02/19","ACKEG WP*NE*K3",1,"NE","US","ACKEG","K3","","","N","355","RNAV",175,"R",4
"2026/02/19","ACKLE WP*TX*K4",1,"TX","US","ACKLE","K4","","","N","355","RNAV",175,"R",4
"2026/02/19","ACKME INT*TX*K4",1,"TX","US","ACKME","K4","UKW","VORTAC","N","15","RAD",195,"R",
"2026/02/19","ACLIN INT*TX*K4",1,"TX","US","ACLIN","K4","KSY","TACAN","SE","152","RAD",332,"L",5
"2026/02/19","ACOKO WP*OK*K4",1,"OK","US","ACOKO","K4","","","N","354","RNAV",174,"R",4
"2026/02/19","ACOLA WP*TX*K4",1,"TX","US","ACOLA","K4","","","SW","221","RNAV",41,"L",4
"2026/02/19","ACOLA WP*TX*K4",2,"TX","US","ACOLA","K4","","","SW","43","RNAV",43,"L",4
"2026/02/19","ACORE INT*IL*K5",1,"IL","US","ACORE","K5","CPS","LS","SE","122","BRG",302,"L",
"2026/02/19","ACOSI WP*UT*K2",1,"UT","US","ACOSI","K2","","","NW","328","RNAV",148,"R",7
"2026/02/19","ACOSU WP*MN*K3",1,"MN","US","ACOSU","K3","","","NE","38","RNAV",218,"R",4
"2026/02/19","ACOVE INT*NY*K6",1,"NY","US","ACOVE","K6","ALB","VORTAC","NE","31","RAD",211,"R",
"2026/02/19","ACOVE INT*NY*K6",3,"NY","US","ACOVE","K6","ALB","VORTAC","NE","31","RAD",211,"R",10
"2026/02/19","ACOVE WP*NY*K6",2,"NY","US","ACOVE","K6","","","NE","31","RNAV",211,"R",10
"2026/02/19","ACOVY WP*NV*K2",1,"NV","US","ACOVY","K2","","","NW","318","RNAV",138,"R",4
"2026/02/19","ACROW WP*VA*K6",1,"VA","US","ACROW","K6","","","SW","203","RNAV",23,"L",10
"2026/02/19","ACTED WP*TX*K4",1,"TX","US","ACTED","K4","","","N","357","RNAV",177,"R",4
"2026/02/19","ACUBO WP*KS*K3",1,"KS","US","ACUBO","K3","","","N","16","RNAV",196,"R",4
"2026/02/19","ACUFF INT*TX*K4",1,"TX","US","ACUFF","K4","CQY","VORTAC","SE","139","RAD",319,"R",4
"2026/02/19","ACUFF WP*TX*K4",2,"TX","US","ACUFF","K4","","","SE","139","RNAV",319,"R",4
"2026/02/19","ACUGI WP*OK*K4",1,"OK","US","ACUGI","K4","","","S","175","RNAV",355,"R",4
"2026/02/19","ACUGO WP*ME*K6",1,"ME","US","ACUGO","K6","","","SE","145","RNAV",325,"R",4
"2026/02/19","ACYOG WP*ME*K6",1,"ME","US","ACYOG","K6","","","NW","331","RNAV",151,"R",4
"2026/02/19","ACZUP INT*MS*K7",1,"MS","US","ACZUP","K7","MEI","LS","S","191","CRS",11,"R",
"2026/02/19","ACZUP WP*MS*K7",2,"MS","US","ACZUP","K7","","","S","191","RNAV",11,"R",7
"2026/02/19","ADAAM WP*FL*K7",1,"FL","US","ADAAM","K7","","","E","102","RNAV",282,"R",4
"2026/02/19","ADABE INT*MICRONESIA, FED STATES OF*K2",1,"","FM","ADABE","K2","YP","NDB/DME","NE","57","BRG",237,"R",
"2026/02/19","ADABN WP*KY*K5",1,"KY","US","ADABN","K5","","","S","184","RNAV",4,"R",4
"2026/02/19","ADABY WP*NM*K2",1,"NM","US","ADABY","K2","","","SW","232","RNAV",52,"R",
"2026/02/19","ADAMM WP*CA*K2",1,"CA","US","ADAMM","K2","","","E","96","RNAV",276,"L",5
"2026/02/19","ADANE INT*CO*K2",2,"CO","US","ADANE","K2","BRK","VOR/DME","E","91","RAD",271,"L",
"2026/02/19","ADANE WP*CO*K2",1,"CO","US","ADANE","K2","","","SE","116","RNAV",296,"R",7
"2026/02/19","ADANE WP*CO*K2",3,"CO","US","ADANE","K2","","","E","92","RNAV",272,"R",10
"2026/02/19","ADAPT WP*GA*K7",1,"GA","US","ADAPT","K7","","","N","6","RNAV",186,"R",5
"2026/02/19","ADAYI INT*GU*PG",1,"GU","US","ADAYI","PG","AJA","NDB","NE","61","BRG",241,"L",
"2026/02/19","ADCOM INT*SC*K7",1,"SC","US","ADCOM","K7","CAE","VORTAC","NW","140","RAD",140,"R",
"2026/02/19","ADDAY WP*OR*K1",1,"OR","US","ADDAY","K1","","","NW","336","RNAV",156,"R",5
"2026/02/19","ADDERS VORTAC*IL",1,"IL","US","","","AXC","VORTAC","S","169","RAD",349,"R",
"2026/02/19","ADDEY INT*NE*K3",1,"NE","US","ADDEY","K3","GRI","VOR/DME","S","173","RAD",353,"R",
"2026/02/19","ADDIL WP*TX*K4",1,"TX","US","ADDIL","K4","","","SE","127","RNAV",307,"R",4
"2026/02/19","ADEIN WP*TN*K7",1,"TN","US","ADEIN","K7","","","NE","31","RNAV",211,"L",15
"2026/02/19","ADELA WP*KS*K3",1,"KS","US","ADELA","K3","","","S","177","RNAV",357,"R",4
"2026/02/19","ADELE INT*WI*K5",1,"WI","US","ADELE","K5","BLY","LD","N","11","CRS",191,"R",
"2026/02/19","ADENO WP*MI*K5",1,"MI","US","ADENO","K5","","","SW","218","RNAV",38,"R",4
"2026/02/19","ADEXE WP*ID*K1",1,"ID","US","ADEXE","K1","","","SE","119","RNAV",299,"L",5
"2026/02/19","ADEYO WP*WI*K5",1,"WI","US","ADEYO","K5","","","N","10","RNAV",190,"R",4
"2026/02/19","ADICA WP*KS*K3",1,"KS","US","ADICA","K3","","","S","174","RNAV",354,"R",4
"2026/02/19","ADIER WP*MN*K3",1,"MN","US","ADIER","K3","","","S","164","RNAV",344,"R",4
"2026/02/19","ADIOS WP*VA*K6",1,"VA","US","ADIOS","K6","","","NE","47","RNAV",227,"R",5
"2026/02/19","ADIUM WP*NJ*K6",1,"NJ","US","ADIUM","K6","","","W","249","RNAV",69,"R",4
"2026/02/19","ADIVE WP*MS*K7",1,"MS","US","ADIVE","K7","","","S","188","RNAV",8,"R",4
"2026/02/19","ADIXE WP*OK*K4",1,"OK","US","ADIXE","K4","","","N","354","RNAV",174,"R",4
"2026/02/19","ADKAW WP*NC*K7",1,"NC","US","ADKAW","K7","","","NW","332","RNAV",152,"R",5
"2026/02/19","ADLYN WP*GA*K7",1,"GA","US","ADLYN","K7","","","N","356","RNAV",176,"L",10
"2026/02/19","ADOBE WP*OK*K4",1,"OK","US","ADOBE","K4","","","W","265","RNAV",85,"R",4
"2026/02/19","ADOKE WP*AR*K4",1,"AR","US","ADOKE","K4","","","N","2","RNAV",182,"R",4
"2026/02/19","ADOMY WP*MN*K3",1,"MN","US","ADOMY","K3","","","NW","319","RNAV",139,"R",4
"2026/02/19","ADOSE INT*IL*K5",2,"IL","US","ADOSE","K5","PJE","LD","NE","54","CRS",234,"R",
"2026/02/19","ADOSE WP*IL*K5",1,"IL","US","ADOSE","K5","","","NE","54","RNAV",234,"R",5
"2026/02/19","ADOWS INT*OK*K4",1,"OK","US","ADOWS","K4","END","VORTAC","S","174","RAD",354,"L",4
"2026/02/19","ADOWS WP*OK*K4",2,"OK","US","ADOWS","K4","","","S","175","RNAV",355,"L",4
"2026/02/19","ADOZO WP*NM*K2",1,"NM","US","ADOZO","K2","","","N","4","RNAV",184,"L",7
"2026/02/19","ADRYN WP*CA*K2",1,"CA","US","ADRYN","K2","","","E","80","RNAV",260,"R",4
"2026/02/19","ADTIN INT*GU*PG",1,"GU","US","ADTIN","PG","UAM","TACAN","SW","240","RAD",60,"R",
"2026/02/19","ADUCA WP*AR*K4",1,"AR","US","ADUCA","K4","","","S","180","RNAV",360,"R",4
"2026/02/19","ADUGE WP*CA*K2",1,"CA","US","ADUGE","K2","","","NW","336","RNAV",156,"R",4
"2026/02/19","ADUTE WP*ND*K3",1,"ND","US","ADUTE","K3","","","SE","121","RNAV",301,"R",4
"2026/02/19","ADUVE WP*WA*K1",1,"WA","US","ADUVE","K1","","","NW","308","RNAV",128,"R",4
"2026/02/19","ADUWU WP*NE*K3",1,"NE","US","ADUWU","K3","","","NW","317","RNAV",137,"R",4
"2026/02/19","ADVAY INT*IN*K5",1,"IN","US","ADVAY","K5","VHP","VORTAC","NW","311","RAD",131,"R",
"2026/02/19","ADVLL WP*PR*TJ",1,"PR","US","ADVLL","TJ","","","SW","246","RNAV",66,"R",4
"2026/02/19","AECIA WP*CA*K2",1,"CA","US","AECIA","K2","","","NE","27","RNAV",207,"R",4
"2026/02/19","AFAYA WP*IN*K5",1,"IN","US","AFAYA","K5","","","SW","246","RNAV",66,"R",4
"2026/02/19","AFGUZ WP*IL*K5",1,"IL","US","AFGUZ","K5","","","E","89","RNAV",269,"R",4
"2026/02/19","AFLAK WP*OH*K5",1,"OH","US","AFLAK","K5","","","SE","126","RNAV",306,"R",4
"2026/02/19","AFLIH WP*KS*K3",1,"KS","US","AFLIH","K3","","","N","353","RNAV",173,"R",4
"2026/02/19","AFORD INT*OK*K4",1,"OK","US","AFORD","K4","TUL","VORTAC","N","340","RAD",160,"L",10
"2026/02/19","AFRED WP*VT*K6",1,"VT","US","AFRED","K6","","","S","193","RNAV",13,"R",4
"2026/02/19","AFSIC WP*NE*K3",1,"NE","US","AFSIC","K3","","","SE","130","RNAV",310,"R",5
"2026/02/19","AFUWA WP*TX*K4",1,"TX","US","AFUWA","K4","","","E","90","RNAV",270,"R",4
"2026/02/19","AFVEK WP*AK*PA",1,"AK","US","AFVEK","PA","","","SE","134","RNAV",314,"R",5
"2026/02/19","AGACI INT*IN*K5",2,"IN","US","AGACI","K5","GUS","TACAN","E","90","RAD",270,"L",
"2026/02/19","AGACI WP*IN*K5",1,"IN","US","AGACI","K5","","","NW","333","RNAV",153,"R",4
"2026/02/19","AGAIN WP*TX*K4",1,"TX","US","AGAIN","K4","","","S","195","RNAV",15,"R",10
"2026/02/19","AGAIN WP*TX*K4",2,"TX","US","AGAIN","K4","","","S","197","RNAV",17,"R",10
"2026/02/19","AGAST INT*MO*K3",1,"MO","US","AGAST","K3","HLV","VORTAC","NW","154","RAD",154,"L",
"2026/02/19","AGAZY INT*TX*K4",1,"TX","US","AGAZY","K4","PEQ","VOR/DME","NE","50","RAD",230,"R",
"2026/02/19","AGEGE WP*AR*K4",1,"AR","US","AGEGE","K4","","","S","165","RNAV",345,"R",4
"2026/02/19","AGEKY WP*NE*K3",1,"NE","US","AGEKY","K3","","","SE","128","RNAV",308,"R",5
"2026/02/19","AGENS WP*IA*K3",1,"IA","US","AGENS","K3","","","SE","136","RNAV",316,"R",4
"2026/02/19","AGEPE WP*AK*PA",1,"AK","US","AGEPE","PA","","","NW","312","RNAV",132,"R",4
"2026/02/19","AGHAN WP*NE*K3",1,"NE","US","AGHAN","K3","","","NW","300","RNAV",120,"R",5
"2026/02/19","AGIGY WP*TN*K7",1,"TN","US","AGIGY","K7","","","SW","220","RNAV",40,"R",5
"2026/02/19","AGIVE WP*AK*PA",1,"AK","US","AGIVE","PA","","","SE","122","RNAV",302,"R",6
"2026/02/19","AGIXE WP*ME*K6",1,"ME","US","AGIXE","K6","","","SE","126","RNAV",306,"R",4
"2026/02/19","AGODY WP*NORTHERN MARIANA ISLANDS*K2",1,"","MP","AGODY","K2","","","NE","66","RNAV",246,"L",4
"2026/02/19","AGOLY WP*MARSHALL ISLANDS*K2",1,"","MH","AGOLY","K2","","","NE","39","RNAV",219,"R",5
"2026/02/19","AGOPY WP*IA*K3",1,"IA","US","AGOPY","K3","","","SW","234","RNAV",54,"L",4
"2026/02/19","AGUFY WP*SD*K3",1,"SD","US","AGUFY","K3","","","SE","129","RNAV",309,"R",5
"2026/02/19","AGUSE INT*FL*K7",1,"FL","US","AGUSE","K7","MCF","TACAN","W","75","RAD",255,"L",4
"2026/02/19","AGUSE WP*FL*K7",2,"FL","US","AGUSE","K7","","","E","75","RNAV",255,"R",4
"2026/02/19","AGVOY WP*MO*K3",1,"MO","US","AGVOY","K3","","","N","21","RNAV",201,"R",4
"2026/02/19","AGXAN INT*AK*PA",1,"AK","US","AGXAN","PA","BRW","LD","E","80","CRS",260,"R",
"2026/02/19","AHAMU WP*OK*K4",1,"OK","US","AHAMU","K4","","","S","198","RNAV",18,"R",4
"2026/02/19","AHASS WP*TX*K4",1,"TX","US","AHASS","K4","","","NW","312","RNAV",132,"R",5
"2026/02/19","AHCUJ WP*AK*PA",1,"AK","US","AHCUJ","PA","","","S","200","RNAV",20,"R",4
"2026/02/19","AHEIM INT*CA*K2",1,"CA","US","AHEIM","K2","SLI","VORTAC","NE","58","RAD",238,"L",
"2026/02/19","AHHUJ WP*NE*K3",1,"NE","US","AHHUJ","K3","","","NW","317","RNAV",137,"R",5
"2026/02/19","AHIDO WP*GA*K7",1,"GA","US","AHIDO","K7","","","E","96","RNAV",276,"R",4
"2026/02/19","AHJUN WP*GA*K7",1,"GA","US","AHJUN","K7","","","S","179","RNAV",359,"R",4
"2026/02/19","AHLER WP*VA*K6",1,"VA","US","AHLER","K6","","","NE","67","RNAV",247,"R",5
"2026/02/19","AHOBY WP*OK*K4",1,"OK","US","AHOBY","K4","","","N","354","RNAV",174,"L",4
"2026/02/19","AHOFU WP*SD*K3",1,"SD","US","AHOFU","K3","","","NW","317","RNAV",137,"R",5
"2026/02/19","AHOTO WP*TX*K4",1,"TX","US","AHOTO","K4","","","N","347","RNAV",167,"R",4
"2026/02/19","AHUFU WP*NE*K3",1,"NE","US","AHUFU","K3","","","W","263","RNAV",83,"R",5
"2026/02/19","AHUGE WP*TX*K4",1,"TX","US","AHUGE","K4","","","N","346","RNAV",166,"R",5
"2026/02/19","AIDIN WP*AK*PA",1,"AK","US","AIDIN","PA","","","W","282","RNAV",102,"L",7
"2026/02/19","AIMEE INT*TX*K4",1,"TX","US","AIMEE","K4","NGP","TACAN","NW","327","RAD",147,"R",12
"2026/02/19","AINSWORTH VOR/DME*NE",1,"NE","US","","","ANW","VOR/DME","S","188","RAD",8,"L",
"2026/02/19","AINSWORTH VOR/DME*NE",2,"NE","US","","","ANW","VOR/DME","N","339","RAD",159,"R",
"2026/02/19","AIRBE LOM*KY",1,"KY","US","","","FK","LO","NE","45","BRG",225,"R",
"2026/02/19","AIRBE LOM*KY",2,"KY","US","","","FK","LO","NE","45","BRG",225,"R",6
"2026/02/19","AIRLI LOM*NC",1,"NC","US","","","IL","LO","S","169","BRG",349,"R",
"2026/02/19","AIROR WP*TX*K4",1,"TX","US","AIROR","K4","","","NE","37","RNAV",217,"R",5
"2026/02/19","AIROW WP*VA*K6",1,"VA","US","AIROW","K6","","","NE","43","RNAV",223,"R",10
"2026/02/19","AJADI WP*NE*K3",1,"NE","US","AJADI","K3","","","S","168","RNAV",348,"R",4
"2026/02/19","AJBUF WP*NE*K3",1,"NE","US","AJBUF","K3","","","SW","218","RNAV",38,"R",4
"2026/02/19","AJCIZ WP*NE*K3",1,"NE","US","AJCIZ","K3","","","SE","120","RNAV",300,"R",5
"2026/02/19","AJDIF WP*MI*K5",1,"MI","US","AJDIF","K5","","","W","274","RNAV",94,"R",4
"2026/02/19","AJDUX WP*GA*K7",1,"GA","US","AJDUX","K7","","","NE","58","RNAV",238,"R",4
"2026/02/19","AJEPO WP*WI*K5",1,"WI","US","AJEPO","K5","","","S","181","RNAV",1,"R",4
"2026/02/19","AJETU WP*NM*K2",1,"NM","US","AJETU","K2","","","NW","286","RNAV",106,"R",
"2026/02/19","AJFEF WP*OH*K5",1,"OH","US","AJFEF","K5","","","N","342","RNAV",162,"R",4
"2026/02/19","AJIPO WP*IL*K5",1,"IL","US","AJIPO","K5","","","S","292","RNAV",112,"R",4
"2026/02/19","AJJAY WP*ME*K6",1,"ME","US","AJJAY","K6","","","NE","37","RNAV",217,"L",20
"2026/02/19","AJJIT WP*KY*K5",1,"KY","US","AJJIT","K5","","","S","163","RNAV",343,"R",3
"2026/02/19","AJKAV WP*NC*K7",1,"NC","US","AJKAV","K7","","","E","73","RNAV",253,"R",4
"2026/02/19","AJLIP WP*FL*K7",1,"FL","US","AJLIP","K7","","","SE","143","RNAV",323,"R",4
"2026/02/19","AJOFY WP*AK*PA",1,"AK","US","AJOFY","PA","","","NW","313","RNAV",133,"R",4
"2026/02/19","AJQUR WP*MO*K3",1,"MO","US","AJQUR","K3","","","SE","136","RNAV",316,"R",4
"2026/02/19","AJUBA WP*IL*K5",1,"IL","US","AJUBA","K5","","","N","338","RNAV",158,"R",4
"2026/02/19","AKAKE WP*WI*K5",1,"WI","US","AKAKE","K5","","","N","21","RNAV",201,"R",4
"2026/02/19","AKDMY INT*CA*K2",1,"CA","US","AKDMY","K2","NTD","TACAN","NE","43","RAD",223,"R",9
"2026/02/19","AKEKE WP*MT*K1",1,"MT","US","AKEKE","K1","","","E","78","RNAV",258,"R",5
"2026/02/19","AKEKY WP*TX*K4",1,"TX","US","AKEKY","K4","","","N","354","RNAV",174,"R",4
"2026/02/19","AKELT WP*AK*PA",1,"AK","US","AKELT","PA","","","N","2","RNAV",182,"R",4
"2026/02/19","AKEPE WP*OH*K5",1,"OH","US","AKEPE","K5","","","E","72","RNAV",252,"R",4
"2026/02/19","AKESE WP*OK*K4",1,"OK","US","AKESE","K4","","","S","172","RNAV",352,"R",
"2026/02/19","AKGEF WP*OH*K5",1,"OH","US","AKGEF","K5","","","NW","326","RNAV",146,"R",4
"2026/02/19","AKICA WP*IN*K5",1,"IN","US","AKICA","K5","","","SW","220","RNAV",40,"R",4
"2026/02/19","AKICE WP*WY*K1",1,"WY","US","AKICE","K1","","","E","77","RNAV",257,"R",7
"2026/02/19","AKIGE WP*NE*K3",1,"NE","US","AKIGE","K3","","","NW","310","RNAV",130,"R",5
"2026/02/19","AKIRE WP*MN*K3",1,"MN","US","AKIRE","K3","","","NW","303","RNAV",123,"R",4
"2026/02/19","AKORD INT*CA*K2",1,"CA","US","AKORD","K2","SNS","VORTAC","W","286","RAD",106,"L",4
"2026/02/19","AKOYU WP*TN*K7",1,"TN","US","AKOYU","K7","","","NE","36","RNAV",216,"R",3
"2026/02/19","AKPUC WP*OH*K5",1,"OH","US","AKPUC","K5","","","E","93","RNAV",273,"R",4
"2026/02/19","AKQON INT*VA*K6",1,"VA","US","AKQON","K6","VJI","LE","NE","61","CRS",241,"L",
"2026/02/19","AKQON WP*VA*K6",2,"VA","US","AKQON","K6","","","NE","61","RNAV",241,"L",5
"2026/02/19","AKRMN WP*MS*K7",1,"MS","US","AKRMN","K7","","","N","350","RNAV",170,"R",4
"2026/02/19","AKRON LOM*OH",1,"OH","US","","","AK","NDB","S","171","BRG",351,"R",
"2026/02/19","AKRON LOM*OH",2,"OH","US","AKRON","K5","AK","NDB","E","69","BRG",249,"R",
"2026/02/19","AKRON VOR/DME*CO",1,"CO","US","","","AKO","VOR/DME","E","110","RAD",290,"R",
"2026/02/19","AKRON VOR/DME*OH",1,"OH","US","","","ACO","VOR/DME","E","92","RAD",272,"R",
"2026/02/19","AKRON VOR/DME*OH",2,"OH","US","","","ACO","VOR/DME","S","164","RAD",344,"R",
"2026/02/19","AKRON VOR/DME*OH",3,"OH","US","","","ACO","VOR/DME","E","109","RAD",289,"R",
"2026/02/19","AKRON VOR/DME*OH",4,"OH","US","","","ACO","VOR/DME","NW","332","RAD",152,"R",
"2026/02/19","AKRON VOR/DME*OH",5,"OH","US","","","ACO","VOR/DME","NE","25","RAD",205,"R",
"2026/02/19","AKRON VOR/DME*OH",6,"OH","US","","","ACO","VOR/DME","E","92","RNAV",272,"R",4
"2026/02/19","AKRON VOR/DME*OH",7,"OH","US","","","ACO","VOR/DME","NE","28","RNAV",208,"R",4
"2026/02/19","AKUMY WP*AK*PA",1,"AK","US","AKUMY","PA","","","SW","218","RNAV",38,"R",7
"2026/02/19","AKUYA WP*IN*K5",1,"IN","US","AKUYA","K5","","","SE","153","RNAV",333,"R",4
"2026/02/19","AKVOC WP*TX*K4",1,"TX","US","AKVOC","K4","","","SE","127","RNAV",307,"R",4
"2026/02/19","AKYAK WP*ME*K6",1,"ME","US","AKYAK","K6","","","N","4","RNAV",184,"R",4
"2026/02/19","ALADE WP*IL*K5",1,"IL","US","ALADE","K5","","","N","1","RNAV",181,"R",4
"2026/02/19","ALAGE INT*MN*K3",1,"MN","US","ALAGE","K3","OWA","LD","SE","122","CRS",302,"R",
"2026/02/19","ALAKE INT*IL*K5",1,"IL","US","ALAKE","K5","LZW","LE","W","290","CRS",110,"L",
"2026/02/19","ALAMM NDB*NC",1,"NC","US","","","HB","NDB","SW","240","BRG",60,"R",
"2026/02/19","ALAMOSA VORTAC*CO",1,"CO","US","","","ALS","VORTAC","NW","322","RAD",142,"R",
"2026/02/19","ALAMOSA VORTAC*CO",2,"CO","US","","","ALS","VORTAC","SE","121","RAD",301,"R",
"2026/02/19","ALAMOSA VORTAC*CO",3,"CO","US","","","ALS","VORTAC","SE","126","RNAV",306,"R",7
"2026/02/19","ALAMOSA VORTAC*CO",4,"CO","US","","","ALS","VORTAC","NW","322","RAD",142,"R",
"2026/02/19","ALANA INT*HI*PH",1,"HI","US","ALANA","PH","HNL","VORTAC","S","171","RAD",351,"R",
"2026/02/19","ALANA INT*HI*PH",3,"HI","US","ALANA","PH","CKH","VORTAC","SW","218","RAD",38,"R",
"2026/02/19","ALANA WP*HI*PH",2,"HI","US","ALANA","PH","","","S","171","RNAV",351,"R",4
"2026/02/19","ALANE WP*AL*K7",1,"AL","US","ALANE","K7","","","E","109","RNAV",289,"R",4
"2026/02/19","ALBANY VORTAC*NY",1,"NY","US","","","ALB","VORTAC","W","283","RAD",103,"R",
"2026/02/19","ALBAS INT*CA*K2",1,"CA","US","ALBAS","K2","LAX","VORTAC","S","171","RAD",351,"L",
"2026/02/19","ALBAS WP*CA*K2",2,"CA","US","ALBAS","K2","","","S","171","RNAV",351,"L",5
"2026/02/19","ALBAS WP*CA*K2",3,"CA","US","ALBAS","K2","","","S","172","RNAV",352,"L",4
"2026/02/19","ALBERT LEA VOR/DME*MN",1,"MN","US","","","AEL","VOR/DME","S","173","RAD",353,"R",
"2026/02/19","ALBERT LEA VOR/DME*MN",2,"MN","US","","","AEL","VOR/DME","N","342","RAD",162,"R",
"2026/02/19","ALBUQUERQUE VORTAC*NM",1,"NM","US","","","ABQ","VORTAC","W","257","RAD",77,"L",
"2026/02/19","ALBUQUERQUE VORTAC*NM",2,"NM","US","","","ABQ","VORTAC","W","259","RNAV",79,"L",7
"2026/02/19","ALCIE WP*ME*K6",1,"ME","US","ALCIE","K6","","","NW","329","RNAV",149,"R",4
"2026/02/19","ALCOS INT*WY*K1",1,"WY","US","ALCOS","K1","DDY","VOR/DME","NE","204","RAD",204,"R",7
"2026/02/19","ALDAN INT*NC*K7",1,"NC","US","ALDAN","K7","RDU","VORTAC","S","176","RAD",356,"R",
"2026/02/19","ALDAN INT*NC*K7",3,"NC","US","ALDAN","K7","SBV","VORTAC","S","172","RAD",352,"R",
"2026/02/19","ALDAN WP*NC*K7",2,"NC","US","ALDAN","K7","","","N","356","RNAV",176,"R",10
"2026/02/19","ALDER INT*WA*K1",1,"WA","US","ALDER","K1","SEA","VORTAC","N","168","RAD",168,"R",
"2026/02/19","ALEUT WP*AK*PA",1,"AK","US","ALEUT","PA","","","N","2","RNAV",182,"R",6
"2026/02/19","ALEXA INT*NC*K7",1,"NC","US","ALEXA","K7","FAY","VOR/DME","W","275","RAD",95,"R",
"2026/02/19","ALEXANDRIA VOR/DME*MN",1,"MN","US","","","AXN","VOR/DME","NE","44","RAD",224,"R",
"2026/02/19","ALEXANDRIA VORTAC*LA",1,"LA","US","","","AEX","VORTAC","W","261","RNAV",81,"R",4
"2026/02/19","ALEYU WP*MN*K3",1,"MN","US","ALEYU","K3","","","SE","121","RNAV",301,"R",4
