"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_END_ID","ILS_LOC_ID","SYSTEM_TYPE_CODE","STATE_NAME","REGION_CODE","RWY_LEN","RWY_WIDTH","CATEGORY","OWNER","OPERATOR","APCH_BEAR","MAG_VAR","MAG_VAR_HEMIS","COMPONENT_STATUS","COMPONENT_STATUS_DATE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","LAT_LONG_SOURCE_CODE","SITE_ELEVATION","LOC_FREQ","BK_COURSE_STATUS_CODE"
"2026/02/19","10950.1","A","MN","RST","ROCHESTER","US","13","MNK","LS","MINNESOTA","AGL",9034,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",131.12,1,"E","OPERATIONAL IFR","1977/03/03",43,54,6.0017,"N",43.90166713,92,29,1.9202,"W",-92.48386672,"T",1302.4,109.1,""
"2026/02/19","10950.1","A","MN","RST","ROCHESTER","US","31","RST","LS","MINNESOTA","AGL",9034,150,"II","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",313.14,1,"W","OPERATIONAL IFR","1901/01/01",43,55,19.2111,"N",43.92200308,92,30,53.8656,"W",-92.51496266,"T",1259.7,108.5,""
"2026/02/19","10962.1","A","MN","STC","ST CLOUD","US","13","BPM","LS","MINNESOTA","AGL",7500,150,"I","O-STATE OF MINNESOTA","O-CITY OF ST CLOUD",132.99,3,"E","OPERATIONAL IFR","2006/09/28",45,32,16.29,"N",45.53785833,94,2,50.069,"W",-94.04724138,"T",1014.7,111.9,""
"2026/02/19","10962.1","A","MN","STC","ST CLOUD","US","31","STC","LS","MINNESOTA","AGL",7500,150,"I","O-CITY OF ST CLOUD","O-CITY OF ST CLOUD",313.01,3,"E","OPERATIONAL IFR","1992/12/10",45,33,21.9884,"N",45.55610788,94,4,20.3489,"W",-94.07231913,"T",1026,111.9,""
"2026/02/19","10974.","A","MN","STP","ST PAUL","US","14","VKG","LD","MINNESOTA","AGL",6491,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",146.03,0,"E","OPERATIONAL RESTRICTED","2002/02/07",44,55,32.0759,"N",44.92557663,93,3,10.9511,"W",-93.05304197,"T",700.7,111.5,""
"2026/02/19","10974.","A","MN","STP","ST PAUL","US","32","BAO","LD","MINNESOTA","AGL",6491,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",326.04,0,"E","OPERATIONAL IFR","1987/12/17",44,56,32.2965,"N",44.94230458,93,4,8.062,"W",-93.06890611,"T",702,111.5,""
"2026/02/19","11001.","A","MN","SGS","SOUTH ST PAUL","US","34","SGS","LE","MINNESOTA","AGL",4002,100,"","O-CITY OF SOUTH ST PAUL","O-CITY OF SOUTH ST PAUL",342.44,0,"E","OPERATIONAL IFR","2003/09/02",44,51,53.747,"N",44.86492972,93,2,10.7567,"W",-93.0363213,"T",818.8,108.35,""
"2026/02/19","11024.","A","MN","TVF","THIEF RIVER FALLS","US","31","HYZ","LS","MINNESOTA","AGL",6504,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",312.78,2,"E","OPERATIONAL IFR","1983/02/17",48,4,22.4615,"N",48.07290597,96,11,46.7043,"W",-96.19630675,"T",1112.5,110.5,""
"2026/02/19","11053.","A","MN","RRT","WARROAD","US","31","SWE","LD","MINNESOTA","AGL",5400,100,"I","O-STATE OF MINNESOTA","O-MINNESOTA DOT",314.6,4,"E","OPERATIONAL IFR","1994/03/03",48,56,53.87,"N",48.94829722,95,21,26.133,"W",-95.35725916,"T",1070.1,110.1,""
"2026/02/19","11082.01","A","MN","BDH","WILLMAR","US","13","BDH","LG","MINNESOTA","AGL",5500,100,"I","O-STATE OF MINNESOTA","O-CITY OF WILLMAR",125.72,4,"E","OPERATIONAL IFR","2007/02/02",45,6,40.041,"N",45.1111225,95,7,15.9134,"W",-95.12108705,"T",1120.1,109.5,""
"2026/02/19","11098.","A","MN","ONA","WINONA","US","30","ONA","LD","MINNESOTA","AGL",5679,100,"I","O-STATE OF MINNESOTA","O-STATE OF MINNESOTA",300.39,1,"W","OPERATIONAL IFR","2009/08/27",44,5,3.517,"N",44.08431027,91,43,23.5534,"W",-91.72320927,"T",653.5,109.35,""
"2026/02/19","11104.","A","MN","OTG","WORTHINGTON","US","29","OTG","LS","MINNESOTA","AGL",5500,100,"I","O-STATE OF MINNESOTA","O-STATE OF MINNESOTA",292.73,2,"E","OPERATIONAL IFR","1993/07/22",43,39,31.6528,"N",43.65879244,95,35,19.9176,"W",-95.588866,"T",1568.1,111.7,""
"2026/02/19","11140.1","A","MS","HSA","BAY ST LOUIS","US","18","HSA","LS","MISSISSIPPI","ASO",8498,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",182.16,2,"W","OPERATIONAL IFR","2003/03/20",30,21,11.6127,"N",30.35322575,89,27,16.7773,"W",-89.45466036,"T",9.4,110.35,""
"2026/02/19","11147.","A","MS","BIX","BILOXI","US","22","BIX","LS","MISSISSIPPI","ASO",7630,150,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",214.44,2,"W","OPERATIONAL IFR","1976/03/25",30,24,4.73,"N",30.40131388,88,55,54.9,"W",-88.93191666,"A",29.2,109.7,""
"2026/02/19","11194.51","A","MS","GTR","COLUMBUS/W POINT/STARKVILLE","US","18","GTR","LS","MISSISSIPPI","ASO",8003,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",182.47,2,"W","OPERATIONAL IFR","1971/09/08",33,26,3.8117,"N",33.43439213,88,35,29.5005,"W",-88.59152791,"T",251.9,110.7,"U"
"2026/02/19","11194.51","A","MS","GTR","COLUMBUS/W POINT/STARKVILLE","US","36","RVT","LD","MISSISSIPPI","ASO",8003,150,"I","O-COLUMBUS/W POINT/STARKVILLE","O-COLUMBUS/W POINT/STARKVILLE",2.47,2,"W","OPERATIONAL IFR","2010/04/26",33,27,48.6026,"N",33.46350072,88,35,28.4607,"W",-88.59123908,"T",256.1,111.15,""
"2026/02/19","11195.","A","MS","CBM","COLUMBUS","US","13C","CBM","LS","MISSISSIPPI","ASO",12004,300,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",130,0,"E","OPERATIONAL IFR","1901/01/01",33,37,45.48,"N",33.6293,88,25,38.36,"W",-88.42732222,"A",214.5,109.3,""
"2026/02/19","11195.","A","MS","CBM","COLUMBUS","US","31C","TBB","LS","MISSISSIPPI","ASO",12004,300,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",315.99,0,"E","OPERATIONAL IFR","1976/08/15",33,39,26.41,"N",33.65733611,88,27,39.02,"W",-88.46083888,"A",192.8,108.7,""
"2026/02/19","11197.","A","MS","CRX","CORINTH","US","18","UUR","LS","MISSISSIPPI","ASO",6500,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",175.55,2,"W","OPERATIONAL IFR","1996/05/23",34,54,12.0865,"N",34.90335736,88,36,6.8059,"W",-88.60189052,"T",430.8,111.1,""
"2026/02/19","11244.","A","MS","GLH","GREENVILLE","US","18L","GLH","LS","MISSISSIPPI","ASO",8001,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",181,1,"W","OPERATIONAL IFR","1972/06/14",33,28,19.3718,"N",33.47204772,90,58,55.5182,"W",-90.98208838,"T",128.3,109.1,"U"
"2026/02/19","11247.","A","MS","GWO","GREENWOOD","US","18","GWO","LS","MISSISSIPPI","ASO",6501,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",182.43,1,"W","OPERATIONAL IFR","1982/04/29",33,28,47.6502,"N",33.47990283,90,5,18.9074,"W",-90.08858538,"Z",135,111.3,"N"
"2026/02/19","11253.","A","MS","GPT","GULFPORT","US","14","GPT","LS","MISSISSIPPI","ASO",9002,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",136.91,2,"W","OPERATIONAL IFR","1971/04/27",30,23,43.8843,"N",30.39552341,89,3,35.3665,"W",-89.05982402,"T",12.6,110.9,""
"2026/02/19","11253.","A","MS","GPT","GULFPORT","US","32","UXI","LS","MISSISSIPPI","ASO",9002,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",316.92,2,"W","OPERATIONAL IFR","1987/06/04",30,25,2.0598,"N",30.41723883,89,5,5.8114,"W",-89.08494761,"T",10.4,108.3,""
"2026/02/19","11255.1","A","MS","PIB","HATTIESBURG-LAUREL","US","18","PIB","LS","MISSISSIPPI","ASO",6503,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",180.94,1,"W","OPERATIONAL IFR","1974/08/02",31,27,4.3638,"N",31.45121216,89,20,13.3334,"W",-89.33703705,"T",287,109.5,"U"
"2026/02/19","11280.","A","MS","JAN","JACKSON","US","16L","JAN","LS","MISSISSIPPI","ASO",8500,150,"IIIB","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",158.98,1,"W","OPERATIONAL IFR","1964/02/27",32,18,13.8645,"N",32.30385125,90,3,58.029,"W",-90.06611916,"T",345.8,110.5,""
"2026/02/19","11280.","A","MS","JAN","JACKSON","US","34L","FRL","LS","MISSISSIPPI","ASO",8500,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",338.99,1,"W","OPERATIONAL RESTRICTED","2018/02/05",32,19,8.5637,"N",32.31904547,90,5,9.3258,"W",-90.08592383,"T",287.6,109.3,"Y"
"2026/02/19","11282.","A","MS","HKS","JACKSON","US","16","JHF","LS","MISSISSIPPI","ASO",5387,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",158.73,0,"W","OPERATIONAL IFR","1980/12/25",32,19,39.06,"N",32.32751666,90,13,10.85,"W",-90.21968055,"K",302.5,111.7,""
"2026/02/19","11333.1","A","MS","MCB","MC COMB","US","16","MCB","LS","MISSISSIPPI","ASO",5000,100,"I","O-MISSISSIPPI ARPT COMM","O-MISSISSIPPI ARPT COMM",156.64,1,"W","OPERATIONAL RESTRICTED","2018/02/05",31,10,9.0646,"N",31.16918461,90,28,1.1646,"W",-90.46699016,"K",363.7,109.1,""
"2026/02/19","11339.","A","MS","MEI","MERIDIAN","US","01","MEI","LS","MISSISSIPPI","ASO",10003,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",11.27,2,"W","OPERATIONAL IFR","1901/01/01",32,20,52.238,"N",32.34784388,88,45,2.1815,"W",-88.75060597,"Z",294.9,110.1,"U"
"2026/02/19","11339.","A","MS","MEI","MERIDIAN","US","19","IKQ","LD","MISSISSIPPI","ASO",10003,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",191.28,2,"W","OPERATIONAL IFR","2007/01/23",32,18,53.5078,"N",32.31486327,88,45,25.0185,"W",-88.75694958,"F",289.1,111.35,""
"2026/02/19","11339.1","A","MS","NMM","MERIDIAN","US","19L","NMM","LD","MISSISSIPPI","ASO",8000,200,"I","N-U.S. NAVY","N-U.S. NAVY",190.02,2,"W","OPERATIONAL IFR","2003/09/17",32,33,21.9,"N",32.55608333,88,33,11.11,"W",-88.55308611,"N",288.7,109.7,""
"2026/02/19","11358.","A","MS","HEZ","NATCHEZ","US","14","HEZ","LS","MISSISSIPPI","ASO",6500,150,"I","F-FAA","F-FAA",136.32,0,"E","OPERATIONAL IFR","1992/12/10",31,36,19.6473,"N",31.60545758,91,17,20.512,"W",-91.28903111,"T",272.2,111.35,""
"2026/02/19","11368.6","A","MS","OLV","OLIVE BRANCH","US","18","OLV","LD","MISSISSIPPI","ASO",6000,100,"I","F-FAA","F-FAA",180.54,1,"W","OPERATIONAL IFR","1996/01/04",34,58,5.4095,"N",34.9681693,89,47,12.2822,"W",-89.78674505,"K",390.2,109.3,""
"2026/02/19","11368.6","A","MS","OLV","OLIVE BRANCH","US","36","EVO","LE","MISSISSIPPI","ASO",6000,100,"","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",0.54,1,"W","OPERATIONAL IFR","2011/05/20",34,59,31.78,"N",34.99216111,89,47,13.13,"W",-89.78698055,"F",382.5,111.55,""
"2026/02/19","11375.1","A","MS","UOX","OXFORD","US","09","UVD","LC","MISSISSIPPI","ASO",5600,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",91.83,1,"W","OPERATIONAL IFR","1986/09/25",34,23,3.0466,"N",34.38417961,89,31,26.7618,"W",-89.5241005,"T",459.7,111.7,""
"2026/02/19","11379.01","A","MS","PQL","PASCAGOULA","US","17","PQL","LD","MISSISSIPPI","ASO",6501,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",168.05,2,"W","OPERATIONAL IFR","1996/07/18",30,27,5.1902,"N",30.45144172,88,31,33.5206,"W",-88.52597794,"T",10.9,110.1,""
"2026/02/19","11414.","A","MS","JVW","RAYMOND","US","12","JVW","LD","MISSISSIPPI","ASO",5499,100,"","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",123.5,0,"E","OPERATIONAL IFR","2011/06/27",32,17,55.5491,"N",32.29876363,90,24,1.2829,"W",-90.40035636,"T",244.4,108.55,""
"2026/02/19","11444.","A","MS","STF","STARKVILLE","US","36","STF","LE","MISSISSIPPI","ASO",5550,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",359.56,1,"W","OPERATIONAL IFR","2007/05/22",33,26,32.1007,"N",33.44225019,88,50,55.9658,"W",-88.84887938,"K",332.3,109.9,""
"2026/02/19","11458.2","A","MS","UTA","TUNICA","US","35","UTA","LD","MISSISSIPPI","ASO",8500,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",347.01,0,"E","OPERATIONAL IFR","2004/12/15",34,41,57.3116,"N",34.69925322,90,21,6.2921,"W",-90.3517478,"Z",194.2,110.95,""
"2026/02/19","11462.","A","MS","TUP","TUPELO","US","36","TUP","LD","MISSISSIPPI","ASO",7150,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",1.89,2,"W","OPERATIONAL RESTRICTED","2003/02/11",34,16,53.728,"N",34.28159111,88,46,11.7319,"W",-88.76992552,"F",341.8,108.5,"N"
"2026/02/19","11567.","A","MO","BBG","BRANSON","US","32","BBG","LD","MISSOURI","ACE",7140,150,"I","O-BRANSON AIRPORT LLC","O-BRANSON AIRPORT LLC",323.02,2,"E","OPERATIONAL IFR","2009/03/16",36,32,34.45,"N",36.54290277,93,12,35.74,"W",-93.20992777,"O",1242.4,111.35,""
"2026/02/19","11605.","A","MO","CGI","CAPE GIRARDEAU","US","10","CGI","LD","MISSOURI","ACE",6500,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",107.81,2,"W","OPERATIONAL RESTRICTED","2018/02/12",37,13,18.3508,"N",37.22176411,89,33,25.0868,"W",-89.55696855,"T",338.5,109.5,"R"
"2026/02/19","11651.1","A","MO","COU","COLUMBIA","US","02","COU","LD","MISSOURI","ACE",7401,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",21.44,0,"E","OPERATIONAL IFR","2021/10/06",38,49,36.249,"N",38.82673583,92,12,46.5333,"W",-92.21292591,"T",875.9,110.7,""
"2026/02/19","11730.","A","MO","TBN","FORT LEONARD WOOD","US","15","TBN","LD","MISSOURI","ACE",6037,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",147.17,0,"E","OPERATIONAL IFR","1979/05/17",37,44,2.4901,"N",37.73402502,92,8,4.4224,"W",-92.13456177,"T",1156.9,110.9,""
"2026/02/19","11808.","A","MO","JEF","JEFFERSON CITY","US","30","JEF","LD","MISSOURI","ACE",6000,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",299.52,1,"W","OPERATIONAL IFR","1987/11/19",38,35,50.2327,"N",38.59728686,92,10,1.026,"W",-92.16695166,"T",549.3,110.5,""
"2026/02/19","11810.","A","MO","JLN","JOPLIN","US","13","JLN","LS","MISSOURI","ACE",6501,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",133.89,4,"E","OPERATIONAL IFR","1901/01/01",37,8,34.3494,"N",37.14287483,94,29,25.725,"W",-94.49047916,"T",970.7,110.3,"Y"
"2026/02/19","11810.","A","MO","JLN","JOPLIN","US","18","JQX","LD","MISSOURI","ACE",6502,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",178,4,"E","OPERATIONAL RESTRICTED","2001/02/16",37,8,35.7899,"N",37.14327497,94,29,53.8507,"W",-94.49829186,"T",981,108.9,""
"2026/02/19","11816.","A","MO","MKC","KANSAS CITY","US","04","GQR","LD","MISSOURI","ACE",5050,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",35.28,1,"E","OPERATIONAL IFR","1988/04/07",39,7,40.4226,"N",39.12789516,94,35,16.6248,"W",-94.58795133,"T",743,111.75,""
"2026/02/19","11816.","A","MO","MKC","KANSAS CITY","US","19","MKC","LD","MISSOURI","ACE",6827,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",191.69,1,"E","OPERATIONAL IFR","1967/01/28",39,6,49.6348,"N",39.11378744,94,35,44.1924,"W",-94.595609,"T",747.7,109.9,""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","01L","DOT","LD","MISSOURI","ACE",10801,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",10.93,2,"E","OPERATIONAL IFR","1971/08/13",39,19,31.1181,"N",39.32531058,94,43,11.5232,"W",-94.71986755,"T",972.3,110.5,"Y"
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","01R","PVL","LD","MISSOURI","ACE",9500,150,"IIIB","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",10.94,2,"E","OPERATIONAL IFR","1995/01/05",39,18,34.4013,"N",39.30955591,94,42,2.4648,"W",-94.70068466,"T",963.3,110.75,""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","09","RNI","LD","MISSOURI","ACE",9501,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",94.12,2,"E","OPERATIONAL IFR","1969/06/26",39,17,16.0109,"N",39.2877808,94,41,22.9272,"W",-94.689702,"T",1020.2,109.7,"Y"
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","19L","DYH","LD","MISSOURI","ACE",9500,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",190.95,2,"E","OPERATIONAL IFR","1993/12/09",39,16,43.575,"N",39.27877083,94,42,35.2495,"W",-94.70979152,"T",1011.8,109.55,""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","19R","PAJ","LD","MISSOURI","ACE",10801,150,"IIIB","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",190.93,2,"E","OPERATIONAL IFR","1981/02/19",39,17,23.1222,"N",39.28975616,94,43,49.3464,"W",-94.730374,"T",1017.6,109.1,"N"
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","27","UQY","LD","MISSOURI","ACE",9501,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",274.14,2,"E","OPERATIONAL IFR","1999/11/15",39,17,28.6283,"N",39.29128563,94,43,54.0717,"W",-94.73168658,"T",1015.3,109.7,""
"2026/02/19","11834.","A","MO","IRK","KIRKSVILLE","US","36","IRK","LD","MISSOURI","ACE",6005,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",357,3,"E","OPERATIONAL IFR","1978/11/02",40,6,12.6175,"N",40.10350486,92,32,39.0118,"W",-92.54416994,"T",965.9,111.5,""
"2026/02/19","11844.","A","MO","SZL","KNOB NOSTER","US","01","SZL","LS","MISSOURI","ACE",12400,150,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",9.92,1,"E","OPERATIONAL IFR","1901/01/01",38,45,1.68,"N",38.75046666,93,32,34.44,"W",-93.5429,"A",868,110.3,"U"
"2026/02/19","11844.","A","MO","SZL","KNOB NOSTER","US","19","MXJ","LG","MISSOURI","ACE",12400,150,"I","A-U.S AIR FORCE","A-U.S AIR FORCE",189.92,1,"E","OPERATIONAL IFR","2003/09/23",38,42,32.6,"N",38.70905555,93,33,11.16,"W",-93.5531,"A",858.1,108.5,"U"
"2026/02/19","11921.","A","MO","MYJ","MEXICO","US","24","EYR","LE","MISSOURI","ACE",5501,100,"","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",243.7,2,"E","OPERATIONAL IFR","2005/05/12",39,9,10.9617,"N",39.15304491,91,49,44.6722,"W",-91.82907561,"T",821.6,109.5,"N"
"2026/02/19","11943.","A","MO","GPH","MOSBY","US","18","CUE","LD","MISSOURI","ACE",5502,100,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",184,3,"E","OPERATIONAL IFR","2007/12/20",39,19,20.1118,"N",39.32225327,94,18,40.669,"W",-94.31129694,"F",770.9,110.55,""
"2026/02/19","12074.","A","MO","STJ","ST JOSEPH","US","35","STJ","LS","MISSOURI","ACE",8061,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",356,4,"E","OPERATIONAL IFR","1984/12/20",39,47,16.2167,"N",39.78783797,94,54,24.8823,"W",-94.90691175,"Z",821.9,110.3,"Y"
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","06","JAK","LE","MISSOURI","ACE",7603,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",63.82,1,"W","OPERATIONAL RESTRICTED","2018/02/12",38,45,27.2803,"N",38.75757786,90,21,14.821,"W",-90.35411694,"T",547.5,110.3,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","11","OGZ","LD","MISSOURI","ACE",9000,150,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",123.17,1,"W","OPERATIONAL IFR","2006/04/13",38,44,38.7168,"N",38.744088,90,22,39.6283,"W",-90.37767452,"T",544.8,111.95,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","12L","LDZ","LD","MISSOURI","ACE",9013,150,"III","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",123.19,1,"W","OPERATIONAL IFR","1986/08/28",38,44,13.6664,"N",38.73712955,90,20,11.7277,"W",-90.33659102,"T",601.7,108.9,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","12R","LMR","LD","MISSOURI","ACE",11020,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",123.19,1,"W","OPERATIONAL IFR","2021/10/13",38,44,10.2182,"N",38.73617172,90,20,35.5392,"W",-90.34320533,"T",595.6,109.7,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","24","STL","LD","MISSOURI","ACE",7603,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",243.83,1,"W","OPERATIONAL RESTRICTED","2018/02/12",38,44,43.5036,"N",38.74541766,90,23,3.7184,"W",-90.38436622,"T",545.7,110.3,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","29","RQN","LD","MISSOURI","ACE",9000,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",303.18,1,"W","OPERATIONAL IFR","2006/04/13",38,45,41.3528,"N",38.76148688,90,24,46.7635,"W",-90.41298986,"T",612.3,111.95,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","30L","BKY","LS","MISSOURI","ACE",11020,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",303.21,1,"W","OPERATIONAL IFR","2020/03/04",38,45,19.3841,"N",38.75538447,90,22,55.7958,"W",-90.3821655,"T",550.8,111.5,""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","30R","SJW","LD","MISSOURI","ACE",9013,150,"III","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",303.21,1,"W","OPERATIONAL IFR","1982/10/28",38,45,12.1188,"N",38.75336633,90,22,10.2369,"W",-90.36951025,"T",531.7,111.3,""
"2026/02/19","12082.5","A","MO","SUS","ST LOUIS","US","08R","SUS","LS","MISSOURI","ACE",7486,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",79.07,1,"W","OPERATIONAL IFR","1970/04/30",38,39,44.396,"N",38.66233222,90,37,54.2749,"W",-90.63174302,"T",459,110.55,"N"
"2026/02/19","12082.5","A","MO","SUS","ST LOUIS","US","26L","FZU","LS","MISSOURI","ACE",7486,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",259.09,1,"W","OPERATIONAL IFR","1982/12/23",38,39,25.5716,"N",38.65710322,90,39,47.9629,"W",-90.66332302,"T",462.9,111.1,"N"
"2026/02/19","12138.","A","MO","SGF","SPRINGFIELD","US","02","SGF","LD","MISSOURI","ACE",7003,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",18.79,3,"E","OPERATIONAL IFR","1983/11/29",37,15,22.2472,"N",37.25617977,93,22,44.2608,"W",-93.37896133,"T",1250.8,109.9,"N"
"2026/02/19","12138.","A","MO","SGF","SPRINGFIELD","US","14","GWA","LD","MISSOURI","ACE",8000,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",138.78,3,"E","OPERATIONAL IFR","1980/01/01",37,14,9.1223,"N",37.2358673,93,22,53.1603,"W",-93.38143341,"T",1270.3,109.7,""
"2026/02/19","12265.","A","MT","BIL","BILLINGS","US","10L","BIL","LD","MONTANA","ANM",10518,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMINISTRATION",101.71,10,"E","OPERATIONAL IFR","1901/01/01",45,48,1.9146,"N",45.80053183,108,30,39.8605,"W",-108.51107236,"T",3491.7,111.5,""
"2026/02/19","12265.","A","MT","BIL","BILLINGS","US","28R","BMO","LD","MONTANA","ANM",10518,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",281.75,10,"E","OPERATIONAL RESTRICTED","2001/03/09",45,48,49.8628,"N",45.81385077,108,33,31.8227,"W",-108.55883963,"Z",3584.9,111.5,"N"
"2026/02/19","12278.","A","MT","BZN","BOZEMAN","US","12","BZN","LS","MONTANA","ANM",8994,150,"II","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",122.75,13,"E","OPERATIONAL IFR","1973/05/17",45,46,0.4485,"N",45.76679125,111,8,12.6451,"W",-111.13684586,"T",4469.1,109.3,""
