"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_END_ID","ILS_LOC_ID","SYSTEM_TYPE_CODE","STATE_NAME","REGION_CODE","RWY_LEN","RWY_WIDTH","CATEGORY","OWNER","OPERATOR","APCH_BEAR","MAG_VAR","MAG_VAR_HEMIS","COMPONENT_STATUS","COMPONENT_STATUS_DATE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","LAT_LONG_SOURCE_CODE","SITE_ELEVATION","LOC_FREQ","BK_COURSE_STATUS_CODE"
"2026/02/19","03737.","A","GA","CKF","CORDELE","US","10","CKF","LC","GEORGIA","ASO",5001,150,"","O-CRISP COUNTY BOARD OF COMM","O-CRISP COUNTY BOARD OF COMM",103.5,6,"W","OPERATIONAL IFR","1992/01/09",31,59,10.1818,"N",31.98616161,83,45,49.5284,"W",-83.76375788,"T",310.1,108.9,""
"2026/02/19","03750.01","A","GA","PUJ","ATLANTA","US","31","PUJ","LD","GEORGIA","ASO",5505,100,"I","O-PAULDING CO GA","O-PAULDING CO GA",311.45,4,"W","OPERATIONAL IFR","2009/01/30",33,55,8.99,"N",33.91916388,84,57,6.39,"W",-84.951775,"O",1264,109.15,""
"2026/02/19","03752.","A","GA","DNN","DALTON","US","14","DNN","LS","GEORGIA","ASO",5496,100,"I","O-CITY OF DALTON","O-CITY OF DALTON",140.46,3,"W","OPERATIONAL IFR","1982/02/18",34,42,57.7976,"N",34.71605488,84,51,45.3256,"W",-84.86259044,"T",685.5,110.9,""
"2026/02/19","03760.","A","GA","DQH","DOUGLAS","US","04","DQH","LG","GEORGIA","ASO",6000,100,"I","O-CITY OF DOUGLAS","O-CITY OF DOUGLAS",43.24,6,"W","OPERATIONAL IFR","1983/09/29",31,29,8.1345,"N",31.48559291,82,51,9.7597,"W",-82.85271102,"T",257.2,108.7,""
"2026/02/19","03766.","A","GA","DBN","DUBLIN","US","02","DBN","LD","GEORGIA","ASO",6501,150,"I","F-FEDERAL AVIATION ADMINISTRATION","O-LAURENS COUNTY",20.3,4,"W","OPERATIONAL IFR","1983/08/04",32,34,33.287,"N",32.57591305,82,58,42.5578,"W",-82.97848827,"T",297.3,109.1,""
"2026/02/19","03772.2","A","GA","EZM","EASTMAN","US","02","HUV","LG","GEORGIA","ASO",6506,100,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",19.39,4,"W","OPERATIONAL IFR","2005/06/06",32,13,39.6549,"N",32.22768191,83,7,30.0337,"W",-83.12500936,"T",302.2,109.55,""
"2026/02/19","03791.","A","GA","FZG","FITZGERALD","US","02","FQR","LC","GEORGIA","ASO",5000,100,"I","O-CITY OF FITZGERALD","O-CITY OF FITZGERALD",16.89,5,"W","OPERATIONAL IFR","1989/01/12",31,41,29.7736,"N",31.69160377,83,16,15.3093,"W",-83.27091925,"T",364.3,111.1,""
"2026/02/19","03799.8","A","GA","LSF","FORT BENNING (COLUMBUS)","US","33","LSF","LS","GEORGIA","ASO",10002,150,"I","R-U.S. ARMY","R-U.S. ARMY",329.71,5,"W","OPERATIONAL IFR","1901/01/01",32,20,43.46,"N",32.34540555,84,59,54.65,"W",-84.99851388,"R",231.6,110.7,""
"2026/02/19","03805.","A","GA","GVL","GAINESVILLE","US","05","GVL","LD","GEORGIA","ASO",5496,100,"I","O-CITY OF GAINESVILLE","O-CITY OF GAINESVILLE",44,3,"W","OPERATIONAL IFR","1981/09/03",34,16,46.2427,"N",34.27951186,83,49,29.6308,"W",-83.82489744,"T",1242.4,110.55,""
"2026/02/19","03819.","A","GA","CPP","GREENSBORO","US","25","VVM","LE","GEORGIA","ASO",5500,100,"I","O-CITY OF GREENSBORO","O-CITY OF GREENSBORO",249.1,5,"W","OPERATIONAL RESTRICTED","2001/02/20",33,35,39.2047,"N",33.59422352,83,8,50.9147,"W",-83.1474763,"T",681.4,110.9,""
"2026/02/19","03862.","A","GA","LGC","LAGRANGE","US","31","GNK","LS","GEORGIA","ASO",6499,100,"I","F-FAA","F-FAA",310.71,4,"W","OPERATIONAL IFR","1986/05/08",33,0,54.294,"N",33.01508166,85,5,3.0342,"W",-85.08417616,"T",674.5,110.9,""
"2026/02/19","03869.2","A","GA","LZU","LAWRENCEVILLE","US","25","TXP","LS","GEORGIA","ASO",6001,100,"I","F-FAA","F-FAA",248.7,5,"W","OPERATIONAL IFR","1992/12/10",33,58,23.5203,"N",33.97320008,83,58,27.2313,"W",-83.97423091,"F",1065.1,109.95,""
"2026/02/19","03901.","A","GA","MAC","MACON","US","10","MAC","LE","GEORGIA","ASO",4694,100,"I","O-CITY OF MACON GA","O-CITY OF MACON GA",104.5,6,"W","OPERATIONAL IFR","1982/09/02",32,49,14.89,"N",32.82080277,83,33,23.44,"W",-83.55651111,"T",412.2,111.9,"N"
"2026/02/19","03902.","A","GA","MCN","MACON","US","05","MCN","LS","GEORGIA","ASO",6500,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",53.95,6,"W","OPERATIONAL IFR","1952/08/01",32,41,57.58,"N",32.69932777,83,38,35.46,"W",-83.64318333,"F",356,109.5,""
"2026/02/19","03910.","A","GA","MGE","MARIETTA","US","11","DJR","LG","GEORGIA","ASO",10002,300,"I","A-U.S AIR FORCE","A-U.S AIR FORCE",109.22,3,"W","OPERATIONAL IFR","2003/09/22",33,54,38.4107,"N",33.91066963,84,29,50.4931,"W",-84.49735919,"A",980.9,109.7,""
"2026/02/19","03910.","A","GA","MGE","MARIETTA","US","29","VRW","LG","GEORGIA","ASO",10002,300,"I","A-U.S AIR FORCE","A-U.S AIR FORCE",289.24,3,"W","OPERATIONAL IFR","2005/02/04",33,55,11.83,"N",33.91995277,84,32,8.18,"W",-84.53560555,"A",1079.7,111.35,""
"2026/02/19","03941.5","A","GA","CCO","ATLANTA","US","33","CCO","LG","GEORGIA","ASO",5500,100,"I","O-COWETA CO","O-COWETA CO",322.46,3,"W","OPERATIONAL RESTRICTED","2018/02/06",33,19,4.5726,"N",33.31793683,84,46,34.4868,"W",-84.77624633,"F",971.6,110.75,""
"2026/02/19","03956.","A","GA","PXE","PERRY","US","36","PXE","LG","GEORGIA","ASO",5004,100,"I","O-PERRY-FORT VALLEY ARPT AUTH","O-PERRY-FORT VALLEY ARPT AUTH",5.48,6,"W","OPERATIONAL IFR","1994/06/23",32,31,17.6322,"N",32.5215645,83,46,2.8694,"W",-83.76746372,"T",420.1,109.15,""
"2026/02/19","03974.","A","GA","RMG","ROME","US","01","HBQ","LD","GEORGIA","ASO",7010,150,"I","O-FLOYD CTY ARPT COMM","O-FLOYD CTY ARPT COMM",6.95,2,"W","OPERATIONAL IFR","1987/04/09",34,21,52.99,"N",34.36471944,85,9,25.77,"W",-85.15715833,"T",612.2,111.15,""
"2026/02/19","03991.","A","GA","SVN","SAVANNAH","US","28","SVN","LD","GEORGIA","ASO",11375,197,"I","R-U.S. ARMY","R-U.S. ARMY",276.19,4,"W","OPERATIONAL IFR","2024/08/30",32,0,38.722,"N",32.01075611,81,10,7.234,"W",-81.16867611,"R",12.2,109.5,""
"2026/02/19","03992.","A","GA","SAV","SAVANNAH","US","01","TPV","LS","GEORGIA","ASO",7002,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",5.63,6,"W","OPERATIONAL RESTRICTED","2018/02/07",32,8,24.2723,"N",32.14007563,81,12,0.625,"W",-81.20017361,"T",31,111.9,""
"2026/02/19","03992.","A","GA","SAV","SAVANNAH","US","10","SAV","LD","GEORGIA","ASO",9351,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",96.61,6,"W","OPERATIONAL IFR","1953/09/01",32,7,42.4,"N",32.12844444,81,11,7.15,"W",-81.18531944,"F",49.5,111.35,""
"2026/02/19","04017.","A","GA","TBR","STATESBORO","US","32","BZQ","LS","GEORGIA","ASO",6000,100,"I","F-FEDERAL AVIATION ADMINISTRATION","O-CITY OF STATESBORO",320.06,5,"W","OPERATIONAL IFR","1985/01/03",32,29,16.1077,"N",32.48780769,81,44,45.8813,"W",-81.74607813,"T",172.7,111.5,""
"2026/02/19","04026.","A","GA","SBO","SWAINSBORO","US","14","SBO","LD","GEORGIA","ASO",6021,100,"I","O-CITY OF SWAINSBORO","O-CITY OF SWAINSBORO",135.5,6,"W","OPERATIONAL IFR","1994/04/28",32,36,7.51,"N",32.60208611,82,21,35.43,"W",-82.35984166,"F",317,109.35,""
"2026/02/19","04047.","A","GA","OPN","THOMASTON","US","30","OPN","LD","GEORGIA","ASO",6350,100,"I","O-CITY OF THOMASTON","O-CITY OF THOMASTON",300.76,3,"W","OPERATIONAL RESTRICTED","2018/12/04",32,57,34.2958,"N",32.95952661,84,16,27.4119,"W",-84.27428108,"T",787.4,109.75,""
"2026/02/19","04055.1","A","GA","HQU","THOMSON","US","10","AAQ","LS","GEORGIA","ASO",5514,100,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",96.65,4,"W","OPERATIONAL RESTRICTED","2018/11/05",33,31,45.5577,"N",33.52932158,82,30,23.0324,"W",-82.50639788,"T",497.9,110.75,""
"2026/02/19","04057.","A","GA","TMA","TIFTON","US","34","TMA","LD","GEORGIA","ASO",6506,100,"I","O-TIFT COUNTY","O-TIFT COUNTY",332.34,3,"W","OPERATIONAL IFR","1989/08/24",31,26,22.5806,"N",31.43960572,83,29,55.6958,"W",-83.49880438,"T",351.2,109.7,""
"2026/02/19","04071.","A","GA","VLD","VALDOSTA","US","36","VLD","LS","GEORGIA","ASO",8003,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",355.82,5,"W","OPERATIONAL IFR","1973/04/05",30,47,36.0611,"N",30.7933503,83,16,32.7273,"W",-83.27575758,"T",186.3,110.9,"U"
"2026/02/19","04072.","A","GA","VAD","VALDOSTA","US","01R","MDG","LG","GEORGIA","ASO",9300,150,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",6.48,6,"W","OPERATIONAL IFR","2002/06/03",30,59,6.96,"N",30.98526666,83,11,26.8,"W",-83.19077777,"K",236,109.9,""
"2026/02/19","04072.","A","GA","VAD","VALDOSTA","US","19L","VAD","LS","GEORGIA","ASO",9300,150,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",186.48,6,"W","OPERATIONAL IFR","1901/01/01",30,57,6.94,"N",30.95192777,83,11,27.95,"W",-83.19109722,"A",197.7,109.3,""
"2026/02/19","04074.","A","GA","VDI","VIDALIA","US","25","VDI","LS","GEORGIA","ASO",6002,100,"I","O-CITY OF VIDALIA","O-CITY OF VIDALIA",248.79,6,"W","OPERATIONAL IFR","1989/06/29",32,11,10.8785,"N",32.18635513,82,22,55.6981,"W",-82.38213836,"T",271.4,110.3,""
"2026/02/19","04088.","A","GA","WRB","WARNER ROBINS","US","15","RJM","LS","GEORGIA","ASO",12001,300,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",146.03,2,"W","OPERATIONAL IFR","1979/11/21",32,37,28.25,"N",32.62451388,83,34,42.59,"W",-83.57849722,"K",264,111.7,""
"2026/02/19","04088.","A","GA","WRB","WARNER ROBINS","US","33","WRB","LS","GEORGIA","ASO",12001,300,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",326.05,2,"W","OPERATIONAL IFR","1971/09/09",32,39,21.17,"N",32.65588055,83,36,19.42,"W",-83.60539444,"A",288.4,110.1,""
"2026/02/19","04095.","A","GA","AYS","WAYCROSS","US","19","AYS","LS","GEORGIA","ASO",5992,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",184.24,5,"W","OPERATIONAL IFR","1982/06/24",31,14,10.2727,"N",31.23618686,82,23,53.1149,"W",-82.39808747,"K",138.6,108.3,""
"2026/02/19","04109.","A","GA","WDR","WINDER","US","31","IDR","LD","GEORGIA","ASO",5202,100,"I","O-WINDER-BARROW ARPT AUTH","O-WINDER-BARROW ARPT AUTH",316.42,5,"W","OPERATIONAL IFR","1975/09/11",33,59,10.6752,"N",33.98629866,83,40,6.416,"W",-83.66844888,"T",918.6,111.5,""
"2026/02/19","04149.","A","ID","BOI","BOISE","US","10R","BOI","LD","IDAHO","ANM",9763,150,"III","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",102.13,13,"E","OPERATIONAL RESTRICTED","1975/07/10",43,33,25.1302,"N",43.55698061,116,12,15.7294,"W",-116.20436927,"T",2859,111.1,""
"2026/02/19","04149.","A","ID","BOI","BOISE","US","28R","AAD","LD","IDAHO","ANM",10000,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",282.13,13,"E","OPERATIONAL RESTRICTED","2018/02/06",43,34,16.9963,"N",43.57138786,116,14,25.3123,"W",-116.24036452,"T",2824.9,110.15,""
"2026/02/19","04177.","A","ID","COE","COEUR D'ALENE","US","06","COE","LS","IDAHO","ANM",7400,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",51,19,"E","OPERATIONAL RESTRICTED","2018/02/06",47,46,47.3434,"N",47.77981761,116,48,17.0777,"W",-116.8047438,"T",2317.3,110.7,"N"
"2026/02/19","04209.","A","ID","IDA","IDAHO FALLS","US","21","IDA","LD","IDAHO","ANM",9002,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",206.02,12,"E","OPERATIONAL IFR","1973/03/29",43,30,0.6858,"N",43.5001905,112,5,15.742,"W",-112.08770611,"T",4731.5,111.1,"N"
"2026/02/19","04234.","A","ID","LWS","LEWISTON","US","26","LWS","LS","IDAHO","ANM",6511,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",263.81,15,"E","OPERATIONAL IFR","1973/06/28",46,22,27.0656,"N",46.37418488,117,1,53.5455,"W",-117.03154041,"T",1412.5,109.7,"U"
"2026/02/19","04268.","A","ID","MUO","MOUNTAIN HOME","US","12","MUO","LS","IDAHO","ANM",13510,200,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",122.06,13,"E","OPERATIONAL IFR","1901/01/01",43,1,35.89,"N",43.02663611,115,50,57.74,"W",-115.84937222,"A",3007.2,110.3,""
"2026/02/19","04268.","A","ID","MUO","MOUNTAIN HOME","US","30","BRN","LS","IDAHO","ANM",13510,200,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",302.08,13,"E","OPERATIONAL IFR","1979/06/06",43,3,37.96,"N",43.06054444,115,53,43.77,"W",-115.89549166,"K",2980.2,111.7,""
"2026/02/19","04288.","A","ID","PIH","POCATELLO","US","21","PIH","LD","IDAHO","ANM",9059,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",210.98,14,"E","OPERATIONAL IFR","1901/01/01",42,53,59.1024,"N",42.89975066,112,36,12.3719,"W",-112.60343663,"T",4443.6,110.3,""
"2026/02/19","04326.","A","ID","SZT","SANDPOINT","US","02","RPO","LE","IDAHO","ANM",5501,75,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",18.16,14,"E","OPERATIONAL RESTRICTED","2001/03/09",48,18,26.03,"N",48.30723055,116,33,10.45,"W",-116.55290277,"T",2136.8,109.1,"N"
"2026/02/19","04344.1","A","ID","TWF","TWIN FALLS","US","26","TWF","LS","IDAHO","ANM",8704,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",258.32,13,"E","OPERATIONAL IFR","1981/09/17",42,28,53.0539,"N",42.48140386,114,30,42.2216,"W",-114.51172822,"T",4139.5,108.3,"U"
"2026/02/19","04372.","A","IL","ALN","ALTON/ST LOUIS","US","29","ALN","LD","ILLINOIS","AGL",8099,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",294.37,1,"W","OPERATIONAL IFR","2020/03/26",38,53,46.7718,"N",38.8963255,90,3,29.4767,"W",-90.05818797,"T",535.1,108.5,""
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","14L","BTC","LD","ILLINOIS","AGL",10000,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",138.55,2,"W","OPERATIONAL IFR","1998/06/18",38,32,3.2719,"N",38.53424219,89,48,25.2728,"W",-89.80702022,"T",436.3,111.15,""
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","14R","OXK","LG","ILLINOIS","AGL",8006,150,"I","O-US AIR FORCE","O-US AIR FORCE",138.54,2,"W","OPERATIONAL IFR","2001/05/01",38,32,0.5491,"N",38.53348586,89,50,23.3173,"W",-89.83981036,"T",434.8,109.9,""
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","32L","BLV","LS","ILLINOIS","AGL",8006,150,"I","A-U.S. AIR FORCE","A-U.S. AIR FORCE",318.55,2,"W","OPERATIONAL IFR","1901/01/01",38,33,17.3539,"N",38.55482052,89,51,55.9941,"W",-89.86555391,"T",463.7,109.9,""
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","32R","JDU","LS","ILLINOIS","AGL",10000,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",318.57,2,"W","OPERATIONAL IFR","1997/09/11",38,33,29.5643,"N",38.5582123,89,50,9.33,"W",-89.835925,"T",436.2,111.15,""
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","02","TXN","LD","ILLINOIS","AGL",8000,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",20.9,3,"W","OPERATIONAL IFR","2007/03/15",40,29,15.298,"N",40.48758277,88,54,21.8401,"W",-88.90606669,"T",847.1,111.55,""
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","20","LHJ","LD","ILLINOIS","AGL",8000,150,"II","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",200.91,3,"W","OPERATIONAL IFR","1997/09/11",40,27,40.251,"N",40.46118083,88,55,2.0576,"W",-88.91723822,"T",846.5,111.55,""
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","29","BMI","LD","ILLINOIS","AGL",6525,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",290.89,3,"W","OPERATIONAL RESTRICTED","2018/02/05",40,29,5.1202,"N",40.48475561,88,56,21.0469,"W",-88.93917969,"T",874.1,110.95,"Y"
"2026/02/19","04458.8","A","IL","CPS","CAHOKIA/ST LOUIS","US","30L","CPS","LS","ILLINOIS","AGL",7002,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",302.22,0,"E","OPERATIONAL RESTRICTED","2018/02/05",38,34,32.0543,"N",38.57557063,90,10,5.6397,"W",-90.16823325,"T",408.5,109.1,""
"2026/02/19","04477.","A","IL","MDH","CARBONDALE/MURPHYSBORO","US","18L","MDH","LS","ILLINOIS","AGL",6506,100,"I","O-SO ILL ARPT AUTHORITY","O-SO ILL ARPT AUTHORITY",182.22,1,"W","OPERATIONAL IFR","1974/12/09",37,46,4.4033,"N",37.7678898,89,14,54.5629,"W",-89.24848969,"T",397,110.9,""
"2026/02/19","04494.","A","IL","CMI","CHAMPAIGN/URBANA","US","32R","CMI","LD","ILLINOIS","AGL",8101,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",318.61,3,"W","OPERATIONAL RESTRICTED","2018/02/05",40,2,59.2616,"N",40.04979488,88,17,19.7933,"W",-88.28883147,"T",746,109.1,""
"2026/02/19","04503.","A","IL","UGN","CHICAGO/WAUKEGAN","US","23","UGN","LS","ILLINOIS","AGL",6001,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",231.46,3,"W","OPERATIONAL IFR","1973/03/08",42,24,53.14,"N",42.41476111,87,52,38.1645,"W",-87.87726791,"T",724.8,110.7,""
"2026/02/19","04503.04","A","IL","LOT","CHICAGO/ROMEOVILLE","US","02","JQH","LE","ILLINOIS","AGL",6500,100,"I","O-JOLIET REGIONAL PORT DISTRICT","O-JOLIET REGIONAL PORT DISTRICT",15.73,2,"W","OPERATIONAL IFR","2006/02/22",41,37,9.2599,"N",41.61923886,88,5,39.7776,"W",-88.09438266,"T",653.3,108.55,""
"2026/02/19","04503.04","A","IL","LOT","CHICAGO/ROMEOVILLE","US","09","LOT","LE","ILLINOIS","AGL",5500,75,"I","O-JOLIET REGIONAL PORT DISTRICT","O-JOLIET REGIONAL PORT DISTRICT",89.73,2,"W","OPERATIONAL IFR","2007/10/15",41,36,31.468,"N",41.60874111,88,4,50.4435,"W",-88.08067875,"T",660.5,111.95,""
"2026/02/19","04506.","A","IL","ARR","CHICAGO/AURORA","US","09","ARR","LS","ILLINOIS","AGL",6501,100,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",90.14,1,"W","OPERATIONAL IFR","1984/04/12",41,46,13.7287,"N",41.77048019,88,27,21.5727,"W",-88.45599241,"T",700.7,108.9,"U"
"2026/02/19","04506.","A","IL","ARR","CHICAGO/AURORA","US","33","ROF","LE","ILLINOIS","AGL",5503,100,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",327.71,1,"W","OPERATIONAL RESTRICTED","2018/06/13",41,46,56.4348,"N",41.782343,88,29,17.4779,"W",-88.4881883,"T",710,111.15,""
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","04R","HKH","LD","ILLINOIS","AGL",6445,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",47.47,4,"W","OPERATIONAL IFR","1972/08/08",41,47,33.3438,"N",41.7925955,87,44,32.288,"W",-87.74230222,"T",604.7,111.5,""
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","13L","MDW","LD","ILLINOIS","AGL",6522,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",137.55,4,"W","OPERATIONAL RESTRICTED","2025/10/16",41,46,43.577,"N",41.77877138,87,44,35.096,"W",-87.74308222,"T",611.9,109.9,""
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","31R","MXT","LD","ILLINOIS","AGL",6522,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",317.56,4,"W","OPERATIONAL IFR","1901/01/01",41,47,31.442,"N",41.79206722,87,45,42.3449,"W",-87.76176247,"T",606.7,109.9,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","04R","FJU","LS","ILLINOIS","AGL",8075,150,"I","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",44.5,3,"W","OPERATIONAL IFR","1974/05/23",41,58,16.1967,"N",41.97116575,87,52,41.7631,"W",-87.87826752,"T",646.6,110.1,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","09C","OYG","LD","ILLINOIS","AGL",11245,200,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",92.97,3,"W","OPERATIONAL RESTRICTED","2020/11/18",41,59,17.9161,"N",41.98831002,87,53,10.9443,"W",-87.88637341,"T",656.3,111.9,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","09L","SAJ","LD","ILLINOIS","AGL",7500,150,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",92.99,3,"W","OPERATIONAL IFR","2008/10/06",42,0,10.1874,"N",42.00282983,87,53,43.3254,"W",-87.89536816,"T",660.9,111.75,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","09R","JAV","LD","ILLINOIS","AGL",11260,150,"III","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",92.98,3,"W","OPERATIONAL RESTRICTED","2018/02/05",41,59,2.0412,"N",41.98390033,87,53,10.7478,"W",-87.88631883,"T",642,110.5,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10C","SXH","LD","ILLINOIS","AGL",10800,200,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",92.86,3,"W","OPERATIONAL RESTRICTED","2018/02/05",41,57,56.803,"N",41.96577861,87,52,57.2925,"W",-87.88258125,"T",646.3,108.95,"N"
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10L","MED","LD","ILLINOIS","AGL",13000,150,"III","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",92.86,3,"W","OPERATIONAL IFR","1972/12/09",41,58,8.6818,"N",41.96907827,87,52,39.6951,"W",-87.87769308,"T",644.9,111.1,"U"
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10R","BYW","LD","ILLINOIS","AGL",7500,150,"I","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",91.36,4,"W","OPERATIONAL IFR","2015/10/15",41,57,31.6045,"N",41.95877902,87,53,26.3741,"W",-87.89065947,"T",649.9,110.9,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","10X","IZJ","LD","ILLINOIS","AGL",0,0,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",93.87,4,"W","OPERATIONAL IFR","2017/06/22",41,57,26.1287,"N",41.95725797,87,53,32.5409,"W",-87.89237247,"T",652.2,110.75,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","22L","LQQ","LS","ILLINOIS","AGL",8075,150,"II","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",224.51,3,"W","OPERATIONAL IFR","1974/06/27",41,57,5.6133,"N",41.95155925,87,54,5.4506,"W",-87.90151405,"T",653,110.1,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","22R","RXZ","LS","ILLINOIS","AGL",7500,150,"I","F-FEDERAL AVIATION ADMIN","F-FEDERAL AVIATION ADMIN",222.5,3,"W","OPERATIONAL IFR","1975/01/16",41,58,47.729,"N",41.97992472,87,54,56.987,"W",-87.91582972,"T",656.5,111.3,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","27C","UYJ","LD","ILLINOIS","AGL",11245,200,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",273,3,"W","OPERATIONAL RESTRICTED","2020/11/18",41,59,17.8863,"N",41.98830175,87,56,7.0691,"W",-87.93529697,"T",681.9,111.9,""
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","27L","IAC","LD","ILLINOIS","AGL",11260,150,"III","F-FEDERAL AVIATION ADMIN.","F-FEDERAL AVIATION ADMIN.",273,3,"W","OPERATIONAL IFR","1901/01/01",41,59,2.0129,"N",41.98389247,87,56,7.2563,"W",-87.93534897,"T",673.6,110.5,"U"
"2026/02/19","04508.","A","IL","ORD","CHICAGO","US","27R","ABU","LD","ILLINOIS","AGL",7500,150,"III","F-FEDERAL AVIATION ADMINISTRATION","F-FEDERAL AVIATION ADMINISTRATION",273.01,3,"W","OPERATIONAL IFR","2008/11/20",42,0,10.1939,"N",42.00283163,87,55,50.1994,"W",-87.93061094,"T",668.1,111.75,""
