"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_END_ID","ILS_LOC_ID","SYSTEM_TYPE_CODE","ILS_COMP_TYPE_CODE","COMPONENT_STATUS","COMPONENT_STATUS_DATE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","LAT_LONG_SOURCE_CODE","SITE_ELEVATION","MKR_FAC_TYPE_CODE","MARKER_ID_BEACON","COMPASS_LOCATOR_NAME","FREQ","NAV_ID","NAV_TYPE","LOW_POWERED_NDB_STATUS"
"2026/02/19","11462.","A","MS","TUP","TUPELO","US","36","TUP","LD","OM","OPERATIONAL IFR","1983/07/07",34,10,49.3578,"N",34.18037716,88,46,7.3267,"W",-88.76870186,"T",324.6,"MR","TU","VERON",420,"TU","NDB",""
"2026/02/19","11605.","A","MO","CGI","CAPE GIRARDEAU","US","10","CGI","LD","OM","OPERATIONAL IFR","1994/02/02",37,15,12.1824,"N",37.253384,89,42,2.1918,"W",-89.70060883,"T",352,"MR","CG","DUTCH",248,"CG","NDB",""
"2026/02/19","11808.","A","MO","JEF","JEFFERSON CITY","US","30","JEF","LD","OM","OPERATIONAL IFR","1979/02/22",38,32,52.7663,"N",38.54799063,92,4,18.1139,"W",-92.0716983,"T",584.4,"MR","JE","ALGOA",397,"JE","NDB",""
"2026/02/19","11810.","A","MO","JLN","JOPLIN","US","13","JLN","LS","OM","OPERATIONAL IFR","1901/01/01",37,12,11.3396,"N",37.20314988,94,33,30.7781,"W",-94.55854947,"T",913.5,"MR","JL","LUNNS",344,"JL","NDB",""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","01R","PVL","LD","IM","OPERATIONAL IFR","1995/01/05",39,16,45.0995,"N",39.2791943,94,42,34.8009,"W",-94.70966691,"T",1011.1,"M","","",,"","",""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","01R","PVL","LD","MM","OPERATIONAL IFR","1995/01/05",39,16,27.6318,"N",39.27434216,94,42,39.9693,"W",-94.71110258,"T",994.9,"M","VL","",,"","",""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","19R","PAJ","LD","IM","OPERATIONAL IFR","1981/02/19",39,19,30.1157,"N",39.32503213,94,43,11.8201,"W",-94.71995002,"T",972.4,"M","","",,"","",""
"2026/02/19","11816.6","A","MO","MCI","KANSAS CITY","US","19R","PAJ","LD","MM","OPERATIONAL IFR","1981/02/19",39,19,49.2587,"N",39.33034963,94,43,6.2032,"W",-94.71838977,"T",965.1,"M","AJ","",,"","",""
"2026/02/19","12074.","A","MO","STJ","ST JOSEPH","US","35","STJ","LS","OM","OPERATIONAL IFR","1901/01/01",39,40,32.6182,"N",39.67572727,94,54,24.6291,"W",-94.90684141,"Z",809,"MR","ST","TARIO",260,"ST","NDB",""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","11","OGZ","LD","IM","OPERATIONAL IFR","2006/04/13",38,45,40.3474,"N",38.76120761,90,24,44.7374,"W",-90.41242705,"T",613.3,"M","","",,"","",""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","12L","LDZ","LD","IM","OPERATIONAL IFR","1996/01/04",38,45,11.9417,"N",38.75331713,90,22,9.8845,"W",-90.36941236,"T",531.1,"M","","",,"","",""
"2026/02/19","12077.","A","MO","STL","ST LOUIS","US","30R","SJW","LD","IM","OPERATIONAL IFR","1982/10/28",38,44,14.6573,"N",38.7374048,90,20,13.7268,"W",-90.33714633,"T",600.9,"M","","",,"","",""
"2026/02/19","12082.5","A","MO","SUS","ST LOUIS","US","08R","SUS","LS","OM","OPERATIONAL IFR","1970/04/30",38,38,20.7579,"N",38.63909941,90,46,0.8401,"W",-90.76690002,"T",467.6,"MR","SU","SNOOP",326,"SU","NDB",""
"2026/02/19","12082.5","A","MO","SUS","ST LOUIS","US","26L","FZU","LS","OM","OPERATIONAL IFR","2010/01/08",38,40,38.4997,"N",38.67736102,90,32,50.3529,"W",-90.54732025,"T",459.1,"MR","FZ","EAVES",227,"FZ","NDB",""
"2026/02/19","12381.","A","MT","GTF","GREAT FALLS","US","03","SMR","LD","IM","OPERATIONAL IFR","2007/08/22",47,28,3.63,"N",47.467675,111,23,10.6269,"W",-111.38628525,"T",3683.4,"M","","",,"","",""
"2026/02/19","12549.1","A","MT","WYS","WEST YELLOWSTONE","US","01","LOW","LS","OM","OPERATIONAL IFR","2020/05/27",44,34,31.4875,"N",44.57541319,111,11,51.2433,"W",-111.19756758,"K",7000,"MR","LO","TARGY",415,"LO","NDB",""
"2026/02/19","12674.","A","NE","CDR","CHADRON","US","03","CDR","LS","OM","OPERATIONAL IFR","1991/11/14",42,45,18.6546,"N",42.75518183,103,10,28.9179,"W",-103.17469941,"K",3511.1,"MR","CD","DAWES",362,"CD","NDB",""
"2026/02/19","12794.","A","NE","LNK","LINCOLN","US","18","OCZ","LS","OM","OPERATIONAL IFR","1982/05/27",40,56,41.6286,"N",40.94489683,96,45,41.9381,"W",-96.76164947,"T",1254.6,"M","OC","CLONE",,"","",""
"2026/02/19","12836.","A","NE","OFK","NORFOLK","US","02","OFK","LS","OM","OPERATIONAL IFR","1978/11/30",41,53,15.4571,"N",41.88762697,97,28,48.9253,"W",-97.48025702,"T",1718.9,"M","OF","CARSY",,"","",""
"2026/02/19","12854.","A","NE","OMA","OMAHA","US","14R","OMA","LD","IM","OPERATIONAL IFR","2018/04/11",41,18,56.4429,"N",41.31567858,95,54,28.3414,"W",-95.90787261,"K",985.2,"M","","",,"","",""
"2026/02/19","12854.","A","NE","OMA","OMAHA","US","32R","EDI","LD","IM","OPERATIONAL IFR","2004/09/30",41,17,32.9983,"N",41.29249952,95,52,49.6105,"W",-95.88044736,"T",981.3,"M","","",,"","",""
"2026/02/19","13224.","A","NH","CON","CONCORD","US","35","CON","LS","OM","OPERATIONAL RESTRICTED","2001/02/05",43,7,7.7761,"N",43.11882669,71,27,9.7153,"W",-71.45269869,"Z",348.2,"MR","CO","EPSOM",216,"CO","NDB",""
"2026/02/19","13317.","A","NH","LEB","LEBANON","US","18","DVR","LD","OM","OPERATIONAL IFR","1989/02/09",43,43,58.0885,"N",43.73280236,72,20,0.542,"W",-72.33348388,"Z",797.6,"M","DV","BURGR",,"","",""
"2026/02/19","13332.","A","NH","MHT","MANCHESTER","US","06","MJE","LS","OM","OPERATIONAL IFR","1980/01/01",42,51,51.1563,"N",42.86421008,71,31,43.6555,"W",-71.52879319,"T",234.2,"MR","MJ","FITZY",209,"MJ","NDB",""
"2026/02/19","13332.","A","NH","MHT","MANCHESTER","US","35","MHT","LD","IM","OPERATIONAL IFR","2012/10/04",42,55,7.2686,"N",42.91868572,71,25,30.3345,"W",-71.42509291,"T",263.5,"M","","",,"","",""
"2026/02/19","13332.","A","NH","MHT","MANCHESTER","US","35","MHT","LD","MM","OPERATIONAL IFR","2022/11/22",42,54,49.308,"N",42.91369666,71,25,22.7315,"W",-71.42298097,"K",305,"M","HT","",,"","",""
"2026/02/19","14010.","A","NJ","MIV","MILLVILLE","US","10","MIV","LS","OM","OPERATIONAL IFR","1980/03/20",39,22,1.2151,"N",39.36700419,75,11,52.6946,"W",-75.19797072,"T",66,"M","MI","LADIE",,"","",""
"2026/02/19","14353.1","A","NJ","MJX","TOMS RIVER","US","06","MJX","LS","OM","OPERATIONAL IFR","1987/09/30",39,52,23.5037,"N",39.87319547,74,22,33.4022,"W",-74.37594505,"T",145.5,"M","MJ","THOMS",,"","",""
"2026/02/19","14528.1","A","NM","AEG","ALBUQUERQUE","US","22","AEG","LS","OM","OPERATIONAL IFR","1988/01/14",35,13,2.4587,"N",35.21734963,106,42,46.231,"W",-106.71284194,"Z",5453.4,"MR","AE","DUDLE",351,"AE","NDB",""
"2026/02/19","14559.","A","NM","CNM","CARLSBAD","US","03","CVD","LS","OM","OPERATIONAL IFR","2023/05/04",32,16,0.4495,"N",32.26679152,104,20,18.6437,"W",-104.33851213,"Z",3830.5,"MR","CV","CARLZ",402,"CV","NDB",""
"2026/02/19","14612.","A","NM","GUP","GALLUP","US","06","GUP","LE","OM","OPERATIONAL IFR","1979/08/09",35,29,6.4153,"N",35.48511536,108,54,3.8327,"W",-108.90106463,"T",6361.6,"M","GU","KINLY",,"","",""
"2026/02/19","14719.","A","NM","ROW","ROSWELL","US","21","ROW","LD","OM","OPERATIONAL IFR","1980/07/15",33,21,55.3224,"N",33.36536733,104,26,32.0484,"W",-104.44223566,"T",,"MR","RO","TOPAN",305,"RO","NDB",""
"2026/02/19","14728.","A","NM","SAF","SANTA FE","US","02","SGB","LD","MM","OPERATIONAL IFR","2017/09/13",35,36,1.662,"N",35.60046166,106,6,12.068,"W",-106.10335222,"K",6240,"M","GB","",,"","",""
"2026/02/19","14858.","A","NY","GVQ","BATAVIA","US","28","GVQ","LS","OM","OPERATIONAL IFR","1982/09/30",43,1,44.5191,"N",43.02903308,78,3,54.0848,"W",-78.06502355,"K",779.5,"M","GV","TAVIA",,"","",""
"2026/02/19","14954.","A","NY","BUF","BUFFALO","US","05","GBI","LS","OM","OPERATIONAL IFR","1966/01/14",42,52,25.9293,"N",42.87386925,78,48,59.6922,"W",-78.81658116,"T",592.8,"MR","GB","PLAZZ",204,"GB","NDB",""
"2026/02/19","14954.","A","NY","BUF","BUFFALO","US","23","BUF","LS","OM","OPERATIONAL IFR","1901/01/01",43,0,0.9789,"N",43.00027191,78,39,3.0704,"W",-78.65085288,"T",630,"MR","BU","KLUMP",231,"BU","NDB",""
"2026/02/19","15236.","A","NY","FRG","FARMINGDALE","US","14","FRG","LS","OM","OPERATIONAL IFR","1901/01/01",40,46,35.5713,"N",40.77654758,73,28,56.9484,"W",-73.48248566,"T",148.6,"MR","FR","FRIKK",407,"FR","NDB",""
"2026/02/19","15309.","A","NY","GFL","GLENS FALLS","US","01","GFL","LS","OM","OPERATIONAL IFR","1973/06/28",43,15,18.4508,"N",43.25512522,73,36,20.7432,"W",-73.605762,"T",233.6,"MR","GF","GANSE",209,"GF","NDB",""
"2026/02/19","15647.","A","NY","MSS","MASSENA","US","05","MSS","LS","OM","OPERATIONAL IFR","1980/03/20",44,51,14.6744,"N",44.85407622,74,54,56.8836,"W",-74.915801,"T",245,"MR","MS","MISSE",278,"MS","NDB",""
"2026/02/19","15752.","A","NY","SWF","NEW YORK","US","09","SWF","LS","OM","OPERATIONAL IFR","1971/10/04",41,29,8.7468,"N",41.485763,74,13,40.8283,"W",-74.22800786,"K",406.8,"MR","SW","NEELY",335,"SW","NDB",""
"2026/02/19","15793.","A","NY","JFK","NEW YORK","US","04R","JFK","LD","IM","OPERATIONAL IFR","1982/09/02",40,37,23.8334,"N",40.62328705,73,46,19.1548,"W",-73.77198744,"T",11.9,"M","","",,"","",""
"2026/02/19","15793.","A","NY","JFK","NEW YORK","US","22L","IWY","LD","IM","OPERATIONAL IFR","2003/11/21",40,38,51.125,"N",40.64753472,73,45,11.0314,"W",-73.75306427,"T",9.4,"M","","",,"","",""
"2026/02/19","15800.","A","NY","IAG","NIAGARA FALLS","US","28","IAG","LS","OM","OPERATIONAL IFR","1901/01/01",43,6,32.5184,"N",43.10903288,78,50,18.2195,"W",-78.8383943,"T",614.9,"MC","IA","KATHI",329,"","","OPERATIONAL IFR"
"2026/02/19","15851.","A","NY","OGS","OGDENSBURG","US","27","OGS","LE","OM","OPERATIONAL IFR","1981/10/01",44,42,5.4273,"N",44.70150758,75,21,10.6095,"W",-75.35294708,"T",357.6,"MR","OG","OGIVE",358,"OG","NDB",""
"2026/02/19","15857.1","A","NY","OLE","OLEAN","US","22","OLE","LC","OM","OPERATIONAL IFR","1982/07/08",42,18,42.474,"N",42.31179833,78,18,38.1338,"W",-78.31059272,"T",1604.1,"M","OL","EANEY",,"","",""
"2026/02/19","16118.","A","NY","SCH","SCHENECTADY","US","04","SCH","LS","OM","OPERATIONAL IFR","1977/03/24",42,46,18.542,"N",42.77181722,73,59,9.6539,"W",-73.98601497,"T",313.2,"M","SC","HANLY",,"","",""
"2026/02/19","16179.","A","NY","HWV","SHIRLEY","US","06","HWV","LS","OM","OPERATIONAL IFR","1988/09/22",40,45,56.5602,"N",40.76571116,72,56,58.1924,"W",-72.94949788,"K",34.7,"M","HW","MAIDS",,"","",""
"2026/02/19","16269.","A","NY","SYR","SYRACUSE","US","28","SYR","LD","IM","OPERATIONAL IFR","1982/12/23",43,6,33.967,"N",43.10943527,76,5,18.4579,"W",-76.08846052,"T",334.8,"M","","",,"","",""
"2026/02/19","16503.","A","NC","VUJ","ALBEMARLE","US","22L","VUJ","LS","OM","OPERATIONAL IFR","1998/12/29",35,29,20.9753,"N",35.4891598,80,5,0.4452,"W",-80.083457,"T",603.2,"MR","VU","ALLER",346,"VU","NDB",""
"2026/02/19","16517.5","A","NC","AVL","ASHEVILLE","US","17","IMO","LD","OM","OPERATIONAL IFR","1978/01/26",35,31,58.0004,"N",35.53277788,82,35,14.8019,"W",-82.58744497,"T",2123.2,"MR","IM","KEANS",357,"IM","NDB",""
"2026/02/19","16608.","A","NC","CLT","CHARLOTTE","US","18R","RGS","LD","IM","OPERATIONAL IFR","2010/01/04",35,13,38.8138,"N",35.22744827,80,58,3.387,"W",-80.9676075,"T",738.9,"M","","",,"","",""
"2026/02/19","16608.","A","NC","CLT","CHARLOTTE","US","36C","DQG","LS","IM","OPERATIONAL IFR","1901/01/01",35,11,48.7282,"N",35.19686894,80,57,1.9581,"W",-80.95054391,"T",683.2,"M","","",,"","",""
"2026/02/19","16608.","A","NC","CLT","CHARLOTTE","US","36L","XUU","LD","IM","OPERATIONAL IFR","2010/01/04",35,11,54.4337,"N",35.1984538,80,57,54.4062,"W",-80.96511283,"T",738.8,"M","","",,"","",""
"2026/02/19","16758.","A","NC","GSO","GREENSBORO","US","05L","LLG","LD","IM","OPERATIONAL IFR","2010/01/08",36,5,51.4114,"N",36.09761427,79,57,40.1077,"W",-79.96114102,"T",904,"M","","",,"","",""
"2026/02/19","16758.","A","NC","GSO","GREENSBORO","US","23L","HIH","LS","IM","OPERATIONAL IFR","1998/02/02",36,6,42.6636,"N",36.111851,79,55,5.2632,"W",-79.91812866,"T",881.9,"M","","",,"","",""
"2026/02/19","16758.","A","NC","GSO","GREENSBORO","US","23L","HIH","LS","OM","OPERATIONAL IFR","1974/06/27",36,10,22.6269,"N",36.17295191,79,50,13.4186,"W",-79.83706072,"T",723.4,"M","HI","BRANT",,"","",""
"2026/02/19","16793.","A","NC","HKY","HICKORY","US","24","HKY","LS","OM","OPERATIONAL IFR","1978/02/09",35,47,11.7837,"N",35.78660658,81,18,20.3437,"W",-81.30565102,"T",976.2,"MR","HK","TAWBA",332,"HK","NDB",""
"2026/02/19","16815.1","A","NC","OAJ","JACKSONVILLE","US","05","OAJ","LD","OM","OPERATIONAL IFR","1976/02/19",34,45,1.8377,"N",34.75051047,77,42,15.9622,"W",-77.70443394,"T",75.9,"MR","OA","ELLAS",261,"OA","NDB",""
"2026/02/19","16836.","A","NC","ISO","KINSTON","US","05","ISO","LD","OM","SHUTDOWN","2025/12/15",35,14,38.1135,"N",35.24392041,77,41,53.5766,"W",-77.69821572,"T",43.3,"R","IS","STALS",276,"IS","NDB",""
"2026/02/19","16882.","A","NC","LBT","LUMBERTON","US","05","JBD","LS","MM","OPERATIONAL IFR","1997/07/17",34,36,0.2467,"N",34.60006852,79,4,20.7015,"W",-79.07241708,"T",124.1,"M","BD","",,"","",""
"2026/02/19","16882.","A","NC","LBT","LUMBERTON","US","05","JBD","LS","OM","OPERATIONAL IFR","1997/07/17",34,32,45.1173,"N",34.54586591,79,8,18.7685,"W",-79.1385468,"T",132.7,"MR","JB","JIGEL",384,"JB","NDB",""
"2026/02/19","16906.","A","NC","MEB","MAXTON","US","05","MEB","LS","OM","OPERATIONAL IFR","1989/04/06",34,43,59.3626,"N",34.73315627,79,26,37.5224,"W",-79.44375622,"T",197.8,"MR","ME","MAXTN",257,"ME","NDB",""
"2026/02/19","16971.","A","NC","EWN","NEW BERN","US","04","EWN","LS","OM","OPERATIONAL IFR","1980/08/21",35,1,17.7211,"N",35.02158919,77,4,46.1427,"W",-77.07948408,"T",37.3,"MR","EW","KATFI",362,"EW","NDB",""
"2026/02/19","17079.","A","NC","RUQ","SALISBURY","US","20","RUQ","LS","OM","OPERATIONAL IFR","1997/01/02",35,43,59.2413,"N",35.73312258,80,29,22.4354,"W",-80.48956538,"T",699.7,"MR","RU","ROVDY",275,"RU","NDB",""
"2026/02/19","17211.","A","NC","ILM","WILMINGTON","US","24","GMX","LS","OM","OPERATIONAL IFR","2007/03/23",34,20,14.0557,"N",34.33723769,77,48,42.4528,"W",-77.81179244,"T",28.7,"MR","GM","WILZE",205,"GM","NDB",""
"2026/02/19","17211.","A","NC","ILM","WILMINGTON","US","35","ILM","LS","OM","OPERATIONAL IFR","1901/01/01",34,11,28.8235,"N",34.19133986,77,51,58.6977,"W",-77.86630491,"T",9,"MR","IL","AIRLI",281,"IL","NDB",""
"2026/02/19","17265.","A","ND","BIS","BISMARCK","US","13","BZX","LS","OM","OPERATIONAL IFR","1982/09/30",46,51,11.4102,"N",46.8531695,100,51,13.7005,"W",-100.85380569,"T",1638.1,"M","BZ","HUSKE",,"","",""
"2026/02/19","17328.","A","ND","FAR","FARGO","US","18","AAM","LS","OM","OPERATIONAL IFR","1982/10/28",47,0,33.008,"N",47.00916888,96,48,54.6179,"W",-96.81517163,"Z",889.8,"MR","AA","KENIE",365,"AA","NDB",""
"2026/02/19","17349.1","A","ND","GFK","GRAND FORKS","US","35L","GFK","LD","OM","OPERATIONAL IFR","1972/08/18",47,50,47.0338,"N",47.84639827,97,10,53.469,"W",-97.18151916,"T",861.1,"MR","GF","HISER",345,"GF","NDB",""
"2026/02/19","17521.","A","OH","CAK","AKRON","US","01","CAK","LS","OM","OPERATIONAL IFR","1976/01/13",40,50,54.7486,"N",40.84854127,81,26,42.7567,"W",-81.44521019,"T",1116.6,"M","CA","CABLE",,"","",""
"2026/02/19","17521.","A","OH","CAK","AKRON","US","19","RGO","LS","OM","OPERATIONAL IFR","1982/06/10",40,59,48.3906,"N",40.99677516,81,26,13.6324,"W",-81.43712011,"T",1072,"M","RG","DERBY",,"","",""
"2026/02/19","17524.","A","OH","AKR","AKRON","US","25","AKR","LE","OM","OPERATIONAL IFR","1901/01/01",41,4,11.1244,"N",41.06975677,81,23,14.8983,"W",-81.38747175,"T",1149.5,"MR","AK","AKRON",362,"AK","NDB",""
"2026/02/19","17746.","A","OH","CLE","CLEVELAND","US","06L","LIZ","LD","IM","OPERATIONAL IFR","2004/06/29",41,23,53.9363,"N",41.39831563,81,52,33.3994,"W",-81.87594427,"T",761.5,"M","","",,"","",""
"2026/02/19","17746.","A","OH","CLE","CLEVELAND","US","24R","PVY","LD","IM","OPERATIONAL IFR","2004/06/29",41,25,3.7844,"N",41.41771788,81,50,47.3046,"W",-81.8464735,"T",777.9,"M","","",,"","",""
"2026/02/19","17785.2","A","OH","TZR","COLUMBUS","US","04","BUZ","LS","OM","OPERATIONAL IFR","1976/12/09",39,49,8.9134,"N",39.81914261,83,12,17.355,"W",-83.20482083,"T",923.8,"MR","BU","BOUTN",230,"BU","NDB",""
"2026/02/19","17786.","A","OH","LCK","COLUMBUS","US","05R","DDV","LD","IM","OPERATIONAL IFR","1998/12/29",39,47,57.4449,"N",39.79929025,82,56,39.4941,"W",-82.94430391,"T",734,"M","","",,"","",""
"2026/02/19","17786.","A","OH","LCK","COLUMBUS","US","05R","DDV","LD","OM","OPERATIONAL IFR","1994/04/28",39,44,34.614,"N",39.74294833,83,1,13.0759,"W",-83.02029886,"T",705.6,"MR","DD","COBBS",253,"DD","NDB",""
"2026/02/19","17786.","A","OH","LCK","COLUMBUS","US","23L","LCK","LS","OM","OPERATIONAL IFR","1994/04/28",39,52,51.7796,"N",39.88104988,82,50,9.7507,"W",-82.83604186,"T",764,"MR","LC","PICKL",376,"LC","NDB",""
"2026/02/19","17787.","A","OH","OSU","COLUMBUS","US","09R","OSU","LS","OM","OPERATIONAL IFR","1978/07/13",40,4,25.2348,"N",40.07367633,83,11,53.134,"W",-83.19809277,"T",941.6,"MR","OS","FULER",515,"OS","NDB",""
"2026/02/19","17818.","A","OH","DAY","DAYTON","US","06L","ATD","LS","IM","OPERATIONAL IFR","1901/01/01",39,53,37.0278,"N",39.89361883,84,14,55.7462,"W",-84.24881838,"T",994.8,"M","","",,"","",""
"2026/02/19","17818.","A","OH","DAY","DAYTON","US","06L","ATD","LS","OM","OPERATIONAL IFR","1970/01/29",39,50,49.2073,"N",39.84700202,84,20,5.3166,"W",-84.33481016,"T",953.1,"MR","AT","BRUNY",315,"AT","NDB",""
"2026/02/19","18106.1","A","OH","LPR","LORAIN/ELYRIA","US","07","LQG","LS","OM","OPERATIONAL IFR","1981/06/11",41,18,35.1099,"N",41.30975275,82,16,24.58,"W",-82.27349444,"K",825,"M","LQ","RAWLS",,"","",""
"2026/02/19","18157.","A","OH","MFD","MANSFIELD","US","32","MFD","LS","OM","OPERATIONAL IFR","1901/01/01",40,45,57.88,"N",40.76607777,82,26,41.9783,"W",-82.44499397,"T",1312.5,"MR","MF","MANNS",372,"MF","NDB",""
"2026/02/19","18199.","A","OH","MWO","MIDDLETOWN","US","23","MWO","LC","OM","OPERATIONAL IFR","1968/04/12",39,34,41.6875,"N",39.57824652,84,19,24.565,"W",-84.32349027,"T",684.3,"MR","MW","ONIDA",223,"MW","NDB",""
"2026/02/19","18577.","A","OH","TOL","TOLEDO","US","07","TOL","LS","OM","OPERATIONAL IFR","1901/01/01",41,33,12.4755,"N",41.55346541,83,55,15.9285,"W",-83.92109125,"T",676.2,"MR","TO","TOPHR",219,"TO","NDB",""
"2026/02/19","18717.","A","OH","ILN","WILMINGTON","US","04L","HWM","LS","OM","OPERATIONAL IFR","1991/04/04",39,21,12.3927,"N",39.35344241,83,52,32.8521,"W",-83.87579225,"T",995.5,"MR","HW","CUBLA",299,"HW","NDB",""
"2026/02/19","18717.","A","OH","ILN","WILMINGTON","US","22R","ILN","LS","IM","OPERATIONAL IFR","2017/06/12",39,26,41.0669,"N",39.4447408,83,47,3.5877,"W",-83.78432991,"T",1074.1,"M","","",,"","",""
"2026/02/19","18717.","A","OH","ILN","WILMINGTON","US","22R","ILN","LS","OM","OPERATIONAL IFR","1982/03/18",39,29,34.9174,"N",39.49303261,83,44,17.4521,"W",-83.73818113,"T",1050,"MR","IL","AIRBO",407,"IL","NDB",""
"2026/02/19","18753.","A","OH","YNG","YOUNGSTOWN/WARREN","US","14","MQK","LS","OM","OPERATIONAL IFR","1978/02/09",41,19,54.8056,"N",41.33189044,80,46,26.7016,"W",-80.77408377,"T",925.3,"M","MQ","MOSKI",,"","",""
"2026/02/19","18753.","A","OH","YNG","YOUNGSTOWN/WARREN","US","32","YNG","LS","OM","OPERATIONAL IFR","1901/01/01",41,12,1.9017,"N",41.20052825,80,35,46.0691,"W",-80.5961303,"T",1029.7,"MR","YN","FETCH",338,"YN","NDB",""
"2026/02/19","18795.","A","OK","ADM","ARDMORE","US","31","AIW","LS","OM","OPERATIONAL IFR","1982/05/13",34,13,56.4273,"N",34.23234091,96,55,59.2635,"W",-96.93312875,"T",709.5,"MR","AI","ADDMO",400,"AI","NDB",""
"2026/02/19","18877.","A","OK","CSM","BURNS FLAT","US","17R","BZF","LS","OM","SHUTDOWN","2025/06/26",35,27,2.379,"N",35.45066083,99,12,5.317,"W",-99.20147694,"K",1740,"MR","BZ","FOSSI",393,"BZ","NDB",""
"2026/02/19","18953.","A","OK","WDG","ENID","US","35","EIU","LS","OM","OPERATIONAL IFR","1979/06/14",36,16,30.019,"N",36.27500527,97,47,26.7485,"W",-97.79076347,"T",1104.1,"MR","EI","GARFY",341,"EI","NDB",""
"2026/02/19","19063.","A","OK","LAW","LAWTON","US","35","LAW","LS","OM","OPERATIONAL IFR","1974/09/26",34,29,39.182,"N",34.49421722,98,24,44.689,"W",-98.41241361,"P",1103,"M","LA","LAWTON",,"","",""
"2026/02/19","19122.","A","OK","OUN","NORMAN","US","03","PHY","LE","OM","OPERATIONAL IFR","1982/07/22",35,10,30.8739,"N",35.17524275,97,31,48.5278,"W",-97.53014661,"K",1190,"M","PH","SOONR",,"","",""
"2026/02/19","19136.","A","OK","OKC","OKLAHOMA CITY","US","35R","RGR","LD","IM","OPERATIONAL IFR","1901/01/01",35,22,31.4278,"N",35.37539661,97,35,20.1197,"W",-97.58892213,"T",1271.9,"M","","",,"","",""
"2026/02/19","19137.","A","OK","PWA","OKLAHOMA CITY","US","17L","PWA","LS","OM","OPERATIONAL IFR","1974/07/11",35,37,33.69,"N",35.626025,97,38,51.2,"W",-97.64755555,"K",1105,"M","PW","DIRGE",,"","",""
"2026/02/19","19143.","A","OK","OKM","OKMULGEE","US","18","OKM","LS","OM","SHUTDOWN","2022/02/25",35,45,18.9,"N",35.75525,95,56,55.53,"W",-95.94875833,"T",734.3,"MR","OK","PRESO",388,"OK","NDB",""
"2026/02/19","19166.","A","OK","PNC","PONCA CITY","US","17","PNC","LD","OM","OPERATIONAL IFR","1979/11/01",36,49,30.1235,"N",36.8250343,97,6,1.92,"W",-97.10053333,"Z",1041,"MR","PN","PONCA",515,"PN","NDB",""
"2026/02/19","19241.","A","OK","SWO","STILLWATER","US","17","SWO","LD","OM","OPERATIONAL IFR","1993/09/16",36,14,10.1514,"N",36.23615316,97,5,14.3281,"W",-97.08731336,"T",974,"MR","SW","GABEH",255,"SW","NDB",""
"2026/02/19","19283.","A","OK","TUL","TULSA","US","36R","TUL","LD","IM","OPERATIONAL IFR","1901/01/01",36,11,1.0235,"N",36.18361763,95,52,59.9844,"W",-95.883329,"T",633.6,"M","","",,"","",""
"2026/02/19","19283.","A","OK","TUL","TULSA","US","36R","TUL","LD","OM","OPERATIONAL IFR","1901/01/01",36,5,50.6124,"N",36.09739233,95,53,19.5635,"W",-95.88876763,"T",709.3,"MR","TU","OILLR",338,"TU","NDB",""
"2026/02/19","19434.","A","OR","EUG","EUGENE","US","16R","EUG","LD","IM","OPERATIONAL IFR","1998/12/29",44,8,16.817,"N",44.13800472,123,13,9.0654,"W",-123.21918483,"T",356,"M","","",,"","",""
"2026/02/19","19571.","A","OR","PDX","PORTLAND","US","10R","PDX","LD","IM","OPERATIONAL IFR","1982/07/08",45,35,46.7091,"N",45.59630808,122,37,28.0266,"W",-122.62445183,"K",17,"M","","",,"","",""
"2026/02/19","19685.","A","PA","AOO","ALTOONA","US","21","AOO","LS","OM","OPERATIONAL IFR","1976/04/01",40,23,59.5498,"N",40.39987494,78,16,52.0497,"W",-78.28112491,"Z",1200,"M","AO","ALTOO",,"","",""
"2026/02/19","19801.","A","PA","BVI","BEAVER FALLS","US","10","BVI","LC","OM","OPERATIONAL IFR","1980/09/04",40,46,35.5581,"N",40.77654391,80,31,22.6983,"W",-80.52297175,"T",935.8,"M","BV","NAMTH",,"","",""
"2026/02/19","19905.","A","PA","BFD","BRADFORD","US","32","BFD","LS","OM","OPERATIONAL IFR","1999/02/05",41,45,15.0678,"N",41.7541855,78,34,27.3915,"W",-78.57427541,"T",2185.7,"M","BF","BRAFO",,"","",""
"2026/02/19","20126.","A","PA","VVS","CONNELLSVILLE","US","05","VVS","LC","OM","OPERATIONAL IFR","2016/08/31",39,52,57.974,"N",39.88277055,79,44,40.962,"W",-79.74471166,"K",1020,"R","VV","CAMOR",299,"VV","NDB",""
