"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_END_ID","ILS_LOC_ID","SYSTEM_TYPE_CODE","COMPONENT_STATUS","COMPONENT_STATUS_DATE","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","LAT_LONG_SOURCE_CODE","SITE_ELEVATION","CHANNEL"
"2026/02/19","02575.1","A","CO","CFO","DENVER","US","17","FZR","LD","OPERATIONAL IFR","1994/04/28",39,47,18.1446,"N",39.7883735,104,31,31.9477,"W",-104.52554102,"T",5477.5,"46X"
"2026/02/19","02575.1","A","CO","CFO","DENVER","US","26","FTG","LD","OPERATIONAL IFR","1989/01/12",39,47,36.3678,"N",39.7934355,104,34,28.2418,"W",-104.57451161,"T",5434.6,"30X"
"2026/02/19","02575.1","A","CO","CFO","DENVER","US","35","VWT","LD","OPERATIONAL IFR","1994/03/03",39,47,18.1446,"N",39.7883735,104,31,31.9477,"W",-104.52554102,"T",5477.5,"46X"
"2026/02/19","02588.","A","CO","EGE","EAGLE","US","25","ESJ","LD","OPERATIONAL RESTRICTED","2018/02/06",39,38,18.8897,"N",39.63858047,106,56,11.5601,"W",-106.93654447,"T",6456.4,"34Y"
"2026/02/19","02588.","A","CO","EGE","EAGLE","US","25X","VAZ","DD","OPERATIONAL IFR","2006/07/28",39,38,19.0427,"N",39.63862297,106,56,11.5906,"W",-106.93655294,"T",6456.6,"20X"
"2026/02/19","02602.2","A","CO","FCS","FORT CARSON","US","31","FCS","LD","OPERATIONAL IFR","2022/11/14",38,41,4.41,"N",38.68455833,104,45,54.09,"W",-104.765025,"R",5854,"54Y"
"2026/02/19","02624.","A","CO","GJT","GRAND JUNCTION","US","11","GJT","LD","OPERATIONAL IFR","1901/01/01",39,7,6.6117,"N",39.11850325,108,30,45.7984,"W",-108.51272177,"G",4879,"40X"
"2026/02/19","02624.","A","CO","GJT","GRAND JUNCTION","US","29","ACD","DD","OPERATIONAL IFR","1980/01/01",39,7,6.8044,"N",39.11855677,108,30,45.7431,"W",-108.51270641,"F",4878.6,"34X"
"2026/02/19","02627.","A","CO","GXY","GREELEY","US","35","DCI","LD","OPERATIONAL IFR","1980/01/01",40,27,32.6483,"N",40.45906897,104,38,0.038,"W",-104.63334388,"T",4710,"40X"
"2026/02/19","02631.","A","CO","GUC","GUNNISON","US","06","GUC","LD","OPERATIONAL IFR","1987/06/04",38,32,28.9439,"N",38.5413733,106,54,30.4467,"W",-106.90845741,"T",7696.4,"42X"
"2026/02/19","02635.7","A","CO","HDN","HAYDEN","US","10","HDN","LD","OPERATIONAL IFR","1986/12/18",40,28,30.8664,"N",40.47524066,107,11,51.2062,"W",-107.19755727,"T",6614.9,"36X"
"2026/02/19","02711.","A","CO","RIL","RIFLE","US","26","RIL","LD","OPERATIONAL IFR","2000/02/24",39,31,31.9875,"N",39.52555208,107,44,38.3832,"W",-107.74399533,"T",5466.7,"46X"
"2026/02/19","02742.","A","CO","TEX","TELLURIDE","US","09","TEX","DD","OPERATIONAL RESTRICTED","2001/02/21",37,57,22.7794,"N",37.95632761,107,55,0.4785,"W",-107.91679958,"T",9039.3,"30X"
"2026/02/19","02785.","A","CT","BDR","BRIDGEPORT","US","06","BDR","LD","OPERATIONAL IFR","2022/03/26",41,9,55.0859,"N",41.16530163,73,7,8.927,"W",-73.11914638,"T",17.9,"44X"
"2026/02/19","02802.","A","CT","DXR","DANBURY","US","08","DXR","LE","OPERATIONAL RESTRICTED","1988/06/30",41,22,13.0839,"N",41.37030108,73,28,52.6504,"W",-73.48129177,"T",466.6,"52Y"
"2026/02/19","02823.","A","CT","GON","GROTON (NEW LONDON)","US","05","GON","LD","OPERATIONAL IFR","1979/06/28",41,20,17.6573,"N",41.33823813,72,2,14.5281,"W",-72.03736891,"Z",8.2,"50X"
"2026/02/19","02858.","A","CT","HVN","NEW HAVEN","US","02","HVN","LD","OPERATIONAL IFR","1901/01/01",41,16,25.0157,"N",41.27361547,72,53,16.9665,"W",-72.88804625,"T",26.4,"28X"
"2026/02/19","02870.3","A","CT","OXC","OXFORD","US","36","OXC","LD","OPERATIONAL IFR","1987/05/07",41,29,17.2475,"N",41.4881243,73,8,13.9181,"W",-73.13719947,"T",721.7,"32Y"
"2026/02/19","02944.","A","CT","IJD","WILLIMANTIC","US","27","IJD","LE","OPERATIONAL RESTRICTED","1991/03/07",41,44,33.6343,"N",41.74267619,72,11,6.3368,"W",-72.18509355,"K",252.2,"20Y"
"2026/02/19","02946.","A","CT","BDL","WINDSOR LOCKS","US","06","BDL","LD","OPERATIONAL IFR","1984/04/12",41,57,17.2894,"N",41.95480261,72,39,56.5118,"W",-72.66569772,"T",163.8,"48X"
"2026/02/19","02946.","A","CT","BDL","WINDSOR LOCKS","US","24","MYQ","LD","OPERATIONAL RESTRICTED","2019/04/29",41,57,17.2894,"N",41.95480261,72,39,56.5118,"W",-72.66569772,"T",163.8,"48X"
"2026/02/19","02946.","A","CT","BDL","WINDSOR LOCKS","US","33","IKX","LD","OPERATIONAL IFR","1984/09/27",41,56,37.9724,"N",41.94388122,72,41,47.432,"W",-72.69650888,"T",181.8,"22Y"
"2026/02/19","03001.","A","DC","DCA","WASHINGTON","US","01","DCA","LD","OPERATIONAL IFR","1986/09/09",38,51,34.9298,"N",38.85970272,77,2,12.0603,"W",-77.03668341,"T",12.1,"36X"
"2026/02/19","03001.","A","DC","DCA","WASHINGTON","US","19","ASO","DD","OPERATIONAL RESTRICTED","2018/02/06",38,51,34.9198,"N",38.85969994,77,2,12.0479,"W",-77.03667997,"K",28.4,"36X"
"2026/02/19","03001.","A","DC","DCA","WASHINGTON","US","19X","VWH","DD","OPERATIONAL IFR","1984/07/19",38,51,20.48,"N",38.85568888,77,0,56.74,"W",-77.01576111,"F",10.5,"50Y"
"2026/02/19","03002.","A","DC","IAD","WASHINGTON","US","01L","OIU","LD","OPERATIONAL IFR","2008/11/20",38,58,25.077,"N",38.9736325,77,28,31.1445,"W",-77.47531791,"T",288.2,"44Y"
"2026/02/19","03002.","A","DC","IAD","WASHINGTON","US","01R","IAD","LD","OPERATIONAL IFR","2005/07/05",38,55,11.037,"N",38.9197325,77,26,8.2071,"W",-77.43561308,"T",326.3,"38X"
"2026/02/19","03002.","A","DC","IAD","WASHINGTON","US","19L","SGC","LD","OPERATIONAL IFR","2005/07/05",38,55,11.037,"N",38.9197325,77,26,8.2071,"W",-77.43561308,"T",326.3,"38X"
"2026/02/19","03002.","A","DC","IAD","WASHINGTON","US","19R","ISU","LD","OPERATIONAL IFR","2008/11/20",38,58,25.077,"N",38.9736325,77,28,31.1445,"W",-77.47531791,"T",288.2,"44Y"
"2026/02/19","03083.","A","FL","BKV","BROOKSVILLE","US","09","OSV","LD","OPERATIONAL IFR","2019/06/25",28,28,36.0418,"N",28.47667827,82,26,51.0282,"W",-82.44750783,"O",79.7,"44Y"
"2026/02/19","03147.","A","FL","DAB","DAYTONA BEACH","US","25R","DBF","LD","OPERATIONAL IFR","2011/09/12",29,10,14.755,"N",29.17076527,81,4,44.5668,"W",-81.07904633,"T",34,"34X"
"2026/02/19","03192.","A","FL","FLL","FORT LAUDERDALE","US","10L","LHI","LD","OPERATIONAL IFR","1989/02/09",26,4,40.1757,"N",26.07782658,80,8,15.6721,"W",-80.13768669,"T",11.3,"38X"
"2026/02/19","03192.","A","FL","FLL","FORT LAUDERDALE","US","10R","FLL","LD","OPERATIONAL IFR","2014/07/25",26,3,58.8348,"N",26.066343,80,7,55.7162,"W",-80.13214338,"T",68.3,"54Y"
"2026/02/19","03192.","A","FL","FLL","FORT LAUDERDALE","US","28L","ADI","LD","OPERATIONAL IFR","2014/07/28",26,3,59.4802,"N",26.06652227,80,9,40.4489,"W",-80.1612358,"T",14.7,"54Y"
"2026/02/19","03192.","A","FL","FLL","FORT LAUDERDALE","US","28R","UDL","LD","OPERATIONAL IFR","1985/03/14",26,4,34.5346,"N",26.07625961,80,10,2.4136,"W",-80.16733711,"T",10.4,"44X"
"2026/02/19","03198.2","A","FL","RSW","FORT MYERS","US","06","RSW","LD","OPERATIONAL IFR","2013/02/28",26,32,53.339,"N",26.54814972,81,44,17.5144,"W",-81.73819844,"T",38,"52X"
"2026/02/19","03202.","A","FL","FPR","FORT PIERCE","US","10R","FJD","LD","OPERATIONAL IFR","1994/05/26",27,29,47.0117,"N",27.49639213,80,21,22.5119,"W",-80.3562533,"T",33.1,"42Y"
"2026/02/19","03250.1","A","FL","JAX","JACKSONVILLE","US","14","CZH","LD","OPERATIONAL IFR","2025/09/26",30,28,37.62,"N",30.47711666,81,40,45.29,"W",-81.67924722,"FS",21.8,"42X"
"2026/02/19","03250.3","A","FL","VQQ","JACKSONVILLE","US","36R","VQQ","LD","OPERATIONAL RESTRICTED","2020/08/13",30,14,16.9602,"N",30.2380445,81,52,22.2017,"W",-81.8728338,"T",85.1,"32X"
"2026/02/19","03258.721","A","FL","06FA","JUPITER","US","10","SYK","LD","OPERATIONAL IFR","2009/05/08",26,54,27.29,"N",26.90758055,80,19,0.37,"W",-80.31676944,"F",28,"50X"
"2026/02/19","03283.","A","FL","LAL","LAKELAND","US","10","LAL","LD","OPERATIONAL IFR","2013/01/11",27,59,25.7088,"N",27.99047466,82,0,16.3507,"W",-82.00454186,"T",139.8,"38X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","08L","ROY","LE","OPERATIONAL RESTRICTED","2018/02/06",25,48,16.3597,"N",25.80454436,80,16,18.3104,"W",-80.27175288,"T",20.1,"30X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","08R","MFA","LD","OPERATIONAL RESTRICTED","2018/02/07",25,48,5.0878,"N",25.80141327,80,16,0.575,"W",-80.26682638,"T",15.6,"40X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","09","BUL","LD","OPERATIONAL IFR","2016/08/09",25,47,15.8249,"N",25.78772913,80,16,17.2451,"W",-80.27145697,"T",20.1,"46X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","12","GEM","LD","OPERATIONAL IFR","1983/09/16",25,47,11.2767,"N",25.78646575,80,16,32.4152,"W",-80.27567088,"T",15.9,"26X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","26L","VIN","LD","OPERATIONAL IFR","1997/12/04",25,48,5.8074,"N",25.80161316,80,18,14.9415,"W",-80.30415041,"T",14.3,"28X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","26R","CNV","LE","OPERATIONAL IFR","2003/08/04",25,48,7.1241,"N",25.80197891,80,18,16.4684,"W",-80.30457455,"T",20.3,"30X"
"2026/02/19","03333.","A","FL","MIA","MIAMI","US","30","DCX","LD","OPERATIONAL IFR","1901/01/01",25,47,57.7789,"N",25.79938302,80,18,14.5127,"W",-80.3040313,"T",14.7,"54X"
"2026/02/19","03339.","A","FL","OPF","MIAMI","US","12","OLX","LD","OPERATIONAL IFR","1996/06/20",25,54,0.2529,"N",25.90007025,80,16,5.0908,"W",-80.26808077,"K",14.8,"52Y"
"2026/02/19","03339.","A","FL","OPF","MIAMI","US","27R","PLJ","LD","OPERATIONAL IFR","1996/06/20",25,54,42.3647,"N",25.91176797,80,17,32.162,"W",-80.29226722,"K",15.1,"50Y"
"2026/02/19","03352.","A","FL","NDZ","MILTON","US","32","NDZ","LD","OPERATIONAL IFR","2003/09/22",30,41,36.7334,"N",30.69353705,87,0,39.9829,"W",-87.01110636,"N",169.7,"42Y"
"2026/02/19","03352.01","A","FL","NSE","MILTON","US","14","NSE","LD","OPERATIONAL IFR","2009/11/10",30,43,43.6938,"N",30.72880383,87,1,32.0019,"W",-87.02555608,"N",194.7,"54Y"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","17L","ARK","LD","OPERATIONAL IFR","2003/11/24",28,24,57.9921,"N",28.41610891,81,16,51.737,"W",-81.28103805,"T",97,"46Y"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","17R","DIZ","LD","OPERATIONAL IFR","1989/08/24",28,24,18.9549,"N",28.40526525,81,17,47.0755,"W",-81.29640986,"T",86.4,"54Y"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","18R","TFE","LD","OPERATIONAL IFR","2005/03/15",28,24,42.2043,"N",28.41172341,81,19,38.5819,"W",-81.32738386,"T",94.7,"56X"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","35L","DDO","LD","OPERATIONAL IFR","1989/08/24",28,26,18.3948,"N",28.438443,81,17,48.1528,"W",-81.29670911,"T",95.5,"42X"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","35R","CER","LD","OPERATIONAL IFR","2003/11/20",28,26,48.2377,"N",28.44673269,81,16,52.8447,"W",-81.28134575,"T",98.3,"48Y"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","36L","MCO","LD","OPERATIONAL IFR","2025/09/26",28,27,1.24,"N",28.45034444,81,19,41.79,"W",-81.328275,"FS",86,"56X"
"2026/02/19","03407.","A","FL","MCO","ORLANDO","US","36R","OJP","LD","OPERATIONAL IFR","2005/03/15",28,27,0.7626,"N",28.45021183,81,19,18.0064,"W",-81.32166844,"T",96.2,"44X"
"2026/02/19","03407.1","A","FL","SFB","ORLANDO","US","09L","SND","LD","OPERATIONAL IFR","2013/05/14",28,46,51.6346,"N",28.78100961,81,13,3.1918,"W",-81.21755327,"T",30.5,"26X"
"2026/02/19","03407.1","A","FL","SFB","ORLANDO","US","09R","OOS","LD","OPERATIONAL IFR","2008/12/04",28,46,8.2879,"N",28.76896886,81,12,50.1527,"W",-81.2139313,"T",26,"52Y"
"2026/02/19","03407.1","A","FL","SFB","ORLANDO","US","27R","FNU","LD","OPERATIONAL IFR","1980/01/01",28,46,50.9839,"N",28.78082886,81,15,34.7222,"W",-81.25964505,"T",63.1,"38Y"
"2026/02/19","03407.2","A","FL","ISM","ORLANDO","US","15","ISM","LD","OPERATIONAL IFR","2005/11/15",28,16,48.6207,"N",28.28017241,81,25,46.8056,"W",-81.42966822,"T",81.1,"34Y"
"2026/02/19","03408.","A","FL","ORL","ORLANDO","US","25","EXO","LD","OPERATIONAL IFR","2012/02/28",28,32,27.538,"N",28.54098277,81,20,30.9719,"W",-81.34193663,"T",117.4,"30Y"
"2026/02/19","03430.3","A","FL","ECP","PANAMA CITY","US","16","PUK","LD","OPERATIONAL IFR","2010/02/23",30,20,33.0405,"N",30.34251125,85,47,22.8848,"W",-85.78969022,"T",64.3,"48Y"
"2026/02/19","03435.","A","FL","PNS","PENSACOLA","US","17","PNS","LD","OPERATIONAL IFR","1983/09/29",30,27,31.0143,"N",30.45861508,87,11,6.3195,"W",-87.18508875,"T",110.4,"48X"
"2026/02/19","03435.","A","FL","PNS","PENSACOLA","US","26","PHC","LE","OPERATIONAL IFR","2005/06/01",30,28,17.2847,"N",30.47146797,87,11,57.4037,"W",-87.1992788,"T",99.6,"46Y"
"2026/02/19","03435.5","A","FL","NPA","PENSACOLA","US","07L","NPA","LD","OPERATIONAL IFR","2024/04/03",30,21,10.3881,"N",30.35288558,87,19,35.1086,"W",-87.32641905,"",19.7,"30X"
"2026/02/19","03451.","A","FL","PMP","POMPANO BEACH","US","15","PMP","LE","OPERATIONAL IFR","1998/11/05",26,14,34.3941,"N",26.24288725,80,6,16.6444,"W",-80.10462344,"T",16,"34Y"
"2026/02/19","03455.","A","FL","PGD","PUNTA GORDA","US","04","PGD","LD","OPERATIONAL IFR","2015/10/15",26,55,46.3336,"N",26.92953711,81,58,44.2558,"W",-81.97895994,"T",37.4,"34Y"
"2026/02/19","03468.","A","FL","SGJ","ST AUGUSTINE","US","31","GUH","LD","OPERATIONAL IFR","2003/01/23",29,58,8.2092,"N",29.968947,81,21,8.2215,"W",-81.35228375,"T",10.4,"48X"
"2026/02/19","03475.","A","FL","PIE","ST PETERSBURG-CLEARWATER","US","18","PIE","LD","OPERATIONAL IFR","2023/02/22",27,53,42.19,"N",27.89505277,82,41,8.86,"W",-82.68579444,"",2,"28X"
"2026/02/19","03475.","A","FL","PIE","ST PETERSBURG-CLEARWATER","US","36","CWT","LD","OPERATIONAL IFR","2015/09/22",27,55,38.6902,"N",27.92741394,82,41,28.6139,"W",-82.69128163,"T",15.4,"24X"
"2026/02/19","03509.1","A","FL","TLH","TALLAHASSEE","US","27","PLQ","LD","OPERATIONAL IFR","2013/09/27",30,23,25.7123,"N",30.39047563,84,21,34.9377,"W",-84.35970491,"T",64,"56X"
"2026/02/19","03509.1","A","FL","TLH","TALLAHASSEE","US","36","TLH","LD","OPERATIONAL IFR","2013/01/10",30,24,54.7534,"N",30.41520927,84,21,27.78,"W",-84.35771666,"T",70.8,"40X"
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","01L","AMP","LD","OPERATIONAL IFR","2014/08/11",27,59,43.4047,"N",27.99539019,82,32,25.6476,"W",-82.54045766,"T",27.6,"26X"
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","01R","TWJ","LE","OPERATIONAL RESTRICTED","2018/02/06",27,59,22.9831,"N",27.98971752,82,31,38.4273,"W",-82.52734091,"T",35.4,"56Y"
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","19L","TPA","LD","OPERATIONAL IFR","2023/02/22",27,57,40.42,"N",27.96122777,82,31,40.5,"W",-82.52791666,"",10,"40X"
"2026/02/19","03513.","A","FL","TPA","TAMPA","US","19R","JRT","LD","OPERATIONAL IFR","1983/09/29",27,57,37.2878,"N",27.96035772,82,32,31.9107,"W",-82.54219741,"F",24.2,"22X"
"2026/02/19","03513.1","A","FL","VDF","TAMPA","US","23","VDF","LD","OPERATIONAL IFR","2003/03/20",28,0,37.44,"N",28.0104,82,20,54.21,"W",-82.34839166,"T",32.9,"50Y"
"2026/02/19","03534.","A","FL","VPS","VALPARAISO/DESTIN-FT WALTON BEACH","US","20","CAH","LD","OPERATIONAL IFR","2001/09/14",30,28,14.02,"N",30.47056111,86,31,9.44,"W",-86.51928888,"A",76,"28X"
"2026/02/19","03534.","A","FL","VPS","VALPARAISO/DESTIN-FT WALTON BEACH","US","30","VPS","LD","OPERATIONAL IFR","2013/12/31",30,28,14.02,"N",30.47056111,86,31,9.44,"W",-86.51928888,"A",44,"28X"
"2026/02/19","03554.2","A","FL","F45","WEST PALM BEACH","US","09R","GHO","LD","OPERATIONAL IFR","1997/11/06",26,50,39.744,"N",26.84437333,80,12,43.6847,"W",-80.21213463,"T",28.3,"44Y"
"2026/02/19","03555.","A","FL","PBI","WEST PALM BEACH","US","10L","PBI","LD","OPERATIONAL IFR","2014/10/20",26,40,51.4319,"N",26.6809533,80,4,29.0092,"W",-80.07472477,"T",23.3,"56X"
"2026/02/19","03616.","A","GA","ABY","ALBANY","US","05","ABY","LD","OPERATIONAL IFR","2016/08/09",31,32,41.3921,"N",31.54483113,84,10,58.0482,"W",-84.18279116,"T",197.8,"22X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","08L","HFW","LD","OPERATIONAL IFR","2000/02/24",33,39,1.782,"N",33.650495,84,24,24.7032,"W",-84.406862,"T",977.2,"30X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","08R","ATL","LD","OPERATIONAL IFR","1901/01/01",33,38,45.7727,"N",33.64604797,84,24,7.5608,"W",-84.40210022,"T",992.1,"36X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","09L","HZK","LD","OPERATIONAL IFR","2005/11/02",33,38,7.48,"N",33.63541111,84,24,44.38,"W",-84.41232777,"K",978,"42X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","09R","FUN","LD","OPERATIONAL IFR","1901/01/01",33,37,56.6292,"N",33.632397,84,24,54.2376,"W",-84.415066,"T",995.5,"26X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","10","OMO","LD","OPERATIONAL IFR","2006/03/01",33,37,12.4476,"N",33.62012433,84,24,53.9549,"W",-84.41498747,"T",999.7,"52Y"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","26L","BRU","LD","OPERATIONAL IFR","2005/11/03",33,38,49.0988,"N",33.64697188,84,26,30.1749,"W",-84.44171525,"T",1030.3,"24X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","26R","GXZ","LD","OPERATIONAL IFR","2000/10/05",33,38,53.87,"N",33.64829722,84,26,32.61,"W",-84.44239166,"F",1008,"38X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","27L","FSQ","LD","OPERATIONAL IFR","1999/07/15",33,37,53.7,"N",33.63158333,84,27,3.53,"W",-84.45098055,"F",1003.8,"22X"
"2026/02/19","03640.","A","GA","ATL","ATLANTA","US","28","PKU","LD","OPERATIONAL IFR","2006/03/01",33,37,12.4016,"N",33.62011155,84,27,5.3143,"W",-84.45147619,"T",1003.5,"54Y"
"2026/02/19","03640.23","A","GA","FFC","ATLANTA","US","31","FFC","LD","OPERATIONAL RESTRICTED","2021/10/26",33,21,46.0349,"N",33.36278747,84,34,54.6604,"W",-84.58185011,"T",802.7,"56Y"
"2026/02/19","03642.","A","GA","RYY","ATLANTA","US","27","RYY","LD","OPERATIONAL IFR","2021/10/14",34,0,49.43,"N",34.01373055,84,36,28.37,"W",-84.60788055,"F",1047,"56X"
"2026/02/19","03643.","A","GA","PDK","ATLANTA","US","21L","PDK","LD","OPERATIONAL IFR","2025/06/10",33,52,1.9,"N",33.86719444,84,18,20.13,"W",-84.30559166,"F",1004.9,"48X"
"2026/02/19","03750.01","A","GA","PUJ","ATLANTA","US","31","PUJ","LD","OPERATIONAL IFR","2009/01/30",33,55,9.23,"N",33.91923055,84,57,6.49,"W",-84.95180277,"O",1264,"28Y"
"2026/02/19","03766.","A","GA","DBN","DUBLIN","US","02","DBN","LD","OPERATIONAL IFR","1989/02/09",32,34,33.3,"N",32.57591666,82,58,42.83,"W",-82.97856388,"F",296.4,"28X"
"2026/02/19","03805.","A","GA","GVL","GAINESVILLE","US","05","GVL","LD","OPERATIONAL IFR","2008/08/07",34,16,46.6055,"N",34.27961263,83,49,30.1449,"W",-83.82504025,"T",1242.6,"42Y"
"2026/02/19","03819.","A","GA","CPP","GREENSBORO","US","25","VVM","LE","OPERATIONAL IFR","1998/10/08",33,35,41.4311,"N",33.59484197,83,8,52.2051,"W",-83.14783475,"T",692,"46X"
"2026/02/19","03901.","A","GA","MAC","MACON","US","10","MAC","LE","OPERATIONAL IFR","2011/03/09",32,49,13.33,"N",32.82036944,83,33,23.84,"W",-83.55662222,"F",411.8,"56X"
"2026/02/19","03974.","A","GA","RMG","ROME","US","01","HBQ","LD","OPERATIONAL IFR","1987/04/09",34,21,54.39,"N",34.36510833,85,9,31.74,"W",-85.15881666,"T",609,"48Y"
"2026/02/19","03991.","A","GA","SVN","SAVANNAH","US","28","SVN","LD","OPERATIONAL IFR","2007/12/20",32,0,41.39,"N",32.01149722,81,10,6.788,"W",-81.16855222,"R",3,"32X"
"2026/02/19","03992.","A","GA","SAV","SAVANNAH","US","10","SAV","LD","OPERATIONAL IFR","2017/01/23",32,7,37.92,"N",32.1272,81,11,9.02,"W",-81.18583888,"F",55,"50Y"
"2026/02/19","04026.","A","GA","SBO","SWAINSBORO","US","14","SBO","LD","OPERATIONAL IFR","2011/04/11",32,36,9.62,"N",32.60267222,82,21,33.57,"W",-82.359325,"F",305,"30Y"
"2026/02/19","04047.","A","GA","OPN","THOMASTON","US","30","OPN","LD","OPERATIONAL IFR","1994/12/08",32,57,32.1219,"N",32.95892275,84,16,28.9137,"W",-84.27469825,"T",797.6,"34Y"
"2026/02/19","04057.","A","GA","TMA","TIFTON","US","34","TMA","LD","OPERATIONAL IFR","1989/08/24",31,26,20.6811,"N",31.43907808,83,29,57.8738,"W",-83.49940938,"T",347.8,"34X"
"2026/02/19","04109.","A","GA","WDR","WINDER","US","31","IDR","LD","OPERATIONAL IFR","2010/03/03",33,59,11.8557,"N",33.98662658,83,40,5.939,"W",-83.66831638,"T",927.1,"52X"
"2026/02/19","04149.","A","ID","BOI","BOISE","US","10R","BOI","LD","OPERATIONAL RESTRICTED","2018/11/05",43,33,21.588,"N",43.55599666,116,12,19.145,"W",-116.20531805,"T",2868.9,"48X"
"2026/02/19","04149.","A","ID","BOI","BOISE","US","28R","AAD","LD","OPERATIONAL RESTRICTED","2018/02/06",43,34,15.4425,"N",43.57095625,116,14,29.783,"W",-116.24160638,"T",2838.4,"38Y"
"2026/02/19","04209.","A","ID","IDA","IDAHO FALLS","US","21","IDA","LD","OPERATIONAL IFR","1985/02/28",43,29,58.858,"N",43.49968277,112,5,12.9027,"W",-112.08691741,"T",4740.9,"48X"
"2026/02/19","04288.","A","ID","PIH","POCATELLO","US","21","PIH","LD","OPERATIONAL IFR","1901/01/01",42,54,0.3126,"N",42.90008683,112,36,5.4128,"W",-112.60150355,"T",4457.3,"40X"
"2026/02/19","04326.","A","ID","SZT","SANDPOINT","US","02","RPO","LE","OPERATIONAL IFR","1995/10/12",48,18,25.2565,"N",48.30701569,116,33,8.8829,"W",-116.55246747,"T",2130.9,"28X"
"2026/02/19","04372.","A","IL","ALN","ALTON/ST LOUIS","US","29","ALN","LD","OPERATIONAL IFR","2020/03/26",38,53,43.9265,"N",38.89553513,90,3,28.9914,"W",-90.05805316,"T",546.8,"22X"
"2026/02/19","04413.","A","IL","BLV","BELLEVILLE","US","14L","BTC","LD","OPERATIONAL IFR","1998/06/18",38,32,1.5937,"N",38.53377602,89,48,27.5869,"W",-89.80766302,"T",445.8,"48Y"
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","02","TXN","LD","OPERATIONAL IFR","2007/03/15",40,29,15.282,"N",40.48757833,88,54,27.3608,"W",-88.90760022,"T",851.8,"52Y"
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","20","LHJ","LD","OPERATIONAL IFR","2007/01/30",40,29,15.282,"N",40.48757833,88,54,27.3608,"W",-88.90760022,"Z",851.8,"52Y"
"2026/02/19","04431.","A","IL","BMI","BLOOMINGTON/NORMAL","US","29","BMI","LD","OPERATIONAL IFR","2015/08/10",40,29,7.8,"N",40.4855,88,56,20.68,"W",-88.93907777,"T",865,"46Y"
"2026/02/19","04494.","A","IL","CMI","CHAMPAIGN/URBANA","US","32R","CMI","LD","OPERATIONAL IFR","2015/01/27",40,3,0.7689,"N",40.05021358,88,17,17.0267,"W",-88.28806297,"T",757.3,"28X"
"2026/02/19","04503.04","A","IL","LOT","CHICAGO/ROMEOVILLE","US","02","JQH","LE","OPERATIONAL IFR","2006/02/22",41,37,8.5272,"N",41.61903533,88,5,35.952,"W",-88.09332,"T",661.6,"22Y"
"2026/02/19","04503.04","A","IL","LOT","CHICAGO/ROMEOVILLE","US","09","LOT","LE","OPERATIONAL IFR","2007/10/15",41,36,28.4748,"N",41.60790966,88,4,49.6785,"W",-88.08046625,"T",670.5,"56Y"
"2026/02/19","04506.","A","IL","ARR","CHICAGO/AURORA","US","33","ROF","LE","OPERATIONAL IFR","2007/10/25",41,46,54.9584,"N",41.78193288,88,29,20.2836,"W",-88.48896766,"T",724,"48Y"
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","04R","HKH","LD","OPERATIONAL IFR","2012/10/05",41,46,58.913,"N",41.78303138,87,45,23.346,"W",-87.756485,"F",611.8,"52X"
"2026/02/19","04507.","A","IL","MDW","CHICAGO","US","13L","MDW","LD","OPERATIONAL IFR","1901/01/01",41,47,32.9528,"N",41.79248688,87,45,36.1642,"W",-87.76004561,"F",607.1,"36X"
